Gene = roq
index = 1861
Annotated 5SS: [ 135 1491 3707]
Annotated 3SS: [1327 1555 3898]
SMsplice 5SS: [1221 1491 3707]
SMsplice 3SS: [1327 1555 3898]
top_k =  100
Partition function (log Z): -1.7611230241633835

Sorted 5' Splice Sites (High to Low Probability):
Position 1491: 0.9999986420921528
Position 3707: 0.959161769998597
Position 1221: 0.7354992225212924
Position 715: 0.34722630678756417
Position 2859: 0.21072680287676487
Position 135: 0.18549087463662953
Position 4401: 0.15512863311565864
Position 1841: 0.1358852025587403
Position 465: 0.10220699689016688
Position 2804: 0.03585241439804214
Position 561: 0.03389654168950823
Position 2208: 0.020378872968840174
Position 2644: 0.01800619210913529
Position 2619: 0.017974630526062355
Position 914: 0.017329565112546314
Position 1701: 0.015048507026415582
Position 4037: 0.012466024111589659
Position 4090: 0.010064293380871841
Position 324: 0.006915169495485931
Position 217: 0.005969081358517403
Position 979: 0.004338032379191052
Position 4159: 0.0037705048549383836
Position 687: 0.0036282430941135557
Position 3731: 0.0027376459616920506
Position 965: 0.002645684593445873
Position 210: 0.00219894071357448
Position 178: 0.0020404016951343223
Position 776: 0.001339049294023111
Position 428: 0.0013152377786897643
Position 773: 0.0012267743937843755
Position 338: 0.0011858763296549878
Position 461: 0.0009236756571742209
Position 457: 0.0006358788438869083
Position 459: 0.0004983938940035761
Position 203: 0.00046391273000902987
Position 1413: 6.852239731297243e-05
Position 383: 2.3657677673888187e-05
Position 249: 1.4852660255369666e-05
Position 1559: 1.1265615405977791e-05
Position 1565: 4.535416797088942e-06
Position 252: 1.190741226380381e-06
Position 1708: 8.098971110482326e-07
Position 35: 6.786305642820932e-07
Position 259: 3.778491302578119e-07
Position 1738: 8.600760131037903e-08
Position 1687: 6.433775589133374e-08
Position 1511: 4.778468047233656e-08

Sorted 3' Splice Sites (High to Low Probability):
Position 1555: 0.9796292710568921
Position 1327: 0.9789366229891191
Position 3898: 0.6304273088223976
Position 2913: 0.2232731217983116
Position 1074: 0.19187112249552776
Position 3842: 0.16822852471729052
Position 4451: 0.16805541246816164
Position 2725: 0.13582196450960046
Position 3901: 0.13516833425462096
Position 1097: 0.08854253373910677
Position 1009: 0.08109736218226095
Position 2948: 0.049559255280515545
Position 890: 0.0427580078825674
Position 913: 0.02459146667165765
Position 4366: 0.019308786052067387
Position 2413: 0.01905265387827985
Position 3863: 0.01832396422202052
Position 1903: 0.016947073584902474
Position 1033: 0.015482177936790058
Position 3785: 0.012780876458672524
Position 1609: 0.010250406353969382
Position 1356: 0.0065304479385818156
Position 1116: 0.0059860450277934366
Position 1155: 0.005005390049249887
Position 1946: 0.0048551348821215794
Position 1340: 0.004515549809269433
Position 782: 0.0034198062373165423
Position 962: 0.0027059579948186924
Position 4156: 0.0026435603915542995
Position 863: 0.00242221323189409
Position 2254: 0.0018858441591568158
Position 595: 0.0007354689845764634
Position 323: 0.0006757371367494746
Position 527: 0.0006285945542950399
Position 1987: 0.0006280286742074303
Position 637: 0.000466711067432206
Position 446: 0.00042751106017561595
Position 1921: 0.000351949554018071
Position 288: 0.0001698666853950347
Position 1475: 6.722712576871047e-05
Position 1569: 2.270368194469081e-05
Position 354: 1.812020628250769e-05
Position 252: 9.839821349938717e-06
Position 201: 8.49422879087132e-06
Position 198: 8.28821408194975e-06
Position 1819: 4.0803613112698925e-06
Position 640: 1.2664505448377086e-06
