Gene = Eip63F-1
index = 1150
Annotated 5SS: [ 2371  4660  4805 15734 21766 21992]
Annotated 3SS: [ 4620  4764 15589 21614 21842 23702]
SMsplice 5SS: [  132  4805 15734 21766 21992]
SMsplice 3SS: [ 4620 15589 21614 21842 23702]
top_k =  100
Partition function (log Z): 1.5298113047216575

Sorted 5' Splice Sites (High to Low Probability):
Position 21992: 0.9831444923649153
Position 21766: 0.9697430199886631
Position 4805: 0.8879100661957359
Position 132: 0.8210704779922896
Position 15734: 0.7695256946802258
Position 2371: 0.6490693556456675
Position 17150: 0.44520265842053464
Position 16842: 0.35969313671714614
Position 4707: 0.28357278115283985
Position 15685: 0.23047430531977559
Position 4703: 0.2164816625827418
Position 17157: 0.16203540684758375
Position 885: 0.13471818130992752
Position 2678: 0.12625038422676146
Position 3775: 0.09875569053913259
Position 3358: 0.06324581858987667
Position 4660: 0.046930573160452654
Position 6291: 0.034482001338887784
Position 21770: 0.025806213904793478
Position 987: 0.01582402961967689
Position 6060: 0.0133593960936443
Position 504: 0.010831995138968072
Position 3057: 0.010450218790187465
Position 16969: 0.008970607303760082
Position 22468: 0.00878778923302308
Position 22590: 0.008096926954992112
Position 1089: 0.008030575878550062
Position 998: 0.006328739454308242
Position 24598: 0.006320814541513949
Position 3204: 0.006145189178462704
Position 24231: 0.004521568551281883
Position 157: 0.003158529136531506
Position 558: 0.002868605798090294
Position 22432: 0.0022570529303776094
Position 22376: 0.0019225248277200163
Position 636: 0.0017960062899790488
Position 333: 0.0007332635591133805
Position 328: 0.00039855292641956247
Position 694: 0.00034810454198835276
Position 149: 0.0003350961321240097
Position 541: 0.0002060573218669884
Position 66: 7.065525123398046e-05
Position 530: 6.951459140333533e-05
Position 459: 5.321661665424931e-05
Position 68: 4.829132198908931e-05

Sorted 3' Splice Sites (High to Low Probability):
Position 15589: 1.0000000000000013
Position 21614: 1.000000000000001
Position 23702: 0.9759933050010888
Position 21842: 0.9697205033266623
Position 4620: 0.9366356575139707
Position 16893: 0.6012219087238598
Position 4764: 0.49825942557779945
Position 16329: 0.36274391152619156
Position 1947: 0.21572228173073835
Position 2434: 0.1875375681739641
Position 3541: 0.07473328991085573
Position 686: 0.0719017936496101
Position 1227: 0.06382399026768472
Position 1172: 0.043305992717592834
Position 1056: 0.04268690274457059
Position 22251: 0.034966785832865326
Position 787: 0.031697591397679456
Position 1648: 0.0311007299822042
Position 1124: 0.030758052845575264
Position 6158: 0.029127201703933084
Position 1660: 0.027757006096083295
Position 812: 0.021871296609338155
Position 1080: 0.01499658696222815
Position 2534: 0.014165835222675156
Position 1178: 0.013977707391852761
Position 5908: 0.0133593960936443
Position 1481: 0.013275679382161946
Position 2741: 0.011502933614205443
Position 21844: 0.010208613339008426
Position 3581: 0.01010467080555452
Position 17036: 0.008970607303760082
Position 3113: 0.006803003597165873
Position 24498: 0.006768513457542459
Position 24650: 0.006320814541513944
Position 624: 0.006039914531839807
Position 416: 0.0055941326160795475
Position 1259: 0.0054996918627217015
Position 6117: 0.005354799634954706
Position 394: 0.005083833448051531
Position 1291: 0.0044673635146178815
Position 23729: 0.004411666400192726
Position 1282: 0.0034408120620444305
Position 16841: 0.0029653817352133616
Position 213: 0.002212486849336746
Position 22149: 0.0008265028814612237
Position 22207: 0.0008203542976870981
Position 22658: 0.0005633442192584483
Position 586: 0.0005153557803438356
Position 815: 0.00014239584673926087
Position 279: 7.105445954651675e-05
Position 217: 1.6595778139731303e-05
