Gene = GMF
index = 1176
Annotated 5SS: [184 437 694]
Annotated 3SS: [342 502 748]
SMsplice 5SS: [184 437 694]
SMsplice 3SS: [342 502 748]
top_k =  100
Partition function (log Z): 3.85047740357837

Sorted 5' Splice Sites (High to Low Probability):
Position 694: 0.9973942539005939
Position 437: 0.971158806849836
Position 184: 0.61001729256909
Position 874: 0.09693151704796109
Position 131: 0.01604459318182994
Position 456: 0.009312039653138463
Position 93: 0.008721021081826687
Position 882: 0.006692808707637507
Position 282: 0.006654562032986844
Position 178: 0.003294089348848628
Position 285: 0.0025088123138560714
Position 67: 0.0017426981495189309
Position 1168: 0.0013586893346881242
Position 202: 0.001106490855040776
Position 193: 0.0010532365874478238
Position 700: 0.0010169704125922942
Position 618: 0.0008948580037805001
Position 660: 0.0005727761953680067
Position 191: 0.0005131430225433299
Position 244: 0.0004581495996251485
Position 1125: 0.00041583063338552557
Position 302: 0.0004149865891430056
Position 242: 0.00024144789410856054
Position 1210: 0.0002222139105892401
Position 1114: 0.00021584905386327365
Position 914: 0.00015413307129055648
Position 917: 0.00015095327442356086
Position 134: 4.8876570062936164e-05
Position 16: 4.091838848192698e-05
Position 1219: 4.0627539797498525e-05
Position 23: 3.652848245534574e-05
Position 258: 3.4265057237320574e-05
Position 1145: 3.303177904670851e-05
Position 628: 2.955322671005943e-05
Position 396: 2.861055874451837e-05
Position 264: 2.858207533634486e-05
Position 250: 1.5011682903328898e-05
Position 651: 1.3876491423332332e-05
Position 252: 6.3432619798795e-06
Position 940: 9.282238661616976e-07
Position 562: 7.227683863047292e-07
Position 800: 5.265002275503101e-07
Position 607: 1.6004980743401444e-07
Position 766: 1.5593201209414778e-07
Position 11: 1.3139935073532722e-07
Position 853: 1.282242050165053e-07
Position 344: 1.828775253565181e-09
Position 376: 1.8068261456434486e-09
Position 529: 1.5326770592068445e-13
Position 465: 1.1112579577555378e-13

Sorted 3' Splice Sites (High to Low Probability):
Position 502: 0.9973153029835274
Position 748: 0.9270374929112281
Position 342: 0.5838241051424796
Position 1058: 0.09217603024314583
Position 760: 0.07233441496609691
Position 240: 0.03207620956900176
Position 354: 0.013264112158996361
Position 940: 0.008067599551046372
Position 1264: 0.00482164001825864
Position 292: 0.0037760499548323357
Position 151: 0.001109026676671828
Position 289: 0.0009129377742782075
Position 1078: 0.00055846850762971
Position 172: 0.00043943792519646397
Position 991: 0.0003859939990505178
Position 683: 0.0003758688560966083
Position 508: 0.0003655379368361689
Position 1224: 0.00035015672785220354
Position 522: 0.00016583434025794588
Position 368: 0.000137817463358579
Position 1280: 3.6447141482772416e-05
Position 87: 2.57705195218604e-05
Position 519: 2.0425942207036565e-05
Position 472: 1.8549180334961663e-05
Position 134: 1.66560314707744e-05
Position 462: 4.717505197625545e-06
Position 139: 3.5467178733766664e-06
Position 67: 6.813009352790502e-07
Position 178: 3.272006907576147e-07
Position 781: 4.5877357732296676e-08
