Gene = Cpsf6
index = 1106
Annotated 5SS: [ 431 1546 2492 3219 3729 3856]
Annotated 3SS: [ 825 2350 2751 3428 3786 4275]
SMsplice 5SS: [ 431 1111 3219 3729 3856 4477]
SMsplice 3SS: [ 825 2751 3428 3786 4275 4767]
top_k =  100
Partition function (log Z): 18.594230524188173

Sorted 5' Splice Sites (High to Low Probability):
Position 3729: 0.9996604767069066
Position 3219: 0.9973871508730404
Position 4477: 0.9783623609319709
Position 431: 0.9663716949193961
Position 3856: 0.9333311662223563
Position 2492: 0.5375484709383831
Position 1111: 0.4441347342865379
Position 1510: 0.3792256261753153
Position 1546: 0.2682212565427143
Position 4070: 0.02108489346690248
Position 3514: 0.016314069426267622
Position 568: 0.010749718790644885
Position 473: 0.010716882270250682
Position 291: 0.009794314022984477
Position 1129: 0.008727644068086259
Position 83: 0.007880126067839865
Position 3083: 0.007573633697703058
Position 3904: 0.0068004380272559
Position 4084: 0.0066491490282301
Position 1697: 0.0066346172986944405
Position 1157: 0.006226348517903977
Position 1007: 0.005791369954065992
Position 1874: 0.005006274061078154
Position 2873: 0.004871694502038287
Position 621: 0.003466191469215774
Position 1585: 0.002583028813057983
Position 254: 0.002410975088949496
Position 3231: 0.001978055386507662
Position 484: 0.0014289395312342232
Position 563: 0.00088596229099503
Position 1134: 0.0006945886306331097
Position 64: 0.0006604809996747363
Position 556: 0.0006353935985906036
Position 3104: 0.0006335337690387124
Position 235: 0.0006227694613740125
Position 522: 0.0006078714781799702
Position 469: 0.0005450899842003698
Position 714: 0.00041946016592460725
Position 703: 0.0003854472069616991
Position 988: 0.00031443370552827814
Position 3707: 0.0002506986044751279
Position 664: 0.00024784650826184415
Position 3606: 0.0001761434782548712
Position 573: 0.00013117190479380056
Position 1048: 0.00011467442805400994
Position 283: 0.00011228876756613173
Position 90: 6.385022270625122e-05
Position 289: 5.739560801188876e-05
Position 76: 5.245549609901331e-05
Position 489: 3.969591344464267e-05
Position 316: 2.4896577640327223e-05
Position 477: 2.272672199822983e-05
Position 327: 2.184182154356686e-05
Position 3666: 1.817654901099325e-05
Position 388: 1.7594518674072992e-05
Position 295: 1.53023418158765e-05
Position 3713: 1.4097717195439641e-05
Position 281: 1.2827382998948826e-05
Position 3733: 1.0588921142808746e-05
Position 191: 7.40950171222071e-06
Position 3864: 3.8951561636533605e-06
Position 728: 2.3404281744083575e-06
Position 68: 1.0726930935070694e-06
Position 248: 8.375893650015176e-07
Position 3175: 3.1246718529762403e-07
Position 2843: 1.9996114601430242e-07
Position 3: 6.60277918954223e-12

Sorted 3' Splice Sites (High to Low Probability):
Position 3428: 0.9924544236925872
Position 2751: 0.9854738923663514
Position 3786: 0.9393091752345758
Position 825: 0.9316970947967008
Position 4275: 0.8988098309058642
Position 4767: 0.650703146989637
Position 2350: 0.38762314173045703
Position 4646: 0.2420249449084331
Position 1195: 0.23836732314261133
Position 3789: 0.03947850402251503
Position 2193: 0.03920240967014639
Position 4666: 0.025093265857532826
Position 2004: 0.02484625129343499
Position 3974: 0.022625488261316464
Position 4226: 0.020171895926836433
Position 4711: 0.017077361615041683
Position 4680: 0.016954172701938528
Position 2071: 0.016062149805859703
Position 3558: 0.015773811668171246
Position 4313: 0.01483712677365267
Position 4695: 0.01383685213153861
Position 786: 0.0134401441669274
Position 340: 0.009193367648412267
Position 4119: 0.009006478121697747
Position 1565: 0.008819523019066742
Position 2019: 0.008342405189091528
Position 4158: 0.008215951079445736
Position 3135: 0.007573633697703051
Position 150: 0.006958386797682495
Position 2687: 0.006521332456125586
Position 2931: 0.004871456769216307
Position 4611: 0.00475099653346615
Position 3795: 0.004145613022186149
Position 4537: 0.003593171746141316
Position 3925: 0.0035923812899528048
Position 4577: 0.0033427315169692468
Position 3445: 0.003211134211930305
Position 4297: 0.0028870360343340768
Position 4571: 0.002622580487803966
Position 3430: 0.0014131472548842032
Position 2655: 0.001340945790237892
Position 4131: 0.0012802665576025513
Position 487: 0.0011760898906281118
Position 346: 0.001161150718440174
Position 3507: 0.001042874710139917
Position 3369: 0.0009268748782354339
Position 4069: 0.0008713627503601964
Position 3941: 0.000857459658242642
Position 643: 0.000848334451183482
Position 1224: 0.0007985974470336122
Position 2692: 0.0007385168322897216
Position 3548: 0.000671327948284722
Position 3665: 0.0006098135243180306
Position 925: 0.0002427827781724606
Position 1696: 0.00022551537366329307
Position 3635: 0.00022063265170599856
Position 484: 0.00013492598372876323
Position 3300: 0.00013477715311471973
Position 868: 0.0001264112154146263
Position 4998: 0.00012191851876601324
Position 180: 6.909422859158585e-05
Position 741: 5.651897324995408e-05
Position 895: 4.686836094735005e-05
Position 1202: 4.0361866821190695e-05
Position 313: 3.358523667657068e-05
Position 127: 2.479220719781874e-05
Position 183: 2.344289270594367e-05
Position 3813: 4.138425595605657e-06
Position 3312: 1.559550518675559e-06
Position 3342: 1.5405925293754846e-06
Position 3810: 3.853282656179981e-07
Position 289: 2.7193473817870046e-08
Position 327: 2.4438209250105546e-08
Position 229: 2.0999177305669582e-08
