Gene = BicD
index = 50
Annotated 5SS: [ 1119  9026  9228 10184 10478 10787 11048]
Annotated 3SS: [ 8659  9089  9332 10259 10531 10872 11371]
SMsplice 5SS: [ 1119  9026  9228 10184 10478 10787 11048]
SMsplice 3SS: [ 8659  9089  9332 10259 10531 10872 11371]
top_k =  100
Partition function (log Z): 16.628919819540073

Sorted 5' Splice Sites (High to Low Probability):
Position 1119: 0.9999740784118605
Position 9228: 0.999952890492802
Position 10787: 0.9981048013832797
Position 10478: 0.9952226241246276
Position 9026: 0.9940441470887647
Position 11048: 0.8808530215356011
Position 10188: 0.6878170945624579
Position 634: 0.3329543202068925
Position 12259: 0.23243434673541563
Position 12263: 0.21200129625262346
Position 9469: 0.19536199883667058
Position 12088: 0.11006902260308982
Position 11747: 0.08201226912871216
Position 11322: 0.07924687870767125
Position 390: 0.06746497147635734
Position 2381: 0.0494117423306881
Position 9616: 0.04136811123399753
Position 501: 0.03749061677582422
Position 2220: 0.03019254175890494
Position 585: 0.025768340835215175
Position 11470: 0.019051809109769866
Position 9951: 0.016082314167572696
Position 11091: 0.011731798993277897
Position 6684: 0.011289681101795467
Position 11185: 0.011064860192582465
Position 396: 0.01036852890892642
Position 394: 0.010193993736459772
Position 9388: 0.010096899890531093
Position 11509: 0.009526955945143386
Position 9836: 0.008223416282337847
Position 370: 0.006747589491782103
Position 11072: 0.003905827841595416
Position 11276: 0.00373897545207462
Position 211: 0.003470413545028246
Position 10377: 0.0034232421900417067
Position 392: 0.002349474956641881
Position 50: 0.0019659073995630188
Position 683: 0.0013020228570192246
Position 9824: 0.001244782024903423
Position 696: 0.0011606398361183369
Position 10695: 0.0010863134384162898
Position 374: 0.0009661651012502961
Position 11052: 0.0009541124329858386
Position 426: 0.0005954707548079367
Position 10742: 0.0004547379134179727
Position 9547: 0.0004519710705440506
Position 10791: 0.00042055482040599386
Position 10390: 0.00040612830474779033
Position 457: 0.00035707424219289636
Position 270: 0.000352210807533456
Position 400: 0.0002938630459242951
Position 382: 0.0002678973388324196
Position 11273: 0.0002011224268958821
Position 11094: 0.00017011602508864578
Position 398: 9.367657222891901e-05
Position 10805: 8.207968378396452e-05
Position 10407: 7.339341400498114e-05
Position 196: 5.228943364036432e-05
Position 272: 4.8987166403183324e-05
Position 301: 4.7297512438613764e-05
Position 10669: 4.2674518117691164e-05
Position 368: 2.5240861687428234e-05
Position 9159: 2.001922132453138e-05
Position 1792: 1.972144646987101e-05
Position 443: 1.4297465942764478e-05
Position 11062: 1.0089418993295416e-05
Position 11065: 8.873371078115184e-06
Position 70: 7.650116654763179e-06
Position 10717: 4.5196961547892885e-06
Position 10647: 3.5747725980269682e-06
Position 10907: 3.1158396770152683e-06
Position 9784: 1.3713931568431165e-06
Position 9340: 8.726872288253312e-07
Position 161: 2.0903244619961284e-07
Position 10350: 5.5308422958351994e-11
Position 10602: 8.368363989862386e-12
Position 10689: 6.442267986530549e-12
Position 10639: 4.494729128501976e-12

Sorted 3' Splice Sites (High to Low Probability):
Position 10531: 0.9975044305459175
Position 9089: 0.9959845665944002
Position 10872: 0.9926529071236878
Position 10259: 0.9768970241045959
Position 8659: 0.9288935915512548
Position 11371: 0.8990941121771665
Position 9332: 0.8044597801404479
Position 12501: 0.49019193545960354
Position 758: 0.21159284850683577
Position 9298: 0.16524538585119433
Position 12149: 0.13530730342753283
Position 769: 0.08905715887830071
Position 898: 0.0813596891240576
Position 12316: 0.07251403651060456
Position 8686: 0.06913892677198374
Position 496: 0.05852107850052697
Position 2114: 0.054732348684531675
Position 11171: 0.03292147860598189
Position 696: 0.02970933278876159
Position 870: 0.025807775229060668
Position 2154: 0.01907779107515761
Position 11131: 0.017207455059821214
Position 10290: 0.012389323211192732
Position 6554: 0.011289681101795446
Position 11803: 0.007918063499034447
Position 11543: 0.005480021118731429
Position 1667: 0.004514673352793656
Position 450: 0.003413624704787554
Position 11826: 0.003288787754016518
Position 819: 0.0020771190517799715
Position 774: 0.0018120193967429434
Position 2043: 0.001299192423579995
Position 10542: 0.001128531543653483
Position 9365: 0.001038306077577775
Position 114: 0.00044403563746399605
Position 10754: 0.00041436651344288147
Position 143: 0.0003461442900784321
Position 9409: 0.00033908486207537226
Position 10611: 0.00027991433305803875
Position 10907: 0.0002643178334212705
Position 9362: 0.0001682373498846428
Position 10668: 0.00013883225326546657
Position 9646: 0.00011162320231612299
Position 335: 7.086767505473363e-05
Position 904: 5.901557879131435e-05
Position 410: 4.4184347336558884e-05
Position 577: 1.8334180098682225e-05
Position 10919: 2.6426453288997963e-06
Position 9424: 3.917758190413901e-08
