Gene = Spindly
index = 1513
Annotated 5SS: [ 550  780 1062 1262 1501]
Annotated 3SS: [ 613  845 1119 1401 1560]
SMsplice 5SS: [ 550  780 1062 1501]
SMsplice 3SS: [ 613  845 1119 1560]
top_k =  100
Partition function (log Z): 6.668886812684642

Sorted 5' Splice Sites (High to Low Probability):
Position 1501: 0.9962929504041792
Position 550: 0.9936569180515094
Position 1062: 0.9894902712442302
Position 780: 0.9653674194557569
Position 1262: 0.21818928226018264
Position 1359: 0.11055881955165892
Position 1354: 0.03838756976249001
Position 783: 0.02675594142358556
Position 1223: 0.009704947591867059
Position 1940: 0.0056612202619111054
Position 2735: 0.005073240792438356
Position 2477: 0.00453489305400691
Position 1992: 0.003983895604076086
Position 2252: 0.003909280558674635
Position 1865: 0.0037008224251248467
Position 1706: 0.0031444578813480573
Position 1313: 0.002454533060345993
Position 405: 0.002447170916737417
Position 2745: 0.0018919562195649853
Position 728: 0.0015574824890383853
Position 417: 0.0013155135226965932
Position 1066: 0.0011724580228878018
Position 343: 0.0011066104056205762
Position 2042: 0.0007767661076753498
Position 535: 0.0005738466669053627
Position 641: 0.0005282554769833433
Position 2732: 0.00038216242663871147
Position 501: 0.000365676833733386
Position 476: 0.00035076618183070573
Position 569: 0.00017138432180212592
Position 1083: 0.00016258123161972646
Position 1281: 0.00014169433647602184
Position 1227: 0.00011517637201975061
Position 1268: 9.979911765375312e-05
Position 1087: 8.376638675656033e-05
Position 978: 2.6789598268446753e-05
Position 288: 2.638696214430596e-05
Position 84: 1.3008151309625646e-05
Position 1041: 1.0757038842504875e-05
Position 1023: 8.029710667272945e-06
Position 281: 7.161972431284546e-06
Position 711: 6.930001277708587e-06
Position 195: 4.476138817353462e-06
Position 33: 4.412673174228785e-06
Position 11: 3.999007198671066e-06
Position 449: 3.6164257180748643e-06
Position 224: 2.327767096597034e-06
Position 76: 1.797661501762961e-06
Position 316: 7.429290947607346e-07
Position 1712: 5.029478598109184e-07
Position 64: 4.1983707965338515e-07
Position 995: 2.992388903524076e-07
Position 1108: 2.8105490519893077e-07
Position 246: 2.5847746821991145e-07
Position 1481: 1.668529704023822e-07
Position 1710: 5.280533320353869e-08

Sorted 3' Splice Sites (High to Low Probability):
Position 845: 0.9943147274891473
Position 1560: 0.9941815973450459
Position 613: 0.992677612854004
Position 1119: 0.7974170368245482
Position 1401: 0.5353217203520646
Position 1165: 0.01470400788475881
Position 2092: 0.014036716961830457
Position 1193: 0.012546210664157845
Position 1124: 0.008169910697852329
Position 2802: 0.006787841036575419
Position 2532: 0.0051022810467039785
Position 2317: 0.003909280558674635
Position 463: 0.0034396425805263255
Position 635: 0.0028508777959928857
Position 1760: 0.0017790368298273727
Position 1651: 0.0011829527970384232
Position 2032: 0.0008476637071087451
Position 2056: 0.0007721145078168081
Position 1739: 0.0006376961839460788
Position 2836: 0.0005595184020666324
Position 2035: 0.00038317554643378605
Position 874: 0.0003696158954588019
Position 822: 0.00034308445787765155
Position 1105: 0.00033556494216810666
Position 1358: 0.0002940268190012375
Position 1453: 0.0001843919544875494
Position 1330: 0.00016687606463212189
Position 1196: 0.00012971195388137595
Position 1313: 0.00012525109459101723
Position 1354: 0.00012189449763345588
Position 1450: 0.00010100868352469302
Position 1108: 7.82223498028505e-05
Position 853: 7.408598477591955e-05
Position 492: 6.983786492647727e-05
Position 1170: 6.124915877565697e-05
Position 416: 5.491072930847017e-05
Position 1041: 3.1629550231019796e-05
Position 658: 2.5504567935247183e-05
Position 207: 1.2584419880915015e-05
Position 405: 9.000709984111445e-06
Position 673: 7.407242533658396e-06
Position 62: 3.93679626685365e-06
Position 390: 3.388614492970806e-06
Position 904: 2.306537619499089e-06
Position 888: 1.2780500523697976e-06
Position 960: 8.140582366011432e-07
Position 342: 6.938342514705646e-07
Position 264: 5.141527969765465e-07
Position 111: 4.6225961388149627e-07
Position 114: 3.0726217132847763e-07
Position 426: 2.4807630058347934e-07
Position 507: 2.3909150087008854e-07
Position 90: 1.965217269640647e-07
Position 227: 8.1127828560498e-08
Position 694: 2.8168896766129576e-10
