Gene = hgo
index = 1726
Annotated 5SS: [  55  683  938 1124 1309 1656 1893]
Annotated 3SS: [ 412  750 1002 1177 1373 1710 1955]
SMsplice 5SS: [ 683  938 1124 1309 1656 1893]
SMsplice 3SS: [ 750 1002 1177 1400 1710 1955]
top_k =  100
Partition function (log Z): 13.249973099767864

Sorted 5' Splice Sites (High to Low Probability):
Position 1124: 0.9883761101308273
Position 683: 0.9877709573361715
Position 1893: 0.978757773834258
Position 1309: 0.9725614923153355
Position 938: 0.9471022038908165
Position 1656: 0.9205309822645387
Position 1477: 0.12674819765176182
Position 55: 0.08838996000170708
Position 1458: 0.08418698299720921
Position 1511: 0.07433887433130476
Position 1499: 0.052365670511935636
Position 188: 0.03057014614698238
Position 1615: 0.026902680989742883
Position 199: 0.025317499945693857
Position 110: 0.019465166971833384
Position 923: 0.01836370658146977
Position 1302: 0.01419829550987754
Position 130: 0.013794584996765944
Position 974: 0.011055122584621031
Position 1101: 0.008502543958946129
Position 244: 0.0031973588132987625
Position 695: 0.003083057611775143
Position 393: 0.0023006442055727365
Position 332: 0.002153803007026812
Position 1492: 0.001172839448473249
Position 1897: 0.0011643439324876155
Position 250: 0.0011194988439682007
Position 823: 0.0009445186964419956
Position 166: 0.0009151884870384863
Position 268: 0.0005137846463596432
Position 1107: 0.0005020877529863933
Position 412: 0.0004142622310946656
Position 430: 0.0003951403722031074
Position 1286: 0.00030196838403024164
Position 321: 0.00029608323756230424
Position 382: 0.0002610208613541498
Position 91: 0.00023730917617532447
Position 164: 0.00023375940454172298
Position 423: 0.0002324951918379425
Position 357: 0.00022889947274720813
Position 1843: 0.00019523085017456794
Position 325: 0.00016971877779868922
Position 857: 0.00011365174101814612
Position 1929: 0.000113328298993497
Position 42: 7.879974435776796e-05
Position 258: 5.4845922740018815e-05
Position 637: 3.0414346492475215e-05
Position 1283: 1.1513993293143205e-05
Position 1074: 1.002759288213196e-05
Position 1135: 8.82687584707174e-06
Position 1246: 5.379368844643573e-07
Position 950: 1.7953271799812865e-07
Position 1049: 8.58785528823986e-08

Sorted 3' Splice Sites (High to Low Probability):
Position 1177: 0.9986735031833114
Position 1710: 0.9964286536929969
Position 1002: 0.9567566731952791
Position 750: 0.9365874552232863
Position 1955: 0.7975979946538541
Position 1381: 0.36174480326641795
Position 1400: 0.3419155737559291
Position 1373: 0.2645689837739104
Position 1981: 0.17488814708964856
Position 1563: 0.1341846256069983
Position 1536: 0.11518539841572761
Position 476: 0.09293585290917017
Position 412: 0.08198573643852461
Position 1515: 0.059260982911709004
Position 783: 0.05479022315497791
Position 1035: 0.014195757720675493
Position 312: 0.008973713392178175
Position 1010: 0.005309601686590697
Position 2141: 0.004302147160758546
Position 1997: 0.003121658861710173
Position 526: 0.0014588733647678265
Position 298: 0.0007673984253786969
Position 134: 0.0006306830801445282
Position 619: 0.000601107341342297
Position 811: 0.0005140012411342252
Position 130: 0.0004395613158712158
Position 484: 0.0002908888470870419
Position 1014: 0.00028733853021929565
Position 258: 0.00020156838241561323
Position 555: 0.00019782243898315552
Position 1193: 0.00019230397664095607
Position 2051: 0.0001864885961062529
Position 585: 0.00013985567287662625
Position 1937: 0.00013424055383790969
Position 375: 8.227067843388796e-05
Position 1420: 5.524020822825607e-05
Position 1085: 5.0930799498555184e-05
Position 199: 4.699117164265047e-05
Position 917: 4.524537301641964e-05
Position 1123: 1.8000768780019964e-05
Position 1261: 5.881360470120147e-06
