Gene = Gug
index = 1204
Annotated 5SS: [  536  2207 12182 13316 18153 18337 18562 18783 19002 19572 19761 20266
 20458 20562]
Annotated 3SS: [ 1852 12049 13081 13378 18212 18416 18621 18944 19487 19642 20165 20362
 20508 21229]
SMsplice 5SS: [  536 18153 18337 18562 18783 19572 19761 20266 20608 21118]
SMsplice 3SS: [16402 18212 18416 18621 19487 19642 20165 20362 20832 21229]
top_k =  100
Partition function (log Z): 6.923334547000403

Sorted 5' Splice Sites (High to Low Probability):
Position 536: 0.9991226614938168
Position 19572: 0.9942211751972772
Position 18783: 0.9672020394983846
Position 20266: 0.9431150816685608
Position 20608: 0.5625455574318818
Position 19761: 0.5165923416469543
Position 21118: 0.49882549475494853
Position 19770: 0.46237370156752405
Position 20562: 0.4270502962459463
Position 19002: 0.19796228978937064
Position 21122: 0.19135493311389973
Position 22371: 0.04903451489043229
Position 20458: 0.043144582265997426
Position 21111: 0.032784049541094346
Position 21671: 0.02339705845486652
Position 2207: 0.012974877414394402
Position 21083: 0.009815455591098862
Position 20288: 0.009493620128147051
Position 20911: 0.007312172540510644
Position 10132: 0.00480535180985525
Position 21430: 0.0032621334109944316
Position 19576: 0.0025856272896965923
Position 21039: 0.0025571265986594214
Position 19586: 0.0023308595970000534
Position 19739: 0.002195339963482864
Position 21150: 0.002026845393685334
Position 20928: 0.0019148459615583647
Position 9386: 0.0018774761120343706
Position 19765: 0.0018458387140411966
Position 9390: 0.0016852736740646708
Position 20926: 0.0007657905148303728
Position 20612: 0.0007226433565003956
Position 1418: 0.0005501049067732272
Position 20947: 0.0004981220503437953
Position 19734: 0.0004840606701607685
Position 20074: 0.0003880061705925076
Position 20270: 0.00037989021498150056
Position 20593: 0.0003482736036335636
Position 20690: 0.0001679889493489189
Position 20274: 0.0001544068899451911
Position 766: 0.00012952519850484702
Position 19822: 0.00012004931634281086
Position 245: 7.191560256967962e-05
Position 557: 3.147546714722354e-05
Position 275: 2.7837181798793784e-05
Position 1104: 2.0637249941431883e-05
Position 582: 1.8243331264960986e-05
Position 94: 1.5732724681499143e-05
Position 20631: 1.3470962011519741e-05
Position 559: 1.1866843503305509e-05
Position 21103: 4.8685654208556394e-06
Position 20508: 7.505741423955699e-07
Position 19833: 6.739733474110486e-08

Sorted 3' Splice Sites (High to Low Probability):
Position 19642: 0.9875738636516155
Position 18621: 0.9672020394983855
Position 19487: 0.9623777446908949
Position 20832: 0.9612290394375043
Position 20362: 0.949721787916778
Position 21229: 0.6318650188629937
Position 20165: 0.5663534479901926
Position 18944: 0.22932850754648576
Position 19883: 0.22155720403640689
Position 21188: 0.11010772540274748
Position 20231: 0.10318378670023635
Position 22441: 0.0558747078079176
Position 20517: 0.04615388145020829
Position 20405: 0.030364351831104554
Position 21025: 0.029333811150255518
Position 20074: 0.028239748684315877
Position 19838: 0.012292450195054629
Position 21841: 0.01039387716303763
Position 19618: 0.00987715436824589
Position 19899: 0.008418516384199107
Position 1499: 0.006001506554626499
Position 21894: 0.005988886689617209
Position 21153: 0.005880257540149959
Position 9678: 0.004805351809855248
Position 19312: 0.004064868067861331
Position 2038: 0.003951997697659035
Position 21952: 0.0034362350957208333
Position 20508: 0.0031274042633940183
Position 21282: 0.0027459956388242615
Position 9178: 0.002345327784919133
Position 21367: 0.001888489242756663
Position 19923: 0.001724788062630922
Position 19661: 0.0015913828212041582
Position 18957: 0.0015143769523557633
Position 19904: 0.0015081598047584682
Position 20121: 0.0013898508761066013
Position 9119: 0.001217422001179909
Position 1852: 0.0011399874803192382
Position 2079: 0.001086868940156753
Position 20307: 0.0010204982201853306
Position 20645: 0.0007532949511608402
Position 18995: 0.0005809832464708998
Position 1952: 0.00019313007413360793
Position 19694: 0.00019107052820892462
Position 611: 0.0001629869975952857
Position 20457: 0.0001359433600179404
Position 739: 0.0001329455417875413
Position 1949: 0.00010385631166480983
Position 1371: 7.076588974117529e-05
Position 1324: 6.18502904299731e-05
Position 1734: 5.9965797881473184e-05
Position 1613: 5.501623563703954e-06
Position 1462: 3.5142148353060617e-06
Position 20376: 2.203615962189179e-07
