Gene = nwk
index = 1827
Annotated 5SS: [  30  838 1143 1761 2929 3649 3984 5464 6435]
Annotated 3SS: [ 721  912 1232 2045 2990 3926 5437 5666 6533]
SMsplice 5SS: [ 838 1143 1761 2929 3160 3649 3984 5806 6007]
SMsplice 3SS: [ 912 1232 2045 2990 3263 3926 5666 5877 6069]
top_k =  100
Partition function (log Z): 26.412551343574602

Sorted 5' Splice Sites (High to Low Probability):
Position 3984: 0.9943704912065504
Position 1761: 0.9927931488573142
Position 3649: 0.990396723306615
Position 2929: 0.9758193754225383
Position 838: 0.958805782810872
Position 5806: 0.9101123936787178
Position 6007: 0.7000086259276705
Position 3160: 0.6788830224903206
Position 1143: 0.6342318538391736
Position 1052: 0.42257769115772564
Position 5464: 0.19246350302443857
Position 4746: 0.1672642276561157
Position 30: 0.08761579833720819
Position 6391: 0.05740751273023804
Position 6030: 0.049780303181714704
Position 6387: 0.03593942103297454
Position 833: 0.028995184469393667
Position 4187: 0.027044814559143128
Position 304: 0.02486481183185161
Position 2933: 0.024032494834494406
Position 1147: 0.019893135043356495
Position 6384: 0.01687506155993822
Position 4331: 0.01127143289091032
Position 1342: 0.010893838174749511
Position 731: 0.010893823051614506
Position 517: 0.009774695566548272
Position 354: 0.009599247265004513
Position 3421: 0.009557141529559457
Position 6184: 0.009307459775657865
Position 1168: 0.008118469453775087
Position 105: 0.0063039495020005476
Position 4566: 0.005818081687554015
Position 1817: 0.005176697565270796
Position 158: 0.004683941294118754
Position 181: 0.00444344998719065
Position 190: 0.0033102117824342753
Position 1309: 0.0028731498352940854
Position 2734: 0.0028617752080546577
Position 554: 0.0027949572653244085
Position 5760: 0.0023581579218529525
Position 156: 0.001407170967974073
Position 449: 0.0009570363880935795
Position 1483: 0.0007673897394406095
Position 4014: 0.000706167734116061
Position 167: 0.0006710651277255695
Position 1929: 0.0005924128948049715
Position 2511: 0.0005278205055699797
Position 4570: 0.000453217021733014
Position 4568: 0.0004166343125966157
Position 281: 0.00035402648849927056
Position 3425: 0.00033163049334383656
Position 3454: 0.00021259676012616046
Position 184: 0.00014836309441905115
Position 1767: 9.170989046373779e-05
Position 736: 8.150887485253226e-05
Position 2904: 6.56699868029185e-05
Position 1752: 6.169216901136667e-05
Position 3587: 3.484528415756637e-05
Position 4154: 1.62746968100448e-05
Position 6018: 1.5871502073324604e-05
Position 1044: 1.4896877184606316e-05
Position 2221: 1.108438324898784e-05
Position 2717: 6.9383830285231955e-06
Position 2212: 3.787561768555328e-06
Position 3039: 2.1533497930308645e-06
Position 3065: 1.4038710523664155e-06
Position 188: 1.391025971699197e-06
Position 169: 1.077344835901164e-06
Position 2127: 5.760937290420265e-07
Position 268: 5.648567853797181e-07
Position 1080: 5.297397108380281e-07
Position 75: 5.079999599413656e-07
Position 3204: 3.844897289285486e-07
Position 3216: 3.765858854274514e-07
Position 7: 3.25308318234925e-07
Position 10: 6.561891664196398e-08
Position 2539: 2.118658870841053e-12
Position 2423: 2.090528828130925e-12
Position 2515: 7.773989462801825e-13
Position 2196: 7.538034337826666e-13

Sorted 3' Splice Sites (High to Low Probability):
Position 2990: 0.9973436210247073
Position 3926: 0.9938575057331
Position 2045: 0.9900173341644329
Position 912: 0.9647809427530638
Position 1232: 0.8835539807938266
Position 5666: 0.8572593225859678
Position 3263: 0.5230395074957556
Position 6533: 0.4850652319976646
Position 5877: 0.4456534712461312
Position 6069: 0.42217695885442913
Position 5880: 0.4020171984874569
Position 5641: 0.1359548710978731
Position 3228: 0.11446850801365313
Position 1111: 0.08819687723812594
Position 4387: 0.08600999453139226
Position 1563: 0.08392099574351698
Position 4685: 0.07718222501956788
Position 5262: 0.07013865663340887
Position 721: 0.06641742897452489
Position 375: 0.05565691264569119
Position 5075: 0.05043281629277835
Position 4523: 0.04437127640467121
Position 936: 0.029905455495491087
Position 4072: 0.02913042638429081
Position 3290: 0.02592606746332409
Position 4206: 0.02068183844031253
Position 4184: 0.019020372291221072
Position 1192: 0.016621080786638286
Position 703: 0.01247393847471067
Position 1119: 0.011014584126047826
Position 6567: 0.010850279717088358
Position 6707: 0.009375463787495
Position 3233: 0.008258712367391539
Position 784: 0.006909965010757979
Position 5612: 0.006785806316155338
Position 6071: 0.006238817098881333
Position 75: 0.005584349195326858
Position 1404: 0.005002285259454137
Position 3543: 0.0048007163033102745
Position 606: 0.004169266432305819
Position 2079: 0.004163156153355995
Position 2053: 0.003970111361879597
Position 3820: 0.003836159511499486
Position 1407: 0.00311422768730178
Position 1566: 0.0029867180980273503
Position 2798: 0.002842223787846442
Position 2996: 0.0025918288501380125
Position 3287: 0.0025452578708244538
Position 1160: 0.0024963275052569942
Position 4154: 0.00201311385659416
Position 407: 0.0017992780181094734
Position 954: 0.0017452512918202903
Position 3777: 0.0016251126000193024
Position 803: 0.0014308195785594495
Position 255: 0.0013989151063844413
Position 1985: 0.0012849649513596657
Position 86: 0.0009947004511301795
Position 358: 0.0008230619866209544
Position 1841: 0.0007200498717989419
Position 749: 0.0006925414286398774
Position 1806: 0.0006661607914980927
Position 2633: 0.0005138055421011726
Position 3898: 0.00042912698301907765
Position 3237: 0.00040433222428239206
Position 4712: 0.00033085804290798837
Position 211: 0.000274319360639656
Position 951: 0.0002667513412529329
Position 1803: 0.0002639644239436527
Position 184: 0.0002624715291802204
Position 4464: 0.00024947818160460817
Position 5897: 0.0002202644335815674
