Gene = eIF1
index = 1682
Annotated 5SS: [186 587]
Annotated 3SS: [428 972]
SMsplice 5SS: [186 587]
SMsplice 3SS: [428 972]
top_k =  100
Partition function (log Z): -3.3695592243145622

Sorted 5' Splice Sites (High to Low Probability):
Position 587: 0.9930011451951456
Position 186: 0.5312340171125455
Position 1075: 0.17909312352528203
Position 309: 0.05292319611532142
Position 335: 0.039815056097779196
Position 1105: 0.025641259754089086
Position 140: 0.007683466249871571
Position 74: 0.006628660588759795
Position 156: 0.005557176378953137
Position 361: 0.004786754789084834
Position 337: 0.004173898117930188
Position 922: 0.003082710122402828
Position 602: 0.0027337943667367476
Position 231: 0.002398758244215726
Position 92: 0.0017255622838060467
Position 864: 0.0015773979526981028
Position 81: 0.0009077587836913339
Position 256: 0.0005016857422150275
Position 121: 0.0003722341776007843
Position 1141: 0.00036123670339321934
Position 737: 0.0001989940413170105
Position 42: 0.00017580559525205507
Position 137: 0.0001485314428738729
Position 1139: 0.0001181534070560936
Position 190: 0.00011389645262223611
Position 183: 0.00010877678031023323
Position 550: 8.36435973083568e-05
Position 672: 6.735728633331287e-05
Position 34: 5.8916274753253206e-05
Position 127: 6.131056586540802e-07
Position 144: 6.11953130922142e-08
Position 153: 5.983162313221427e-10

Sorted 3' Splice Sites (High to Low Probability):
Position 972: 0.9590651675744625
Position 428: 0.6057625596532311
Position 1238: 0.12303736872127118
Position 1172: 0.08042469568288763
Position 395: 0.040897547577753185
Position 797: 0.01907997942807236
Position 811: 0.018247819371363893
Position 782: 0.004784653390783386
Position 133: 0.003507101014473425
Position 502: 0.001973320966598072
Position 473: 0.0016460538782445077
Position 1253: 0.0014580461817277355
Position 451: 0.0009656152541399946
Position 169: 0.0006809453531171853
Position 195: 0.0005611692859833179
Position 868: 0.0005248416063879208
Position 871: 0.00044516955403158426
Position 1203: 0.0004320400972498631
Position 824: 0.0003926112681570408
Position 1262: 0.0003913355976400004
Position 672: 0.00027781009890239086
Position 1256: 0.00022697212811339547
Position 299: 0.0001406968584931758
Position 190: 9.755339115569989e-05
Position 891: 9.101599610139898e-05
Position 535: 7.479385578116665e-05
Position 734: 2.5502982777511397e-05
Position 819: 2.1464798284716647e-05
Position 942: 1.2662469885629823e-05
Position 834: 1.1204019338217237e-05
Position 636: 5.602451182544577e-06
Position 121: 2.8615396943999133e-06
Position 482: 1.703737439313882e-06
Position 763: 1.6992821915385663e-06
Position 409: 1.681807433821559e-06
Position 317: 1.407216344875473e-06
Position 640: 9.437445525183676e-07
Position 92: 2.4243388278189038e-08
