Gene = Culd
index = 1112
Annotated 5SS: [ 292  685 1153 2055 2818]
Annotated 3SS: [ 353  747 1685 2112 2883]
SMsplice 5SS: [ 292 1153 1519 2055 2818]
SMsplice 3SS: [ 353 1348 1685 2112 2883]
top_k =  100
Partition function (log Z): 5.325225720178695

Sorted 5' Splice Sites (High to Low Probability):
Position 2055: 0.9950656382785388
Position 292: 0.9891549440947387
Position 1153: 0.9864595429677281
Position 2818: 0.9468238222222614
Position 1519: 0.7080716601278801
Position 2998: 0.45547280463347867
Position 685: 0.4065975648827172
Position 909: 0.31857384830530977
Position 2544: 0.12508008106808635
Position 1615: 0.08517318885013654
Position 1000: 0.0657529300794576
Position 705: 0.03791323658911258
Position 2264: 0.02095850143408085
Position 1591: 0.013900909854359687
Position 594: 0.011167967260269647
Position 868: 0.007692041009505367
Position 3197: 0.005406751950737432
Position 437: 0.0046049265112029945
Position 1550: 0.004322389047692263
Position 1265: 0.0018731230381942101
Position 1495: 0.0015644593692644825
Position 1514: 0.0013007247225813694
Position 1430: 0.0005545586919135481
Position 481: 0.00031921143757628707
Position 271: 0.0002718547035624311
Position 256: 0.00017441335222593486
Position 298: 9.814793778010472e-05
Position 296: 5.028400649433727e-05
Position 401: 5.5044724261131425e-06
Position 162: 4.1023109720068306e-06
Position 1216: 3.0907952305315377e-06
Position 503: 2.2774002748225714e-06
Position 2000: 2.0147378434120312e-06
Position 575: 1.6694108207693246e-06
Position 328: 4.491848230638684e-08
Position 67: 4.0564845245718176e-08
Position 130: 7.714597145153406e-09
Position 242: 3.085588370847158e-09
Position 176: 2.8969218339619586e-09
Position 40: 1.877661201342642e-09
Position 221: 1.0333906662705677e-09
Position 3: 5.535552645033045e-10

Sorted 3' Splice Sites (High to Low Probability):
Position 2112: 0.9908875913994871
Position 1685: 0.9578122907677333
Position 353: 0.9564380650689869
Position 2883: 0.6531775739653263
Position 1348: 0.6201622551995698
Position 747: 0.37647908386293744
Position 3078: 0.31068195895484857
Position 2869: 0.2223538315913165
Position 980: 0.21915512571114168
Position 1295: 0.13206105269987792
Position 1055: 0.12652938914876855
Position 2674: 0.12162467095674453
Position 935: 0.08617512973090269
Position 3273: 0.062136771248603145
Position 3134: 0.05640403196629057
Position 2892: 0.05493599101619117
Position 1238: 0.03802474545658623
Position 957: 0.03634451142519081
Position 1354: 0.03022228656102278
Position 2910: 0.020411455145628823
Position 2347: 0.017065122340510466
Position 3212: 0.015323171410548495
Position 1380: 0.011715087071675682
Position 374: 0.011409116226297346
Position 1429: 0.011223069978605662
Position 1614: 0.009918143874114656
Position 3099: 0.008675691616769043
Position 3933: 0.007657931387155819
Position 782: 0.006062292506438792
Position 762: 0.0039151862791713555
Position 2608: 0.0031230287452176284
Position 1121: 0.002012308032617239
Position 481: 0.0019275596175934485
Position 2398: 0.0019120797377556093
Position 1304: 0.0014092305957291412
Position 1330: 0.0013360451121919334
Position 2132: 0.0011155177000137786
Position 384: 0.0009492573171761905
Position 640: 0.0009290694486316191
Position 2851: 0.00081181011541592
Position 1208: 0.0007054392236981468
Position 412: 0.0005928676484431038
Position 355: 0.0005568417851807022
Position 1553: 0.00037858828461833125
Position 533: 0.0003617402416525235
Position 2447: 0.0003296490660907603
Position 779: 0.00023471069925675467
Position 573: 0.00017493636820096586
Position 695: 0.00017423332299771824
Position 689: 0.00016608841129863258
Position 2321: 9.372919510788397e-05
Position 2206: 9.334616776615731e-05
Position 407: 4.756608775603543e-05
Position 317: 2.070664455836374e-08
