Gene = ppl
index = 1847
Annotated 5SS: [322 656]
Annotated 3SS: [376 716]
SMsplice 5SS: [322 656]
SMsplice 3SS: [376 716]
top_k =  100
Partition function (log Z): 1.977627645337784

Sorted 5' Splice Sites (High to Low Probability):
Position 656: 0.9915908371178628
Position 322: 0.9853979761748769
Position 589: 0.006851235221426448
Position 103: 0.0017958831377809306
Position 105: 0.0009155026723030667
Position 804: 0.000842559191737341
Position 153: 0.0005638680526407687
Position 871: 0.00038358730628404556
Position 577: 0.00037966503752877984
Position 98: 0.0003199430171852763
Position 436: 0.0001584726689087383
Position 565: 0.00015416367625458398
Position 877: 9.033958585846323e-05
Position 530: 6.312804590978183e-05
Position 47: 6.103649715580485e-05
Position 610: 5.168115655916108e-05
Position 781: 3.501029338735238e-05
Position 667: 3.1893411025615996e-05
Position 24: 2.5254169945032123e-05
Position 402: 2.3771824427955174e-05
Position 855: 1.065568458233718e-05
Position 412: 1.0169477700884275e-05
Position 547: 1.0053179954962509e-05
Position 107: 8.63178156793659e-06
Position 641: 8.507482587266682e-06
Position 207: 8.089619672325875e-06
Position 14: 3.0036527877773464e-06
Position 567: 2.4623216962376415e-06
Position 631: 1.927903292337209e-06
Position 109: 1.2960098729707357e-06
Position 177: 2.952546805664559e-07
Position 186: 2.931652172543969e-07
Position 4: 4.1254472009884965e-08
Position 415: 1.1468511472444794e-08
Position 259: 1.0406657822135828e-09
Position 475: 9.619293943991876e-10
Position 363: 4.299712297037974e-10
Position 333: 4.157092983794021e-10
Position 731: 2.8831623496600145e-11
Position 581: 4.4877892473135595e-12
Position 279: 6.425424065595584e-13
Position 261: 4.729368309224252e-13
Position 478: 2.728209748477379e-18

Sorted 3' Splice Sites (High to Low Probability):
Position 716: 0.9977983618383085
Position 376: 0.9838875984058513
Position 177: 0.0029975516138506632
Position 730: 0.0015886269415890915
Position 858: 0.0007852208932332041
Position 496: 0.000549371139766689
Position 229: 0.0004911718461610294
Position 962: 0.00048589453059792005
Position 425: 0.0003859923730079733
Position 459: 0.00023071521567857113
Position 449: 9.002534942637888e-05
Position 439: 6.565654504978566e-05
Position 638: 6.253485345323783e-05
Position 581: 5.422817842127601e-05
Position 894: 5.2975496018176673e-05
Position 101: 4.9702658574759166e-05
Position 242: 4.45765634381346e-05
Position 881: 3.967807777471505e-05
Position 402: 2.563149091300134e-05
Position 986: 2.1754563419673782e-05
Position 436: 1.7265552138741078e-05
Position 641: 1.1846521341273186e-05
Position 588: 1.1610674047401454e-05
Position 284: 1.1355803655227802e-05
Position 654: 1.041478074951339e-05
Position 516: 8.87795667891081e-06
Position 844: 6.4567103961843e-06
Position 742: 4.868592639791639e-06
Position 254: 3.3819336966410337e-06
Position 751: 3.1099154891412925e-06
Position 801: 2.335261148895663e-06
Position 259: 2.0402423509621685e-06
Position 315: 2.852093533509725e-07
Position 307: 1.3167014722108763e-07
