Gene = zetaCOP
index = 1937
Annotated 5SS: [  74  499 1102]
Annotated 3SS: [ 130 1010 1712]
SMsplice 5SS: [  74  911 1102]
SMsplice 3SS: [ 130 1010 1712]
top_k =  100
Partition function (log Z): 0.9796168175438115

Sorted 5' Splice Sites (High to Low Probability):
Position 1102: 0.9886692718373606
Position 74: 0.9033869622526973
Position 911: 0.5258285887882548
Position 499: 0.3416279736266384
Position 757: 0.11638699226134323
Position 763: 0.04988543799980324
Position 33: 0.027634186196616405
Position 338: 0.017220243607197025
Position 943: 0.01451993360104661
Position 571: 0.005177435068386113
Position 546: 0.005043792546275721
Position 511: 0.004774647943727001
Position 187: 0.004534720079038035
Position 50: 0.003499981358023347
Position 658: 0.0031762222174995607
Position 751: 0.0029276081215828366
Position 1602: 0.002575395590352111
Position 376: 0.0022296422137264237
Position 1147: 0.00195081617474792
Position 1310: 0.0018649274058219994
Position 503: 0.0017644314027509293
Position 1121: 0.0009182514044132005
Position 1131: 0.0008993306104363932
Position 1177: 0.0008187652738195465
Position 732: 0.0007527437144092114
Position 518: 0.0007429928676852446
Position 443: 0.00042006593249334844
Position 1502: 0.0003875038461616619
Position 94: 0.00038506322904585086
Position 671: 0.00036530956775923846
Position 307: 0.00032836790957955743
Position 26: 0.0003180618988364495
Position 1488: 0.0002905519443610601
Position 771: 0.0002771023155092069
Position 643: 0.00021818398819180312
Position 624: 0.00015345464349672368
Position 214: 0.00011862177075162598
Position 15: 6.048372275476072e-06
Position 320: 5.800793405021217e-06
Position 31: 4.901529861021876e-06
Position 247: 1.5486061629961694e-06
Position 305: 1.4714417403645539e-06
Position 4: 3.890538774799312e-07

Sorted 3' Splice Sites (High to Low Probability):
Position 1010: 0.9917078321274566
Position 1712: 0.9311160328414526
Position 130: 0.9167610465619389
Position 819: 0.07578652642746764
Position 1404: 0.032663870548419974
Position 635: 0.0206090643036877
Position 408: 0.016299921419178857
Position 1462: 0.014937181788364971
Position 1648: 0.006405020108547737
Position 715: 0.005234243317332136
Position 1253: 0.004182663230481304
Position 1233: 0.003285602327765738
Position 568: 0.002067065250854697
Position 853: 0.0017359855825334882
Position 1180: 0.0016897646270171967
Position 886: 0.0015523941387830754
Position 1150: 0.0015092711440893062
Position 1835: 0.0009415321467474758
Position 690: 0.0008300230910331603
Position 1160: 0.0007489841351191304
Position 1491: 0.0005149942640265149
Position 142: 0.0003435916131566666
Position 94: 0.00027049813507864525
Position 1299: 0.0002368298397332418
Position 1488: 0.0002067669999479549
Position 1358: 0.0001474037734818129
Position 1416: 0.00011472405828305935
Position 1757: 9.360467472987545e-05
Position 1282: 7.308129113097194e-05
Position 1856: 2.426829708834743e-05
Position 220: 2.2096913801013444e-06
Position 256: 6.947213530437102e-07
Position 313: 6.072390880457239e-07
Position 424: 4.412904122447135e-07
