Gene = Pdxk
index = 1365
Annotated 5SS: [456 627]
Annotated 3SS: [526 692]
SMsplice 5SS: [456 627]
SMsplice 3SS: [526 692]
top_k =  100
Partition function (log Z): -0.2898143153658918

Sorted 5' Splice Sites (High to Low Probability):
Position 627: 0.9985865605111522
Position 456: 0.7881619501984305
Position 140: 0.11043420262092486
Position 788: 0.06357723894440619
Position 435: 0.04668434345279508
Position 980: 0.014236877322074681
Position 835: 0.012830925296486564
Position 361: 0.005861497034541776
Position 423: 0.005302127370525366
Position 867: 0.003187632436120975
Position 31: 0.0027682436996684648
Position 632: 0.001409717370691497
Position 239: 0.001314387760701073
Position 387: 0.0012311665779842103
Position 172: 0.0010932999661632979
Position 13: 0.001034408952415413
Position 258: 0.000846316835777596
Position 74: 0.0007756853705566174
Position 1376: 0.0005888809417691209
Position 1046: 0.0005823593698018163
Position 159: 0.0005822654773968973
Position 260: 0.0005623903940945678
Position 262: 0.0005359425240453003
Position 264: 0.00047853959991442824
Position 1468: 0.0004689970614913934
Position 1043: 0.00046548064685140306
Position 266: 0.00034711232225182023
Position 408: 0.00022889935776925491
Position 10: 0.00019638216030260321
Position 26: 0.0001717931463696251
Position 108: 0.0001532241713556849
Position 28: 0.00012556663001818115
Position 411: 0.00011344752957471023
Position 186: 0.000112343111867823
Position 48: 6.54419992260625e-05
Position 736: 1.1562017394136226e-06
Position 600: 2.2851555234155018e-07
Position 605: 1.7679432394924308e-07
Position 708: 4.040647189568301e-10

Sorted 3' Splice Sites (High to Low Probability):
Position 692: 0.981332606526043
Position 526: 0.860489944026043
Position 280: 0.10590667554194814
Position 1206: 0.036081846812427834
Position 1098: 0.027566202890754614
Position 679: 0.016784588289647986
Position 1141: 0.016230887922968885
Position 1516: 0.006187269331619616
Position 871: 0.0020221717555397086
Position 1254: 0.0013735807733557598
Position 956: 0.0013383570842768332
Position 1059: 0.0010429349033068322
Position 787: 0.0009425195945954703
Position 706: 0.0009411846646509585
Position 1703: 0.0009069400702764072
Position 1562: 0.0009045635676927846
Position 1261: 0.0008655732820467298
Position 289: 0.0007682678840596395
Position 476: 0.0007293038993410983
Position 565: 0.0006886860016021514
Position 1056: 0.0005657938881248735
Position 889: 0.00047838503697853477
Position 1105: 0.0003738846996327239
Position 486: 0.00018763206858568942
Position 179: 0.00018525407122347404
Position 345: 0.00011453756763128643
Position 330: 9.310917640971695e-05
Position 246: 5.5311921320255435e-06
Position 183: 4.489358981985872e-06
Position 156: 4.488199300984874e-06
