Gene = cyc
index = 1661
Annotated 5SS: [ 184  518 1132 1632]
Annotated 3SS: [ 442  676 1201 1687]
SMsplice 5SS: [ 184  518 1132 1632]
SMsplice 3SS: [ 442  676 1201 1687]
top_k =  100
Partition function (log Z): 2.9588341412730834

Sorted 5' Splice Sites (High to Low Probability):
Position 1132: 0.9613019543865636
Position 1632: 0.9204546863890549
Position 184: 0.8557414733953443
Position 518: 0.7354257081866924
Position 945: 0.19049265952181915
Position 242: 0.07882936729611656
Position 599: 0.0632866161754744
Position 1636: 0.041205586440172574
Position 388: 0.03486068691967148
Position 607: 0.025224226801975308
Position 1162: 0.014133188055164026
Position 1152: 0.004589618439456284
Position 938: 0.004302725143894637
Position 1815: 0.00392567527112427
Position 320: 0.003412780431367301
Position 89: 0.0024533717286231976
Position 328: 0.0019563200056156634
Position 366: 0.0015619335918938403
Position 1071: 0.0014150395742035925
Position 971: 0.0011413389168640473
Position 250: 0.0010168680143898504
Position 1803: 0.0010146979258303657
Position 246: 0.0009384008612873878
Position 488: 0.0007801689839313837
Position 322: 0.0006844167574250784
Position 1150: 0.000661927697399776
Position 332: 0.000553786871368983
Position 202: 0.0004087456464703506
Position 356: 0.00031054476385270337
Position 1794: 0.000301175777805761
Position 59: 0.00019261351006002466
Position 170: 0.00013017346617840022
Position 334: 0.00012376686149538909
Position 50: 0.00010678444211865989
Position 93: 5.7677185200899e-05
Position 188: 3.4418230253584294e-05
Position 112: 2.436658188879342e-05
Position 248: 1.7026724115769834e-05
Position 178: 1.27608839798041e-05
Position 311: 1.2478377431227195e-05
Position 326: 6.17757333102854e-06
Position 30: 4.651099579042851e-06
Position 405: 4.193659425425074e-06
Position 83: 1.0860476607341344e-06
Position 73: 6.432182993734616e-07
Position 118: 6.275361144984067e-12

Sorted 3' Splice Sites (High to Low Probability):
Position 676: 0.9480144480563274
Position 442: 0.8285546652178609
Position 1687: 0.7786465807128369
Position 1201: 0.7222999333761967
Position 1233: 0.2575350648683694
Position 1718: 0.17517306739360014
Position 1006: 0.11649129047740073
Position 994: 0.07117398655196994
Position 688: 0.01454823018579571
Position 2025: 0.010237830404815854
Position 620: 0.00826123432709576
Position 1218: 0.005512812159892267
Position 1537: 0.0029721612800776417
Position 259: 0.002847149212138415
Position 574: 0.002056441270859839
Position 2163: 0.0017350208471153795
Position 239: 0.0014687342007136015
Position 144: 0.0009460556686087297
Position 1031: 0.0008551560568873638
Position 1721: 0.0006071821599178193
Position 1287: 0.0004855093468337098
Position 1058: 0.00046524698612285985
Position 1871: 0.0004582574477427188
Position 1404: 0.00041793041556621583
Position 319: 0.0004050517487229601
Position 773: 0.0003981967180756647
Position 311: 0.0001847189370311631
Position 107: 0.00016857286981752825
Position 339: 8.680905484585831e-05
Position 599: 5.6406266285959315e-05
Position 2151: 4.555873166565832e-05
Position 111: 5.1876311110422474e-06
Position 485: 1.725584568720193e-08
