Gene = Mfap1
index = 1278
Annotated 5SS: [ 187 1170]
Annotated 3SS: [ 247 1231]
SMsplice 5SS: [ 187 1170]
SMsplice 3SS: [ 247 1231]
top_k =  100
Partition function (log Z): 1.7429925562105717

Sorted 5' Splice Sites (High to Low Probability):
Position 1170: 0.98685897789497
Position 187: 0.9480168818167758
Position 1473: 0.013680345662697478
Position 1163: 0.010256677497140368
Position 1676: 0.009345195389111112
Position 1482: 0.0029155819898139305
Position 455: 0.0008630593877774995
Position 1174: 0.0008589479044782772
Position 545: 0.0007753627712953389
Position 1669: 0.00025870691150449996
Position 293: 0.0002566618986864271
Position 1680: 0.00023711141404772173
Position 828: 0.00022275559519830657
Position 772: 0.0001885380249391806
Position 1317: 0.00016248991586460712
Position 1718: 0.0001483165470732477
Position 1102: 0.00010868664307692377
Position 1364: 0.00010530376245985268
Position 1346: 0.00010502246625635918
Position 268: 7.868845302838659e-05
Position 1664: 4.835579453970603e-05
Position 274: 3.082885863409796e-05
Position 248: 2.036549649880723e-05
Position 1514: 1.581865947900131e-06
Position 1378: 9.218369483918087e-07
Position 484: 5.293253146848153e-07
Position 1375: 2.436158859373273e-07
Position 1127: 1.5497949916345463e-07
Position 1075: 2.888958959539125e-08
Position 523: 2.1912859810153818e-08
Position 1018: 1.376316299655873e-08
Position 220: 1.2840983594873408e-08
Position 1006: 1.1234767408259251e-08
Position 596: 1.7998438989384956e-10
Position 10: 1.239267469262173e-10
Position 798: 1.1127970455077114e-10
Position 96: 1.364939911398413e-11
Position 85: 2.192019728856712e-12
Position 112: 2.1096999772831447e-12

Sorted 3' Splice Sites (High to Low Probability):
Position 1231: 0.9999126099143267
Position 247: 0.7883482205995878
Position 267: 0.14551824211153203
Position 1527: 0.01529422679215503
Position 1738: 0.009503592825796096
Position 326: 0.005326239971084644
Position 876: 0.0030294246609007427
Position 915: 0.0016576459996254797
Position 365: 0.0011958321494575986
Position 1535: 0.001125239938328658
Position 297: 0.0007275342621134105
Position 1796: 0.0006019543460948532
Position 279: 0.0004954528515464271
Position 506: 0.0004908584751947393
Position 273: 0.00044670639680187044
Position 526: 0.0003318771985024175
Position 894: 0.00030905804337453917
Position 753: 0.0002808562642749782
Position 1699: 0.0002540990888978937
Position 1547: 0.00011924655572245086
Position 421: 0.0001169896295780952
Position 1430: 0.00010318344680325324
Position 817: 9.680401730463309e-05
Position 602: 7.719205832539183e-05
Position 759: 6.877491981449917e-05
Position 756: 6.860895623645692e-05
Position 594: 3.825787496093401e-05
Position 1579: 5.000529244573999e-06
Position 1472: 2.633649107932175e-06
Position 333: 1.3522288497899082e-08
Position 387: 3.2050191988232838e-09
Position 369: 2.403724490781192e-09
Position 96: 6.218604933399187e-11
Position 117: 4.0585758687283575e-11
Position 69: 1.9357402941395276e-11
Position 149: 1.4116485719326063e-11
