Gene = UQCR-C2
index = 1580
Annotated 5SS: [321 599 959]
Annotated 3SS: [ 464  654 1060]
SMsplice 5SS: [321 599 959]
SMsplice 3SS: [ 464  654 1060]
top_k =  100
Partition function (log Z): 4.445770404236867

Sorted 5' Splice Sites (High to Low Probability):
Position 599: 0.9980720408030305
Position 959: 0.9874291824068125
Position 321: 0.7828420235657808
Position 387: 0.05191905075535669
Position 773: 0.04296173430474467
Position 10: 0.032047138743658124
Position 197: 0.0031898845702322425
Position 347: 0.002425792373022702
Position 1303: 0.0016048791683043245
Position 382: 0.0014621478199513696
Position 780: 0.0009080896857304476
Position 224: 0.0008119695050063333
Position 325: 0.000774766144972956
Position 926: 0.0004995183494892248
Position 401: 0.0004476766376689865
Position 995: 0.0003138949326518187
Position 904: 0.00030322156198431765
Position 1901: 0.0002716082558645728
Position 119: 0.0002457592239277194
Position 380: 0.00023021837555530593
Position 33: 0.0001938979644163785
Position 824: 0.00017282378572356348
Position 283: 0.00017099119027325131
Position 425: 0.00014357312535613262
Position 168: 0.00013833326505894062
Position 546: 0.00012043982231197622
Position 112: 9.229911814532954e-05
Position 947: 8.550314470977099e-05
Position 418: 8.004230885221188e-05
Position 591: 6.573469724213026e-05
Position 543: 5.464261203444089e-05
Position 582: 5.174877659362135e-05
Position 1826: 4.641154511521554e-05
Position 525: 4.5057027477303004e-05
Position 929: 4.424594627274797e-05
Position 603: 9.523750093622977e-06
Position 51: 7.74933039658067e-06
Position 158: 2.832998044295349e-06
Position 88: 5.730502057939546e-07
Position 102: 7.943901470676827e-08
Position 573: 3.713325623718951e-08
Position 519: 2.9554834493165917e-08
Position 908: 2.193474267410695e-08
Position 259: 1.3713399684753066e-09

Sorted 3' Splice Sites (High to Low Probability):
Position 654: 0.9986340131518823
Position 1060: 0.9966639395062535
Position 464: 0.8456806313953877
Position 65: 0.022442245056470314
Position 836: 0.020865138601779572
Position 871: 0.007081255797155176
Position 839: 0.005714845839911518
Position 1138: 0.0025172459902998157
Position 108: 0.002088446372694343
Position 102: 0.0015529487304280685
Position 401: 0.0013676735020320499
Position 1366: 0.0007819636337061983
Position 429: 0.0007328041926951812
Position 239: 0.0004694387101087948
Position 292: 0.00043926049503790994
Position 369: 0.0004339043242869505
Position 688: 0.00041887466664021386
Position 1804: 0.00040742314071675446
Position 432: 0.0003283601614265016
Position 1960: 0.00031801980097978825
Position 471: 0.00024980475812457663
Position 1798: 0.00020811255587627358
Position 524: 0.00020082097645161755
Position 262: 0.00018082998847827991
Position 1420: 0.0001317607938913616
Position 375: 7.776508375125716e-05
Position 1390: 7.561904411373439e-05
Position 1087: 6.591167442547409e-05
Position 772: 5.0206499842013225e-05
Position 656: 4.735325838119004e-05
Position 250: 1.7717656733751392e-05
Position 158: 1.757060623714524e-05
Position 151: 1.3615091635540126e-05
Position 135: 5.923266052769519e-06
Position 243: 5.676407841128189e-06
Position 719: 6.416415050269543e-08
Position 253: 5.179380102766941e-09
