Gene = Ndfip
index = 1313
Annotated 5SS: [289]
Annotated 3SS: [5033]
SMsplice 5SS: [289]
SMsplice 3SS: [5033]
top_k =  100
Partition function (log Z): -12.694353951376051

Sorted 5' Splice Sites (High to Low Probability):
Position 289: 0.8620140343282982
Position 3450: 0.4184014284610537
Position 3722: 0.20991121995739392
Position 1344: 0.11683577877470762
Position 1825: 0.11129359023481909
Position 59: 0.027768543662766692
Position 4047: 0.013740238659959984
Position 465: 0.01182448653858998
Position 475: 0.004240129285219367
Position 473: 0.003918481480563218
Position 469: 0.0026729497452858864
Position 631: 0.0019327909531038172
Position 479: 0.0004773391384664742
Position 219: 0.0002687180932277687
Position 349: 0.00011208725104417702
Position 161: 9.727595829793019e-05
Position 462: 9.194964319992949e-05
Position 776: 5.1463187216104115e-05
Position 28: 1.3408518111919613e-06
Position 94: 7.331650890800254e-07
Position 89: 6.67827947768615e-07
Position 150: 2.269428050694581e-07
Position 25: 1.4836265261511252e-07
Position 22: 9.211537751368839e-08
Position 68: 4.336117901420614e-08
Position 36: 1.046719646052461e-08
Position 182: 7.278945715422039e-11
Position 167: 1.0936338112623127e-11

Sorted 3' Splice Sites (High to Low Probability):
Position 5033: 0.6677215312020789
Position 3319: 0.4184014284610537
Position 3520: 0.4083084136568828
Position 3653: 0.06556249255711838
Position 4832: 0.05622301941762832
Position 1400: 0.05528440372341196
Position 354: 0.031810391463902625
Position 529: 0.026622570902723363
Position 1419: 0.023046847711413014
Position 1738: 0.009683119895468025
Position 797: 0.00526899593396238
Position 698: 0.004873805849226714
Position 1693: 0.0035454657008441005
Position 1824: 0.0017997359997354663
Position 1212: 0.0017562942144184054
Position 406: 0.0016043757667680916
Position 1250: 0.0012141589863302173
Position 853: 0.0009106045486688665
Position 828: 0.0007932359584322747
Position 2461: 0.000592073839759809
Position 360: 0.00016459610314531673
Position 1505: 0.00015821924021647277
Position 130: 0.00010830184515606622
Position 503: 9.456718860798033e-05
Position 150: 5.296350574408912e-05
Position 448: 5.242781628094928e-05
Position 94: 7.662351437443691e-07
Position 156: 6.174385855257315e-07
Position 110: 2.0522449337299114e-07
Position 182: 5.1381102666537e-08
Position 280: 3.951587297318872e-08
Position 277: 3.1476700750437444e-08
Position 99: 9.538952702154536e-09
Position 223: 3.815393207086307e-09
Position 240: 2.4157754969242703e-09
