Gene = fal
index = 1699
Annotated 5SS: [ 535 2649 2885 3656]
Annotated 3SS: [2481 2712 2954 3713]
SMsplice 5SS: [ 535 2649 2885 3656 3825]
SMsplice 3SS: [2481 2712 2954 3713 3886]
top_k =  100
Partition function (log Z): 7.108694823188051

Sorted 5' Splice Sites (High to Low Probability):
Position 2885: 0.9999605059954421
Position 2649: 0.9969067685464496
Position 535: 0.874904081741787
Position 3656: 0.6694874227308555
Position 1996: 0.5968083886598614
Position 3825: 0.5886355752200843
Position 2280: 0.39602929285665994
Position 2396: 0.2902992820211141
Position 3473: 0.14640256516233652
Position 2267: 0.09027704635097497
Position 3345: 0.06362913083804089
Position 1733: 0.06051907942971441
Position 2231: 0.050171225565961014
Position 214: 0.042170600561978994
Position 3309: 0.013762633488511788
Position 3632: 0.011559272340138744
Position 1255: 0.008187253536378539
Position 2360: 0.00700686690200184
Position 2243: 0.005831373946290066
Position 3085: 0.0038603638783599446
Position 2299: 0.003530117536836284
Position 546: 0.0035273992084381067
Position 2665: 0.0029429984468955766
Position 917: 0.0020998255516573193
Position 3187: 0.0015010590583294874
Position 4188: 0.0012468177389946852
Position 3582: 0.0009417942311448411
Position 394: 0.0007666477820930197
Position 1482: 0.0007545873628696599
Position 796: 0.0004572890533779736
Position 251: 0.0003953526183790931
Position 209: 0.00020585355031044715
Position 381: 0.00012319168610491575
Position 334: 0.00010726383198589556
Position 28: 7.199227576666769e-05
Position 30: 5.767635340151605e-05
Position 53: 4.436800423819243e-05
Position 73: 4.011715655804672e-05
Position 184: 1.5388745138498435e-05
Position 2860: 1.4258620230714515e-05
Position 2864: 1.1904772051492385e-05
Position 3049: 9.604794784753288e-06
Position 2896: 9.525568057457772e-06
Position 354: 8.249992522053977e-06
Position 92: 5.056891689058749e-06
Position 2889: 3.0326790446742408e-06
Position 164: 2.9522716042477012e-06
Position 320: 2.7403936930623793e-06
Position 98: 2.103156902686669e-06
Position 3: 1.9482414240808884e-06

Sorted 3' Splice Sites (High to Low Probability):
Position 2712: 0.9987276731762141
Position 2954: 0.9927352578913368
Position 2481: 0.9714648470148873
Position 2048: 0.8523344152686934
Position 3713: 0.7270344915750492
Position 3886: 0.5056081702823632
Position 1301: 0.17177472665936608
Position 1583: 0.12914606222969768
Position 1786: 0.09681151920513377
Position 3543: 0.08922217148200001
Position 1578: 0.08890687896510038
Position 3397: 0.05073756721077676
Position 1337: 0.04786907488310168
Position 3540: 0.046283246307982875
Position 4023: 0.04384255935109673
Position 4140: 0.028448340911878915
Position 868: 0.015701115413392995
Position 1671: 0.01475307751107915
Position 599: 0.014631073644596596
Position 1930: 0.012068820090262177
Position 4079: 0.010736504674744988
Position 2562: 0.006162492935090157
Position 456: 0.005373544595423762
Position 3251: 0.004239401902753575
Position 2499: 0.0038174570066714245
Position 414: 0.0015764037868697131
Position 4259: 0.0012468177389946848
Position 3402: 0.0009010020873444368
Position 2724: 0.0008257853593624668
Position 2390: 0.0007057678151650168
Position 297: 0.000466288397751166
Position 498: 0.00023144781940677913
Position 301: 0.00022619463838016187
Position 146: 0.0001868575853652437
Position 2776: 0.0001750790378119048
Position 2797: 0.00011268512931598214
Position 495: 0.00010898707098661939
Position 377: 7.622931266269591e-05
Position 2731: 3.9811379357174846e-05
