Gene = Uvrag
index = 1590
Annotated 5SS: [ 537 1465 1851 2314]
Annotated 3SS: [ 596 1527 1902 2398]
SMsplice 5SS: [ 537 1465 1851 2314]
SMsplice 3SS: [ 596 1527 1902 2398]
top_k =  100
Partition function (log Z): 3.1456401306218003

Sorted 5' Splice Sites (High to Low Probability):
Position 537: 0.972894841742273
Position 1465: 0.9720237883485032
Position 1851: 0.9141786058683218
Position 2314: 0.7337482157225433
Position 2270: 0.24210459228400938
Position 42: 0.06786414602874975
Position 1705: 0.06762867477058554
Position 2274: 0.006880906561188867
Position 1836: 0.006794627788164019
Position 2268: 0.0035442625104591266
Position 508: 0.003058455400035191
Position 1033: 0.0016587742222108734
Position 460: 0.0012121564764294458
Position 1881: 0.0011976226609992386
Position 813: 0.0007730997555408147
Position 871: 0.0004617941965374124
Position 1788: 0.00022102606050239553
Position 444: 0.00022055563608531017
Position 1830: 0.0001881884135823079
Position 2302: 0.00015966267586341388
Position 36: 0.00014490413449441396
Position 2667: 0.00010698389108492578
Position 448: 0.0001069288695533219
Position 2605: 8.837952735817707e-05
Position 905: 8.398502282077293e-05
Position 2008: 7.902582230672443e-05
Position 393: 7.627860864664838e-05
Position 2621: 5.683311369173723e-05
Position 4: 5.5394550935188616e-05
Position 2642: 4.954707919540153e-05
Position 407: 4.907253543062832e-05
Position 90: 4.1484234695409663e-05
Position 2649: 3.9234701143520167e-05
Position 64: 3.778232752821895e-05
Position 189: 2.3409332335399715e-05
Position 1746: 1.2470494387329272e-05
Position 57: 1.2024958689857196e-05
Position 93: 1.3228436822353965e-06
Position 70: 1.011013244147347e-06
Position 1948: 1.877363721163727e-08
Position 2152: 1.4726990513534849e-08
Position 2090: 1.3712564870951197e-08
Position 529: 1.1826411099171534e-08
Position 1709: 2.6560791053476605e-09
Position 1738: 4.820084377210951e-13
Position 1781: 3.897355145706512e-13
Position 1721: 3.793055252032969e-13

Sorted 3' Splice Sites (High to Low Probability):
Position 2398: 0.9940990627937348
Position 1527: 0.9762113856607544
Position 1902: 0.8897131896544367
Position 596: 0.709650650889427
Position 599: 0.26433359536044465
Position 1939: 0.076798868780154
Position 93: 0.033312682168259465
Position 99: 0.02840384249357533
Position 1972: 0.012433691906158473
Position 139: 0.0057575291334263515
Position 1775: 0.00106555535508762
Position 564: 0.001005564442145768
Position 1984: 0.0008739106774735377
Position 620: 0.0005075661309307467
Position 2082: 0.00046177759329097355
Position 2427: 0.000456632077540812
Position 875: 0.00038131896113170944
Position 924: 0.00037865014216842413
Position 1750: 0.0003331527437339587
Position 2338: 0.0002635518265441858
Position 1743: 0.0002613079655795042
Position 2695: 0.00019593762654559755
Position 1808: 0.00018491220557548523
Position 2544: 0.00015186359411519207
Position 2748: 0.00011069263867902445
Position 2114: 0.0001004757650791474
Position 236: 8.556867556507993e-05
Position 152: 6.473714693320813e-05
Position 459: 5.9262691857297855e-05
Position 1804: 5.15290509659231e-05
Position 64: 3.984113613583353e-05
Position 387: 2.680698793558738e-05
Position 336: 2.0669963556710208e-05
Position 444: 2.0402335354849154e-05
Position 2704: 1.909729477259902e-05
Position 2760: 1.5250752476540867e-05
Position 359: 1.496273772207554e-05
Position 375: 4.415976208494348e-06
Position 202: 3.848118269946928e-06
Position 366: 3.4034779296249367e-06
Position 1584: 2.868242563759282e-06
Position 1948: 5.4449871777723824e-08
Position 1638: 4.4256630290500833e-08
