Gene = qtc
index = 1851
Annotated 5SS: [ 176 2396 6435 7413 7580 8405]
Annotated 3SS: [1925 6054 6493 7480 8311 9281]
SMsplice 5SS: [ 176 2539 6435 7413 7580 8405 8688]
SMsplice 3SS: [1925 6054 6493 7480 8311 8511 9281]
top_k =  100
Partition function (log Z): 10.56592043046972

Sorted 5' Splice Sites (High to Low Probability):
Position 7413: 0.9989066362782143
Position 6435: 0.9945049553651639
Position 7580: 0.9042989210369977
Position 8405: 0.812882399688097
Position 176: 0.6874179523696736
Position 8688: 0.6712274351906267
Position 2539: 0.6435684560383317
Position 9485: 0.48859615768163783
Position 2396: 0.357718816878159
Position 504: 0.2316312482019225
Position 1798: 0.17918995403754573
Position 8998: 0.12724926613039858
Position 7741: 0.06154613527515687
Position 8400: 0.056078063971630766
Position 4461: 0.05124108488766636
Position 1007: 0.0444800434944648
Position 8693: 0.033414571493197126
Position 1097: 0.02014327153483626
Position 6527: 0.016609278470410972
Position 325: 0.013738780056875679
Position 403: 0.011857634068103822
Position 8833: 0.01171549268639141
Position 365: 0.009617774803880536
Position 8780: 0.006811971245123733
Position 9778: 0.0065388826077385585
Position 411: 0.005529562763680569
Position 998: 0.005431872277137741
Position 7756: 0.005115286932106829
Position 9496: 0.004901374826905223
Position 9110: 0.00408991568776095
Position 2354: 0.002978223009225675
Position 8409: 0.002549628407416833
Position 1591: 0.0021167976958582284
Position 8214: 0.0018791736161043707
Position 8096: 0.0017836976576905972
Position 9490: 0.0017733532206312404
Position 1027: 0.0013240623876107623
Position 214: 0.0010699707529240206
Position 428: 0.0010013013931456666
Position 444: 0.000980616956808119
Position 369: 0.0009195211924572675
Position 193: 0.0008810517588413799
Position 585: 0.000702694160955692
Position 48: 0.0005764527289889766
Position 311: 0.0005162058400845337
Position 723: 0.00046555599552587667
Position 6561: 0.0002853505176328918
Position 57: 0.00028255160922176177
Position 3186: 0.00014791420889654863
Position 7238: 0.00011359808450002092
Position 7118: 5.4265083869354254e-05
Position 162: 5.185406132645577e-05
Position 7060: 4.0709578259890756e-05
Position 6765: 4.0287736061064925e-05
Position 7355: 3.3703988861321826e-05
Position 508: 3.302137630078662e-05
Position 7564: 3.0403765189139553e-05
Position 8191: 2.8953811025872825e-05
Position 7285: 2.8153179727877837e-05
Position 7197: 2.4136966956388797e-05
Position 7367: 2.380791173002462e-05
Position 7745: 2.274216852492386e-05
Position 8076: 1.801561487823915e-05
Position 6690: 1.725271721223405e-05
Position 473: 8.283707353185394e-06
Position 2896: 5.918127497979925e-06
Position 7041: 5.077045913769956e-06
Position 7626: 4.129602529211764e-06
Position 7883: 2.362087031581585e-06
Position 7616: 1.6232242498299751e-06
Position 5706: 1.1639228934518096e-06
Position 3789: 7.674042051016359e-07
Position 84: 1.373043085216412e-07
Position 65: 1.194906645162916e-07
Position 51: 1.1662905030453043e-07
Position 141: 6.565941158039083e-08
Position 91: 7.523066176718282e-09
Position 317: 2.758021616331944e-12
Position 256: 2.6942687220837615e-12

Sorted 3' Splice Sites (High to Low Probability):
Position 1925: 0.9999972387844887
Position 6493: 0.9994646171323287
Position 7480: 0.9983615004261431
Position 9281: 0.9925598193134529
Position 8311: 0.8852657543454555
Position 6054: 0.6833428474358854
Position 8511: 0.3715140126991045
Position 5479: 0.3111632718521724
Position 9537: 0.2734410676331575
Position 8488: 0.2022789901766271
Position 9604: 0.11675626889505264
Position 1391: 0.09802738580203164
Position 9671: 0.08481145184491612
Position 8953: 0.0806609523172875
Position 8531: 0.06109970667929365
Position 577: 0.058062434088373194
Position 227: 0.057804007140296786
Position 4348: 0.04465229336872443
Position 8817: 0.032480540200995944
Position 7661: 0.027071813592401146
Position 8136: 0.026707572879770634
Position 9849: 0.02059074777616476
Position 6590: 0.017063388260410414
Position 7936: 0.0051950965958561515
Position 3672: 0.004946039255357719
Position 9899: 0.004796454225207315
Position 8784: 0.004006179304210397
Position 8870: 0.003975669400971184
Position 8209: 0.0032736077566696336
Position 2409: 0.002936231431454097
Position 642: 0.0024655986157249804
Position 7678: 0.0023069535820750336
Position 4048: 0.0016435196677892926
Position 9840: 0.001413777962414819
Position 361: 0.001401921670837802
Position 2499: 0.00135242221893113
Position 596: 0.0012486165242573339
Position 7900: 0.0012348603688544064
Position 8225: 0.0011310392347232722
Position 522: 0.0009582049128003683
Position 8178: 0.0008162730428070519
Position 6644: 0.00015533055070604171
Position 7652: 9.807399870451117e-05
Position 6511: 7.387880721828988e-05
Position 7498: 6.951751257541422e-05
Position 7455: 6.729867283456332e-05
Position 2965: 4.907048477507121e-05
Position 2878: 3.462736604171282e-05
Position 2601: 1.6743831955505605e-05
Position 2860: 1.2835381521815027e-05
Position 2885: 9.273556477987186e-06
Position 2796: 7.772622616854135e-06
Position 300: 1.3817190082310854e-06
Position 1945: 8.205607165097248e-07
Position 382: 6.586891815721936e-07
Position 206: 2.1332975945441946e-07
Position 2838: 1.8874912064457019e-07
Position 3050: 1.6261921682923488e-07
