Gene = Reps
index = 1419
Annotated 5SS: [ 579 1039 1441 2294 2802 3323]
Annotated 3SS: [ 633 1120 1508 2364 3235 3475]
SMsplice 5SS: [ 579 1039 1441 2294 2802 3323]
SMsplice 3SS: [ 633 1120 1508 2364 3235 3475]
top_k =  100
Partition function (log Z): 18.306294190727193

Sorted 5' Splice Sites (High to Low Probability):
Position 1441: 0.9998928794391304
Position 2294: 0.9991718571572408
Position 579: 0.9582154387276142
Position 3323: 0.8941018353817267
Position 1039: 0.8760562444043032
Position 2802: 0.8589214039887085
Position 4808: 0.19090028914488044
Position 5172: 0.1505001821608994
Position 2638: 0.10929862914971869
Position 4046: 0.07246138522731904
Position 989: 0.06501421837505433
Position 3341: 0.043992549850414814
Position 5368: 0.04356310783018049
Position 1043: 0.012664771411795244
Position 3669: 0.009128467264843317
Position 3687: 0.009124101789914721
Position 4646: 0.007963883280976126
Position 600: 0.006369753577995863
Position 472: 0.005706868800278084
Position 1595: 0.005389675737326006
Position 4092: 0.004978235061100852
Position 4036: 0.004758388538607005
Position 1853: 0.003624656681233311
Position 2078: 0.003446863731629742
Position 3352: 0.0028156599636790045
Position 802: 0.0023608219624011045
Position 570: 0.002336064243254289
Position 4090: 0.0019537084326360274
Position 1599: 0.0012877075105646241
Position 4227: 0.0011398394529184435
Position 1033: 0.001058749656111826
Position 1070: 0.0009698202385610606
Position 1952: 0.0008759036052599723
Position 1242: 0.0008348102721422624
Position 3115: 0.0007479106644521757
Position 419: 0.0006774964251507137
Position 1871: 0.0005154642739089334
Position 393: 0.0004460503047230497
Position 2298: 0.0004244063422134222
Position 1009: 0.000368174934055514
Position 1001: 0.0003507001354881406
Position 513: 0.0003130088527920626
Position 2895: 0.0002880613461840723
Position 175: 0.00024317464672992287
Position 814: 0.00019727891305101715
Position 1605: 0.0001801421454462926
Position 2762: 0.00016860268112192642
Position 3377: 0.00015863228451684085
Position 135: 0.0001583378306507202
Position 943: 0.00010905527939506903
Position 324: 9.951480323693856e-05
Position 2281: 9.300331623405518e-05
Position 153: 9.177356360832812e-05
Position 3320: 8.513798984568469e-05
Position 1288: 8.003695893443143e-05
Position 2242: 7.002643590371476e-05
Position 1627: 5.7732603791542326e-05
Position 583: 4.477287986692978e-05
Position 2315: 4.3931327756066784e-05
Position 2239: 4.214687714867028e-05
Position 1630: 3.881987641521161e-05
Position 884: 3.2387755869173005e-05
Position 112: 3.192815845896978e-05
Position 1006: 2.049158984079006e-05
Position 86: 1.4546695593642826e-05
Position 270: 1.4088583528735512e-05
Position 762: 1.1359792424312662e-05
Position 881: 1.1103676498760697e-05
Position 37: 8.274117798207272e-06
Position 156: 8.22006660975962e-06
Position 47: 7.661531856470449e-06
Position 2125: 5.4396795911386965e-06
Position 1337: 5.428645363544424e-06
Position 130: 4.127220006050761e-06
Position 114: 2.5805865676961696e-06
Position 122: 2.1999486486547727e-06
Position 2471: 7.513479262440331e-07
Position 1445: 2.4638241796503633e-07
Position 2091: 1.7524140766218608e-07
Position 1726: 1.3690493453122901e-07
Position 1416: 5.2545292606247916e-08
Position 1460: 9.71796643062084e-09
Position 1397: 5.831392532571801e-09
Position 1372: 2.9529596222802516e-09
Position 1387: 6.459995762569025e-10
