Gene = PAPLA1
index = 1352
Annotated 5SS: [  420 22759 22934 23484 23965 24797]
Annotated 3SS: [18859 22818 23006 23545 24020 24864]
SMsplice 5SS: [  420  1378  1636 22759 22934 23484 23965 24797]
SMsplice 3SS: [  588  1438 22464 22818 23006 23545 24020 24864]
top_k =  100
Partition function (log Z): -15.369575006009859

Sorted 5' Splice Sites (High to Low Probability):
Position 420: 0.9886945949187674
Position 1378: 0.9377294962360921
Position 1636: 0.5147533223029905
Position 1640: 0.48521477139988384
Position 1344: 0.05946830946631513
Position 424: 0.007627336227205273
Position 434: 0.003641884275887226
Position 1179: 0.001393063376265481
Position 97: 0.0008047218018089173
Position 1108: 0.0004992660904523954
Position 116: 4.173862836991042e-05
Position 76: 3.556903274597942e-05
Position 438: 1.7945471448122727e-05
Position 103: 1.6334194637218296e-05
Position 3: 1.0233935080077498e-05
Position 5147: 9.822127759349602e-06
Position 2493: 8.377948920768803e-06
Position 101: 4.955935528563984e-06
Position 66: 2.2608428874780174e-06
Position 609: 1.777659574252885e-06
Position 94: 1.3600026837399593e-06
Position 170: 1.1918345548665464e-06
Position 208: 7.130849757696335e-07
Position 114: 5.618436122505842e-07
Position 4652: 1.2161128891523128e-07
Position 225: 8.724916336735677e-09
Position 855: 5.480704393858756e-09
Position 242: 2.662602678689058e-09
Position 2742: 1.2432703696610385e-09
Position 442: 3.2565936551464755e-11
Position 458: 2.3858389590277878e-11
Position 2352: 1.0722801216763125e-11
Position 428: 6.409291265914902e-12

Sorted 3' Splice Sites (High to Low Probability):
Position 18859: 0.99981464209724
Position 1438: 0.987821609986344
Position 588: 0.45860978342362446
Position 943: 0.1593971240405923
Position 877: 0.14550259081277234
Position 828: 0.052272702724602105
Position 1230: 0.04776931420953713
Position 777: 0.040633455519231074
Position 761: 0.022894478303624056
Position 1303: 0.0212727044825435
Position 968: 0.014857279445561797
Position 894: 0.013042291107775474
Position 1500: 0.012154813603719184
Position 780: 0.007792380259551496
Position 974: 0.006391556275722783
Position 654: 0.0031376183804070435
Position 789: 0.0026207876227521375
Position 698: 0.002336267977766892
Position 174: 0.0005570820959543987
Position 1213: 0.0003558054983313027
Position 1167: 0.00020335844352467657
Position 186: 0.000187333771806737
Position 10416: 0.0001711463429445783
Position 170: 5.851604022397568e-05
Position 262: 5.484328725465377e-05
Position 135: 1.8401240917175487e-05
Position 192: 1.4611271780881147e-05
Position 8882: 1.3637875089596955e-05
Position 224: 1.1837988986212823e-05
Position 5030: 5.758455850954223e-06
Position 4998: 3.196160830935108e-06
Position 1235: 1.1463171236351154e-06
Position 4912: 1.1371300804362172e-06
Position 5603: 1.505052027786285e-07
Position 4149: 1.1806369792943314e-07
Position 5337: 9.367767162028454e-08
Position 1488: 8.08725047686209e-08
Position 340: 2.1504395887444117e-08
Position 216: 1.656310968783455e-08
Position 3816: 1.550689884348028e-08
Position 495: 1.1981277118583147e-08
Position 334: 1.042679978436744e-08
Position 2828: 5.672790110239638e-09
Position 1696: 4.503821835905949e-09
Position 2768: 2.1525417771586157e-09
Position 2618: 1.509862354682887e-09
Position 2439: 8.861776460093013e-10
Position 568: 7.629470275096906e-10
Position 2587: 7.238866047467719e-10
Position 291: 3.403083713874851e-10
Position 383: 2.6319879161344114e-10
Position 66: 1.2614511244486784e-10
Position 2385: 1.077152216347574e-10
Position 2208: 8.096963124840918e-11
Position 595: 8.795748242223647e-12
