Gene = Drep4
index = 1138
Annotated 5SS: [293 768]
Annotated 3SS: [643 821]
SMsplice 5SS: [293 768]
SMsplice 3SS: [643 821]
top_k =  100
Partition function (log Z): -2.502817437329221

Sorted 5' Splice Sites (High to Low Probability):
Position 768: 0.9992470264966815
Position 293: 0.9283490514068243
Position 1325: 0.24248760009133336
Position 1814: 0.23382957401696133
Position 1574: 0.1276874282690415
Position 2018: 0.03986983048041783
Position 2028: 0.022766484005140277
Position 448: 0.011371326128615562
Position 152: 0.009643448346175506
Position 381: 0.009333400213905971
Position 1395: 0.0073403321975303824
Position 206: 0.005465903236882576
Position 476: 0.0032096712295976533
Position 585: 0.003183485421832304
Position 1160: 0.0018649644029036508
Position 419: 0.0014184165916457554
Position 183: 0.0007190287737496251
Position 536: 0.000668967171244729
Position 1818: 0.0006605184105034237
Position 471: 0.0005592870839827422
Position 872: 0.0004957588521231853
Position 937: 0.000446459316441071
Position 1132: 0.0003924250359282582
Position 1336: 0.00032945136182993486
Position 1203: 0.00012317078535547556
Position 1080: 7.938125362670826e-05
Position 286: 7.303821808095983e-05
Position 353: 7.283073124393263e-05
Position 423: 6.121008151619393e-05
Position 1015: 5.41307737358554e-05
Position 324: 5.005876842352268e-05
Position 1082: 4.4013118606453496e-05
Position 1183: 2.0906267816112057e-05
Position 755: 8.798809380767213e-06
Position 140: 6.841801497250449e-06
Position 28: 6.62747679476884e-06
Position 195: 4.800917523494332e-09
Position 739: 4.565108025476708e-09
Position 82: 1.2353827732000362e-09
Position 368: 4.0986099554053927e-10

Sorted 3' Splice Sites (High to Low Probability):
Position 821: 0.9254725557343255
Position 643: 0.7089160280197214
Position 356: 0.24840260314392132
Position 1498: 0.23189699636536532
Position 1925: 0.18908547480146926
Position 2080: 0.07921157084898622
Position 1666: 0.07564710253030914
Position 1649: 0.042608539538856356
Position 904: 0.03884338880981547
Position 2132: 0.037116690536941804
Position 871: 0.019806024518872683
Position 1679: 0.010422766658200097
Position 1411: 0.008922548435075141
Position 2524: 0.00824603420667147
Position 448: 0.00598182006756679
Position 844: 0.004484904819317528
Position 1702: 0.003764730191878712
Position 205: 0.003403285086730863
Position 392: 0.002237778574253904
Position 1588: 0.001628980071232789
Position 551: 0.001235286545260456
Position 529: 0.0008272078885111609
Position 476: 0.0007979773884522904
Position 1631: 0.0007601479002740865
Position 479: 0.0007574789405077828
Position 724: 0.00046572871945790834
Position 606: 0.00021476425893370124
Position 408: 0.00014357018160384157
Position 955: 0.00013443755335172122
Position 1243: 8.838551446066923e-05
Position 531: 8.693233496065048e-05
Position 269: 6.824165507236052e-05
Position 564: 6.01441434651084e-05
Position 1267: 5.5490679730472374e-05
Position 700: 3.7533554464333416e-05
Position 1264: 3.696065318983453e-05
Position 368: 3.5214406902147974e-05
Position 711: 2.0077549291840218e-05
Position 220: 8.928713131219805e-06
Position 99: 5.5598481134870745e-06
Position 102: 4.7410457005931523e-07
Position 123: 1.2278832812041595e-07
Position 171: 1.1260110288808847e-07
Position 274: 8.007552131221645e-08
Position 120: 4.586547324101897e-08
Position 282: 2.953463249038704e-08
Position 134: 2.676125300135138e-08
Position 310: 2.254538593797064e-08
Position 286: 1.4480530419386705e-08
Position 179: 1.240250523322508e-08
Position 228: 1.0613134974706748e-08
Position 330: 9.319124143127968e-09
Position 115: 1.9372648693546498e-09
Position 148: 1.5905191680126475e-09
Position 182: 9.51525123937941e-10
Position 140: 4.955518634201483e-10
Position 245: 1.835704912779891e-10
