Gene = Exn
index = 1158
Annotated 5SS: [  528 13850 15327 21249 22286 22537 23626 23901]
Annotated 3SS: [10545 15222 21000 21310 22346 22603 23695 23964]
SMsplice 5SS: [  528 15327 20867 21249 22286 22537 23626 23901]
SMsplice 3SS: [15222 20488 21000 21310 22346 22603 23695 23964]
top_k =  100
Partition function (log Z): 19.90023819644223

Sorted 5' Splice Sites (High to Low Probability):
Position 22286: 0.9994437651917539
Position 23901: 0.9989427504877195
Position 23626: 0.9985496533054496
Position 528: 0.9953295313829161
Position 15327: 0.9916601140453569
Position 21249: 0.9845945063131268
Position 22537: 0.9787569335230376
Position 20867: 0.37407530382677984
Position 20851: 0.2485754772811283
Position 20863: 0.17691908278252635
Position 10726: 0.0368471626198291
Position 22541: 0.01956136104696345
Position 16549: 0.013490230120147412
Position 24239: 0.01113589954282719
Position 22916: 0.0075637644291235975
Position 23173: 0.0068923325442901895
Position 326: 0.004025836370696261
Position 24125: 0.003593825756201063
Position 23180: 0.0027166076793719873
Position 24218: 0.0008867120623706017
Position 23630: 0.000799574677656548
Position 69: 0.0006446322463740477
Position 23474: 0.0005642414729537853
Position 24260: 0.00044876100879023893
Position 22290: 0.0003039069865924864
Position 23807: 0.00029660274596968205
Position 24202: 0.00022745069664704753
Position 22560: 0.00022712970982605765
Position 24285: 0.00020381770977376604
Position 24004: 0.00019404749558046716
Position 24185: 0.00017372097739351534
Position 22515: 0.0001341246344354603
Position 23916: 0.00011549900028103099
Position 24243: 0.00010186501383831653
Position 23922: 9.067172751127507e-05
Position 22480: 8.348426072813506e-05
Position 22460: 7.416586243172141e-05
Position 24000: 7.312071996213898e-05
Position 22489: 7.010299465453299e-05
Position 23905: 6.927555781037159e-05
Position 22434: 5.5676866227820525e-05
Position 15331: 4.451664444064115e-05
Position 22003: 3.7436858184696855e-05
Position 23617: 3.654105169995807e-05
Position 24048: 3.345575965470678e-05
Position 22264: 3.308078291605081e-05
Position 22464: 2.283601919937239e-05
Position 22564: 1.82799137192696e-05
Position 23176: 1.4006072349789592e-05
Position 21377: 1.1617789191581765e-05
Position 22233: 1.0122175594271302e-05
Position 22111: 4.4231380679020615e-06
Position 21385: 3.3719488291276418e-06
Position 21451: 1.7616479547250986e-06
Position 21389: 1.3884407460692269e-06
Position 21642: 8.235485846071868e-07
Position 21771: 7.822317689970376e-07
Position 21438: 6.716814277492527e-07
Position 23870: 4.034835166100353e-07
Position 23810: 2.719808133924014e-07
Position 23830: 1.1350585025299626e-07
Position 23873: 8.670337069987532e-08
Position 22496: 2.44140539886919e-08
Position 23846: 7.331669030889856e-09
Position 23919: 5.445671674795728e-09
Position 23459: 1.909435286940471e-09
Position 23287: 1.775418896823263e-09
Position 23879: 1.6720877500032886e-10
Position 23799: 1.37071494622702e-11
Position 23263: 2.1128068735535625e-17

Sorted 3' Splice Sites (High to Low Probability):
Position 22346: 0.9999729455227918
Position 23964: 0.9991972878228315
Position 22603: 0.9980313209691798
Position 23695: 0.9923900176079865
Position 21000: 0.9738906649023611
Position 15222: 0.9738395140095469
Position 21310: 0.9661172615432704
Position 20488: 0.8075286204781728
Position 10545: 0.03684716261982905
Position 20968: 0.018150578509884982
Position 14607: 0.0178651166802521
Position 24326: 0.015882388277978915
Position 21370: 0.012484774527475291
Position 16417: 0.011598841327925932
Position 23495: 0.005935594532024258
Position 23725: 0.005633582886902862
Position 22986: 0.005317389186645669
Position 21321: 0.003031004498276663
Position 15608: 0.0018913887922214997
Position 23547: 0.0018908005931539246
Position 23728: 0.0016777045518426477
Position 22989: 0.001630977155410349
Position 23474: 0.0014476836683783717
Position 21539: 0.0012901010548763063
Position 23244: 0.0010711623386933538
Position 21417: 0.0009611612026037408
Position 22616: 0.0008293911297331321
Position 21355: 0.00057202340670292
Position 24285: 0.0005224757536843899
Position 24340: 0.0002006463088595567
Position 22969: 0.00017167866029803427
Position 24185: 0.00016880833300087866
Position 24289: 0.0001474460238608938
Position 24295: 0.00012074347242684585
Position 24260: 9.94479666928527e-05
Position 23975: 9.26329628799937e-05
Position 24212: 8.814748350754664e-05
Position 24003: 4.389783800793478e-05
Position 22628: 3.389823562072027e-05
Position 23740: 3.231987443499172e-05
Position 22801: 3.071129607479752e-05
Position 24359: 2.050682993694221e-05
Position 22367: 1.503954653675293e-05
Position 23806: 9.668490823108732e-06
Position 23672: 6.852135548667082e-06
Position 23873: 4.091925272074072e-06
Position 22383: 3.282177684741336e-06
