Gene = bchs
index = 1626
Annotated 5SS: [  119  1467  1767  3603  3849  5230  6310  6947  8199 11627 11787 12767
 13000 13279 13435 13628 13810]
Annotated 3SS: [ 1143  1520  3247  3661  3903  5293  6366  7005  8267 11682 11853 12824
 13071 13332 13492 13694 13907]
SMsplice 5SS: [  119  1467  1767  3603  3849  5230  6310  6947  8199 11627 11787 12767
 13000 13279 13435 13628 13810]
SMsplice 3SS: [ 1143  1520  3247  3661  3903  5293  6366  7005  8267 11682 11853 12824
 13071 13332 13492 13694 13907]
top_k =  100
Partition function (log Z): 70.10735489578673

Sorted 5' Splice Sites (High to Low Probability):
Position 5230: 0.9999454478492007
Position 13000: 0.9997832020478921
Position 13435: 0.9983998589017439
Position 13810: 0.9983473561650407
Position 13279: 0.9977438856520092
Position 12767: 0.997568967506251
Position 11627: 0.9974677937513521
Position 1767: 0.9962655466426412
Position 6947: 0.9954385712615788
Position 8199: 0.9948326332108346
Position 3849: 0.9945280490553076
Position 1467: 0.9908024239297328
Position 11787: 0.9900105930704595
Position 3603: 0.9881654407378885
Position 13628: 0.9850255432189708
Position 6310: 0.9824872543978299
Position 119: 0.7339555181488454
Position 6442: 0.24825933696160188
Position 14100: 0.20673718738911853
Position 1923: 0.12177271140086444
Position 14766: 0.11413488295142282
Position 1083: 0.11407342213306049
Position 3003: 0.10290865863912936
Position 14152: 0.08484988201013897
Position 4665: 0.07346303604696698
Position 5815: 0.07046630417601112
Position 2689: 0.06732309835369107
Position 14127: 0.06602006733898372
Position 5524: 0.058765454578312226
Position 475: 0.05141617478319164
Position 14566: 0.051180595491608256
Position 7127: 0.029604787160901758
Position 7662: 0.028097251269824056
Position 14829: 0.027516137206626795
Position 4739: 0.026259675625602878
Position 757: 0.02594888446411473
Position 388: 0.022958672965542104
Position 2788: 0.022828215078260272
Position 4684: 0.021567512957535555
Position 201: 0.021308934112192233
Position 400: 0.020339690353721757
Position 7217: 0.018881982001775634
Position 3353: 0.016664176401856193
Position 7788: 0.01463665224256663
Position 896: 0.014336366163719718
Position 14023: 0.013599621744930462
Position 12131: 0.013289589336255986
Position 13135: 0.011924077193138911
Position 7850: 0.010319728529353889
Position 922: 0.009695347593299014
Position 1353: 0.00884279136066584
Position 14042: 0.008409753788731156
Position 6314: 0.007884342964987249
Position 444: 0.005960511978252688
Position 2989: 0.0057903849876262395
Position 2488: 0.005267822295131944
Position 8171: 0.005167366789182504
Position 12006: 0.005060334345508793
Position 834: 0.004717975596132301
Position 3607: 0.0043579827064672266
Position 421: 0.002837371853139465
Position 433: 0.002701558385697282
Position 5529: 0.002630900554864984
Position 3778: 0.002522778018178309
Position 2302: 0.0024866413144905386
Position 1946: 0.0024557693117747566
Position 3818: 0.0023414846740842632
Position 3357: 0.0023159095701449778
Position 2328: 0.002243659697404284
Position 396: 0.002208600423348919
Position 5356: 0.002202137834238424
Position 6290: 0.0021961223509622384
Position 2768: 0.002179866405116446
Position 14544: 0.0021272274228620936
Position 904: 0.0020523818745251873
Position 225: 0.0019632310327129033
Position 14017: 0.0019245217872564157
Position 189: 0.0019227968115686526
Position 1927: 0.001838699629060244
Position 719: 0.0017469902808008924
Position 5601: 0.001730441784750166
Position 7131: 0.001729022937766694
Position 1011: 0.0017044234361560683
Position 13789: 0.001290962212549006
Position 4181: 0.0011686305107224734
Position 12758: 0.0010914443356729493
Position 12155: 0.001063430990373016
Position 231: 0.00104890572154806
Position 297: 0.001030727205782739
Position 43: 0.0010192401360554397
Position 929: 0.0008958187699499774
Position 6496: 0.0008319734056745216
Position 6465: 0.0007910700480322844
Position 1803: 0.0007440076155360186
Position 13449: 0.0006822513838530787
Position 4109: 0.0006684672489469087
Position 729: 0.0005907725332294743
Position 594: 0.0005804629436298431
Position 3833: 0.0005605420874757402
Position 152: 0.0005565448321691648
Position 3584: 0.0005515069874464296
Position 4096: 0.0005369299221146981
Position 535: 0.0005057054750459193
Position 14161: 0.0004783771335739179
Position 726: 0.0004468357490206543
Position 14549: 0.0004034160318403966
Position 5526: 0.00040104400132041267
Position 541: 0.00037633892678404175
Position 3587: 0.0003418378473538272
Position 3985: 0.0003199083601118622
Position 158: 0.00031641085714974266
Position 353: 0.00030206105430230013
Position 13624: 0.0002989788367786705
Position 1471: 0.0002902962017870228
Position 15: 0.0002515777536067833
Position 13840: 0.0002470475303472523
Position 14285: 0.00023954077071305498
Position 123: 0.0002330450314564721
Position 515: 0.00019861095751482754
Position 3521: 0.00017120675212140978
Position 267: 0.00016976702880595993
Position 3853: 0.00015395475946985678
Position 403: 0.00011317868902298435
Position 12973: 8.957487114034212e-05
Position 2033: 8.9104375699821e-05
Position 13439: 8.749830328332363e-05
Position 13153: 6.0675224634835436e-05
Position 14061: 5.7857317360345785e-05
Position 13389: 5.359993414983981e-05
Position 14145: 5.3505202492539883e-05
Position 14139: 5.040354505635714e-05
Position 3398: 4.663429432651032e-05
Position 12885: 4.628542349732655e-05
Position 14156: 4.3386181156437935e-05
Position 13004: 3.8824525782474416e-05
Position 13814: 3.811834027778046e-05
Position 5866: 3.490056965090367e-05
Position 3738: 3.392274408687378e-05
Position 1752: 3.386462994820631e-05
Position 5564: 2.698439701797031e-05
Position 13174: 2.6680822211855853e-05
Position 1680: 2.447217075225944e-05
