Gene = Coq3
index = 1085
Annotated 5SS: [ 77 308 901]
Annotated 3SS: [130 367 963]
SMsplice 5SS: [ 77 308 901]
SMsplice 3SS: [130 367 963]
top_k =  100
Partition function (log Z): 9.17199307814202

Sorted 5' Splice Sites (High to Low Probability):
Position 308: 0.9995889745228366
Position 901: 0.998752012002058
Position 77: 0.9717381595042592
Position 726: 0.048482919308800144
Position 69: 0.014618778655184139
Position 65: 0.004890298595919702
Position 519: 0.0014054713652300718
Position 1065: 0.000929223522238064
Position 666: 0.00023675007435948188
Position 815: 0.00020433379002871794
Position 423: 0.00020289902829297683
Position 787: 0.0001564739760276398
Position 465: 0.00013201497581695994
Position 545: 0.00010683967556189326
Position 1085: 8.590146516303116e-05
Position 418: 7.772863019712555e-05
Position 905: 5.650788243065472e-05
Position 29: 4.70344123303016e-05
Position 705: 4.081538859211144e-05
Position 624: 3.329043931970758e-05
Position 603: 3.283579148792179e-05
Position 674: 3.2309872327002616e-05
Position 6: 2.917005574329824e-05
Position 1046: 2.6700729688293236e-05
Position 280: 2.611103533093069e-05
Position 1099: 2.0011469718668846e-05
Position 791: 1.8738514261289022e-05
Position 81: 8.000171523800446e-06
Position 984: 7.369302185835775e-06
Position 257: 6.701879851575743e-06
Position 102: 2.443967534179341e-06
Position 254: 2.7125681316634514e-07
Position 19: 1.384144524122861e-07
Position 33: 1.3157389266799868e-07
Position 13: 4.1846679890104696e-08
Position 337: 2.278285474895013e-09
Position 225: 1.9121737031276927e-09
Position 511: 7.027847154154104e-10
Position 796: 4.753840857107988e-10
Position 693: 4.627966574539024e-10
Position 606: 4.273596240907312e-10
Position 608: 3.599784405432422e-10
Position 803: 3.2808754665823866e-10
Position 831: 3.124654367829437e-10
Position 583: 6.011562557727469e-12
Position 117: 1.6413667364177901e-12
Position 681: 1.152343510145221e-12
Position 197: 8.109111076781928e-13
Position 328: 5.199423829592695e-13

Sorted 3' Splice Sites (High to Low Probability):
Position 963: 0.9988685438169618
Position 367: 0.9950675892858484
Position 130: 0.9892626386687866
Position 787: 0.050693444594876104
Position 382: 0.003000644203987646
Position 1119: 0.0008737290607156657
Position 438: 0.0006971681757228229
Position 178: 0.0005919261516005839
Position 117: 0.0005316886203650971
Position 838: 0.00047778171424420527
Position 184: 0.0004691605746134074
Position 181: 0.00035400055292900525
Position 583: 0.0002234929447809286
Position 811: 0.0001552195852403112
Position 884: 0.00014026529864464839
Position 974: 0.00012847656380826194
Position 1147: 9.844979102197488e-05
Position 672: 6.763188322710063e-05
Position 1124: 6.22575270613588e-05
Position 187: 5.900565969228427e-05
Position 518: 4.5407088118720634e-05
Position 221: 2.841980851005161e-05
Position 1144: 2.6961400537154708e-05
Position 384: 2.337673380666426e-05
Position 413: 1.8993541090319197e-05
Position 417: 1.0525865677990634e-05
Position 1061: 8.62189193050425e-06
Position 994: 5.813597824559845e-06
Position 1043: 2.2622279435678284e-06
Position 1131: 1.9148935007267244e-06
Position 1167: 8.860839556049464e-07
Position 139: 3.859263480570305e-07
Position 225: 2.4259799510362103e-07
Position 69: 1.7336776162873538e-07
Position 105: 1.345735641897746e-07
Position 192: 9.26955636797134e-08
Position 92: 8.339733254957032e-08
