Gene = Msp300
index = 1287
Annotated 5SS: [ 10145  16762  21072  21725  22061  24746  38139  38797  40045  40641
  41014  43909  46422  48006  54341  54658  54973  86841  87405  94584
  95408  97248 101426 102866 103716 104027]
Annotated 3SS: [ 16699  20798  21557  21783  22138  24950  38481  38901  40433  40775
  41125  46115  47853  53370  54444  54711  86729  87239  87464  95101
  96989  98465 102238 103573 103958 104226]
SMsplice 5SS: [   168   2720  21072  21725  22061  24746  38797  40045  40641  41014
  46422  48006  54341  54658  54973  86841  87405  87552  94584  95408
  97248 102866 103716]
SMsplice 3SS: [  1818  20798  21557  21783  22138  38481  38901  40238  40775  46115
  47853  53370  54444  54711  86729  87239  87464  94382  95101  96989
 102238 103585 104226]
top_k =  100
Partition function (log Z): -30.986906308448308

Sorted 5' Splice Sites (High to Low Probability):
Position 2720: 1.0000000000000038
Position 24746: 0.9999981857002936
Position 38797: 0.9999924683665573
Position 54973: 0.9997700878235204
Position 54658: 0.9992238775339161
Position 41014: 0.9991478713188419
Position 21725: 0.9975879726749702
Position 48006: 0.9900705908466242
Position 21072: 0.9866189359352562
Position 40045: 0.9583048852576846
Position 46422: 0.9451422992249763
Position 40641: 0.9225195641987491
Position 54341: 0.8994274034159847
Position 168: 0.6094460634317354
Position 22045: 0.5438878912501863
Position 16762: 0.5232586183232233
Position 2119: 0.49817941076239125
Position 22260: 0.4134851053898538
Position 1673: 0.16303228452828927
Position 43909: 0.14448185107721284
Position 21989: 0.12821655552121142
Position 1200: 0.10018736188284008
Position 47034: 0.052017039743514876
Position 39025: 0.041710629862293
Position 42275: 0.04127666687553254
Position 22011: 0.040701029363797804
Position 46732: 0.04039841777519265
Position 21373: 0.039477029171451156
Position 54002: 0.036478656185138666
Position 46377: 0.03285940337023023
Position 47558: 0.032414158569390575
Position 1589: 0.026591108685743686
Position 842: 0.022567729084857747
Position 40647: 0.019965734527638175
Position 22065: 0.0176668965842481
Position 52349: 0.016310109220090914
Position 1518: 0.016239662201113298
Position 403: 0.015956447075954228
Position 1575: 0.012983652978565878
Position 318: 0.012170482594405027
Position 22216: 0.011760810093159779
Position 51657: 0.009596141864147804
Position 172: 0.009304009558645462
Position 39747: 0.0092272342401986
Position 49297: 0.008923093805161745
Position 631: 0.008207614481434545
Position 21244: 0.007285929960569665
Position 1325: 0.006851661034557138
Position 1671: 0.005871073520636644
Position 21875: 0.0057404333764503315
Position 21909: 0.004677368695752532
Position 21800: 0.00454725092870675
Position 39643: 0.004346680489335356
Position 53561: 0.003930155021335829
Position 39069: 0.003546012762361224
Position 40515: 0.0033145475041879194
Position 21705: 0.0023569423210249058
Position 40652: 0.00091343765979371
Position 39169: 0.0009002785384992918
Position 57755: 0.0008323413718141327
Position 455: 0.0008072596413531753
Position 1007: 0.0007880667695967753
Position 54590: 0.0005814253986809977
Position 55990: 0.0005148880507135565
Position 57231: 0.00048316658883504045
Position 22025: 0.00035486346143485763
Position 21983: 0.0003267746208437403
Position 522: 0.00028620970008275744
Position 146: 0.0002832405931218859
Position 595: 0.00027283141921253363
Position 39188: 0.00026975180065016947
Position 41057: 0.00026061563242065606
Position 41020: 0.0002353595516566312
Position 54662: 0.0001336596397585607
Position 880: 0.00012026515488294783
Position 845: 0.00010558603613272252
Position 813: 8.689403245158302e-05
Position 354: 8.378163571428472e-05
Position 370: 7.70945260013177e-05
Position 660: 7.557975087170081e-05
Position 55289: 5.202278502246628e-05
Position 938: 4.206129650193417e-05
Position 54584: 3.012307963874658e-05
Position 202: 1.542858709839153e-05
Position 685: 1.5057080817678218e-05
Position 36: 1.4160193768963765e-05
Position 803: 1.2465124498838778e-05
Position 55754: 8.00573171976606e-06
Position 26181: 2.5224986520274767e-06
Position 22477: 1.1056795739532413e-06
Position 21612: 1.356324309091351e-07
Position 55083: 8.461803345475649e-09
Position 55205: 8.304100771630974e-09
