Gene = bip1
index = 1629
Annotated 5SS: [ 253  834 2838]
Annotated 3SS: [ 666 2539 3273]
SMsplice 5SS: [ 253  834 2838]
SMsplice 3SS: [ 666 2539 3273]
top_k =  100
Partition function (log Z): 1.0905393559607717

Sorted 5' Splice Sites (High to Low Probability):
Position 253: 0.9870208272114076
Position 2838: 0.9865314753569059
Position 834: 0.9802612718922158
Position 1086: 0.18581270337923256
Position 2493: 0.10823321256693945
Position 2405: 0.07744104198085686
Position 550: 0.04549996582578749
Position 3548: 0.040782580318562675
Position 3477: 0.0339433491345214
Position 1254: 0.03133251859026104
Position 1798: 0.030434550655896373
Position 1867: 0.019905477635670132
Position 1584: 0.015351325838510628
Position 3512: 0.012080235121683323
Position 1258: 0.00849459665496869
Position 3034: 0.005759419659447993
Position 301: 0.005650118690042554
Position 1785: 0.00539316272634803
Position 57: 0.003880945312396626
Position 46: 0.0035139196535873035
Position 3718: 0.0032178417632467773
Position 502: 0.002487834924178574
Position 2887: 0.002423001162949046
Position 362: 0.002308980410463808
Position 2883: 0.001499712860819909
Position 492: 0.0007091270249204996
Position 787: 0.000405353838809629
Position 483: 0.00038346098126178755
Position 30: 0.0003318560860941025
Position 266: 0.00028524230322918845
Position 554: 0.00024088178288165582
Position 838: 0.00014098101627178571
Position 224: 0.00013563679722193705
Position 274: 9.595132085678945e-05
Position 321: 7.955875556411992e-05
Position 447: 5.522835532073659e-05
Position 435: 4.311285405518217e-05
Position 116: 3.933478819238784e-05
Position 865: 2.587868377600773e-05
Position 22: 1.6083647106695463e-05
Position 17: 9.440819839762846e-06
Position 1535: 2.9078083548712043e-06
Position 3: 1.5951444958287789e-06
Position 955: 4.0972281759483624e-07
Position 949: 3.0575378620121185e-07
Position 969: 2.0981588736922012e-07
Position 202: 2.4980047624773402e-08
Position 151: 7.205204892139601e-09
Position 160: 5.75118299383259e-09
Position 244: 3.6721887109334205e-09
Position 165: 1.3845111206925884e-09
Position 246: 2.0218251946381644e-11

Sorted 3' Splice Sites (High to Low Probability):
Position 3273: 0.9830716553099754
Position 2539: 0.8449131782916673
Position 666: 0.8383153591272551
Position 906: 0.5901628563395599
Position 702: 0.11597613267749224
Position 361: 0.05121059272431957
Position 3981: 0.03271567897947379
Position 3840: 0.030586481776012857
Position 3681: 0.02364384912532829
Position 2987: 0.011908520873134888
Position 348: 0.01181019833852693
Position 1173: 0.01039033747637201
Position 123: 0.007274114689098275
Position 2043: 0.005754117605098398
Position 1782: 0.004673937630559598
Position 1021: 0.00452839690918391
Position 1005: 0.004504258391667467
Position 761: 0.004032797365804289
Position 2911: 0.003611020404466079
Position 1157: 0.003438618007805027
Position 3780: 0.0032178417632467756
Position 1303: 0.002407294777304214
Position 722: 0.002155064323035881
Position 3573: 0.0017086664299279047
Position 3639: 0.0017041859360058297
Position 3150: 0.0013879596853326051
Position 582: 0.001219202532112682
Position 1867: 0.0011438217838181742
Position 1406: 0.0011433093013840945
Position 384: 0.0009083333107532769
Position 408: 0.0007290038011313603
Position 3330: 0.0005470964091386345
Position 452: 0.00044440923486941287
Position 366: 0.0002600660825898224
Position 186: 0.0001719467653881059
Position 609: 0.00017160634945171635
Position 300: 0.00014173410787565564
Position 175: 8.343816942886502e-05
Position 160: 7.636111275261571e-05
Position 783: 3.350969696841163e-05
Position 89: 2.951557387886802e-05
Position 389: 2.5904317379987053e-05
Position 606: 1.2567007523192503e-05
Position 92: 1.221715111762013e-05
Position 1216: 5.431885868985058e-06
Position 215: 3.353095574973533e-08
Position 295: 2.2493045003815694e-08
Position 290: 1.639629251474831e-08
Position 74: 4.229298590396994e-09
Position 96: 3.3806142359831475e-09
Position 228: 5.970576530890641e-11
