Gene = SuUR
index = 1532
Annotated 5SS: [ 732 1039 1284]
Annotated 3SS: [ 838 1104 1369]
SMsplice 5SS: [ 732 1039 1284]
SMsplice 3SS: [ 838 1104 1369]
top_k =  100
Partition function (log Z): 1.271967533063528

Sorted 5' Splice Sites (High to Low Probability):
Position 732: 0.9749046227142504
Position 1284: 0.8837357873177345
Position 1006: 0.5014731120953809
Position 1039: 0.49409028320581444
Position 2140: 0.11493099446866688
Position 1288: 0.05108805398929115
Position 305: 0.014432652946160777
Position 1223: 0.013982826716498824
Position 776: 0.011927546801835104
Position 581: 0.008360000351357416
Position 21: 0.008123401114483089
Position 68: 0.0073219539227909435
Position 1689: 0.00653446898781111
Position 292: 0.006003847328953527
Position 707: 0.004853055910603027
Position 2061: 0.004770934325065184
Position 1216: 0.0026590695809510173
Position 725: 0.0016354316704932448
Position 179: 0.0013142236850339573
Position 1460: 0.0012555481232873178
Position 60: 0.0011707695814136161
Position 1275: 0.0010306912191924119
Position 1503: 0.0009162813861089408
Position 709: 0.0009126240328520895
Position 934: 0.0008533584935580944
Position 1306: 0.0007451427912337871
Position 1012: 0.0007023802998146021
Position 345: 0.0006132788752135571
Position 320: 0.0005598118016422093
Position 590: 0.000501345061705391
Position 437: 0.0004924491857371829
Position 669: 0.0004781837841397898
Position 14: 0.00047111179642522245
Position 222: 0.00043822834573094396
Position 918: 0.000371410071164633
Position 266: 0.000306326551179262
Position 12: 0.00030467425120779795
Position 770: 0.00028867859360688663
Position 309: 0.0002570863768815214
Position 1137: 7.16882633365696e-05
Position 225: 4.975882383302705e-05
Position 509: 4.0506069272536514e-05
Position 7: 3.588216867941642e-05
Position 1314: 3.2926354125405896e-05
Position 1033: 2.382217562427722e-05
Position 481: 2.0758273193579202e-05
Position 1027: 2.070613373421614e-05
Position 635: 2.0392168629210476e-05
Position 473: 1.898104519925799e-05
Position 606: 1.509193013466832e-05
Position 406: 1.2344146249344204e-05
Position 1025: 1.1376397405501504e-05
Position 638: 8.154490500304927e-06
Position 416: 7.198786873155427e-06
Position 1333: 3.1877225962779697e-06
Position 167: 2.6691467128419643e-06
Position 518: 2.5630528562597653e-06
Position 908: 6.3335550392440095e-09
Position 139: 1.608386565663504e-10

Sorted 3' Splice Sites (High to Low Probability):
Position 838: 0.9897616452923756
Position 1369: 0.8736062794483936
Position 1104: 0.8621415376786985
Position 1078: 0.13425188602558571
Position 3338: 0.07537463715005359
Position 2825: 0.024764651689778934
Position 399: 0.022786075805369156
Position 2666: 0.02254750370008827
Position 2613: 0.020920119467473155
Position 3243: 0.019631980768570038
Position 127: 0.014478215285481577
Position 1527: 0.013025030169512281
Position 860: 0.00991409925658083
Position 646: 0.007947366825622148
Position 1951: 0.00723888518226104
Position 1569: 0.005383159692805547
Position 2421: 0.004755665197872277
Position 2227: 0.0038716935369065212
Position 4017: 0.003004432888141081
Position 1801: 0.0022732665278846157
Position 3973: 0.002197220590689113
Position 2428: 0.0021681539799513947
Position 1848: 0.0015218981590742376
Position 73: 0.00045127720531872777
Position 1115: 0.0004261294424605958
Position 1204: 0.00036028986970567496
Position 167: 0.00015525751505517167
Position 104: 0.00010518269690862674
Position 706: 8.556847774214443e-05
Position 158: 5.6545712427054824e-05
Position 965: 4.006159833694312e-06
