Gene = Fuca
index = 1172
Annotated 5SS: [ 156 2205 2420 2608 3156 3635]
Annotated 3SS: [ 206 2277 2500 2678 3218 3698]
SMsplice 5SS: [ 156 2205 2420 2612 3156 3635]
SMsplice 3SS: [ 206 2277 2500 2678 3218 3698]
top_k =  100
Partition function (log Z): 12.358151784350204

Sorted 5' Splice Sites (High to Low Probability):
Position 3156: 0.994850381001228
Position 3635: 0.9823294177412341
Position 2420: 0.944057524741941
Position 156: 0.8602271739570398
Position 2205: 0.730237258542673
Position 2612: 0.4885486358507656
Position 2608: 0.4419356165171643
Position 527: 0.30804331112594363
Position 748: 0.07958539097093033
Position 140: 0.06660209788676624
Position 2624: 0.046537190849517636
Position 2129: 0.02450316110769682
Position 2387: 0.016386786495394004
Position 2604: 0.01207641114015756
Position 3800: 0.010538238349906998
Position 2628: 0.010449646271028035
Position 498: 0.009139409176470074
Position 2113: 0.008604677561197729
Position 574: 0.008269473952431642
Position 1398: 0.002778726790058589
Position 2294: 0.0021127068500189
Position 1326: 0.0018496544106775593
Position 163: 0.0014307118884061107
Position 2948: 0.0013808966070507692
Position 430: 0.0010817527340408178
Position 3763: 0.0008580694809535677
Position 2749: 0.00062243350638071
Position 2997: 0.0005980148831167854
Position 2393: 0.0004945368217391048
Position 149: 0.000446206096110892
Position 1113: 0.0002903867029114853
Position 3146: 0.0002420473550167678
Position 3639: 0.00023824676840570312
Position 3351: 0.00020326166560047178
Position 2616: 0.00014725294851433812
Position 190: 0.00010756399935073861
Position 3099: 8.25804193826484e-05
Position 3158: 7.198242781741401e-05
Position 3536: 4.6301476679026196e-05
Position 3599: 4.242934398601078e-05
Position 3803: 2.5783300658283745e-05
Position 550: 1.3772367736268685e-05
Position 21: 1.1647559128276846e-05
Position 480: 8.5002848760122e-06
Position 572: 6.9068259514124384e-06
Position 1463: 3.935473503793684e-06
Position 727: 3.623139890582773e-06
Position 4: 3.2582835106965583e-06
Position 47: 1.8991035550055845e-06
Position 115: 1.8435527913195277e-06
Position 3656: 6.109724428152093e-07
Position 3409: 4.480687303631334e-07
Position 1337: 4.3604843766977477e-07
Position 769: 3.5477696274170127e-07
Position 2583: 2.713154692183286e-07
Position 3475: 2.255494165295176e-07
Position 3607: 1.285125059658878e-07
Position 203: 2.791587910267116e-08
Position 3006: 7.808823484140195e-09
Position 3061: 5.654658162776398e-09
Position 105: 1.098952541798261e-09

Sorted 3' Splice Sites (High to Low Probability):
Position 2277: 0.9964924391506607
Position 2678: 0.9937616565691005
Position 3218: 0.9854809447296338
Position 3698: 0.9802761636619242
Position 2500: 0.9303043042861767
Position 206: 0.6984027349244591
Position 636: 0.182821146147795
Position 1893: 0.1360095285594815
Position 1100: 0.07035288158213805
Position 2518: 0.029505216188609434
Position 242: 0.01359524560515284
Position 3220: 0.010069285636616599
Position 3853: 0.010013242054690733
Position 2797: 0.006159469629752683
Position 2451: 0.0032877517077142425
Position 2342: 0.0021517043894875407
Position 3859: 0.0020489711186366787
Position 3906: 0.0018381355921542868
Position 350: 0.0013869046703481073
Position 3053: 0.0011254331091964474
Position 2312: 0.0010233057921618064
Position 3277: 0.00047705933095758984
Position 579: 0.0004637715237679111
Position 2680: 0.0003963681477667865
Position 597: 0.00028432567581334033
Position 3912: 0.0001798422586496693
Position 565: 0.00014635981846925796
Position 495: 2.1569793492797256e-05
Position 407: 1.5517872215628635e-05
Position 76: 1.4155308008259911e-05
Position 480: 1.1314333705727172e-05
Position 450: 7.142831865996808e-06
Position 306: 4.1836441486013634e-06
Position 419: 3.1726580308077456e-06
Position 498: 5.726805306742213e-09
