Gene = teq
index = 1910
Annotated 5SS: [  187   980  1224  1623  2153  2336 10277 10658 11187 12625 13146 15306
 15768 15981 16823 16983 17178]
Annotated 3SS: [  420  1028  1376  1675  2214  9842 10414 10721 11244 12680 13205 15375
 15824 16041 16889 17093 17238]
SMsplice 5SS: [  980  1224  1623  2153  2297 10658 11187 12625 13146 13993 15306 15768
 15981 16823 16983 17178]
SMsplice 3SS: [ 1028  1376  1675  2214 10414 10721 11244 12680 13205 14048 15375 15824
 16041 16889 17093 17238]
top_k =  100
Partition function (log Z): 20.899413938094746

Sorted 5' Splice Sites (High to Low Probability):
Position 15306: 0.9999999999999951
Position 15768: 0.9990029635791321
Position 16823: 0.9923074728350286
Position 1623: 0.9908209250630375
Position 16983: 0.984709113402738
Position 17178: 0.9715492900858367
Position 15981: 0.9530304876993638
Position 2153: 0.9267571153317739
Position 1224: 0.8327944293751629
Position 980: 0.7091410033980609
Position 2297: 0.48663328874873435
Position 187: 0.40225233292965523
Position 13340: 0.36004222547181514
Position 2343: 0.34213146132660593
Position 2985: 0.19208356261838944
Position 1190: 0.08339692557731467
Position 16224: 0.056965157686745316
Position 2335: 0.041861473185558495
Position 1743: 0.0261313682186488
Position 1482: 0.015355584758622372
Position 15882: 0.012597169378450741
Position 193: 0.011905240779758028
Position 16247: 0.011817713431712529
Position 16498: 0.010556341607012923
Position 16635: 0.008266727701951304
Position 17142: 0.007748037331498784
Position 200: 0.005723163622248729
Position 17033: 0.004538392384795548
Position 1885: 0.004451935345815933
Position 955: 0.0040832612447336564
Position 1491: 0.00394742290830501
Position 688: 0.00316645432600777
Position 16250: 0.0030085169465143627
Position 1194: 0.0028184932487968837
Position 2084: 0.001758550556857226
Position 2013: 0.001692427799153477
Position 2306: 0.0016215323862325101
Position 16960: 0.0014509428701813898
Position 17044: 0.0013277479734036535
Position 65: 0.001051663240067584
Position 84: 0.0009807723409113538
Position 16940: 0.0008670407159909661
Position 2534: 0.0007526043765631881
Position 16987: 0.0007163142844229066
Position 2340: 0.0005708959081674538
Position 15909: 0.000414267689161238
Position 984: 0.00040190531493746205
Position 15772: 0.00039888658346844147
Position 384: 0.0003405679177776718
Position 191: 0.00032869734715820407
Position 2078: 0.0003225313544445254
Position 16096: 0.00026589132050910616
Position 131: 0.00021844944234938754
Position 16799: 0.00018944661114915208
Position 181: 0.0001575778822332311
Position 1784: 0.00015611268581152503
Position 15474: 0.000147035141367248
Position 17316: 0.00012564718841246757
Position 221: 0.0001210730445539834
Position 16975: 7.709237440866863e-05
Position 63: 6.583458746014606e-05
Position 292: 6.543984032243816e-05
Position 16399: 5.534210157837476e-05
Position 15481: 5.453557497382168e-05
Position 17310: 2.2777537588189963e-05
Position 15565: 1.4938822813272098e-05
Position 17314: 1.4787170330928699e-05
Position 15897: 8.98716662672875e-06
Position 1551: 8.650053098117415e-06
Position 15935: 8.345578077416546e-06
Position 16004: 1.9710496899078122e-06
Position 15945: 1.656155657709425e-06
Position 15913: 1.634373605081894e-06
Position 15740: 9.693943876833273e-08
Position 68: 8.842963497481802e-08
Position 147: 5.245084064730521e-08
Position 16469: 2.9474950705060287e-08
Position 15907: 2.60160673487206e-09
Position 17154: 2.1035647756584593e-09
Position 17162: 1.7068137841306743e-10

Sorted 3' Splice Sites (High to Low Probability):
Position 13205: 0.9999999999999968
Position 15375: 0.9999999342895489
Position 16889: 0.9937683547333382
Position 17093: 0.9909923992775731
Position 1675: 0.9854963875278964
Position 17238: 0.9783677254578066
Position 16041: 0.9565989314495633
Position 2214: 0.9357217683889848
Position 15824: 0.9246040726860998
Position 1376: 0.8721160801994894
Position 1028: 0.6595150181689111
Position 420: 0.28545515076487077
Position 14101: 0.2105405340733733
Position 14048: 0.1495016913984414
Position 16718: 0.08214077384102343
Position 15846: 0.07379058175078028
Position 1337: 0.07060277728272114
Position 448: 0.04449810008962222
Position 2441: 0.043388316161587615
Position 2195: 0.03954206180491096
Position 1533: 0.031737692797308585
Position 271: 0.02026489778056841
Position 827: 0.01737274537404846
Position 300: 0.015728520214402533
Position 1427: 0.012944760997355986
Position 2792: 0.012830103076850572
Position 1479: 0.009436123759149035
Position 16095: 0.008270878236201583
Position 680: 0.006893396437519244
Position 2867: 0.0066422069212320875
Position 17062: 0.004751540848660092
Position 357: 0.0038611219772954623
Position 724: 0.0038091985575259436
Position 244: 0.0036413398553371804
Position 2600: 0.0027941923905832632
Position 16731: 0.0027592951143236254
Position 1344: 0.002458807643348217
Position 350: 0.002386645202156809
Position 16070: 0.0019197337634839324
Position 251: 0.0018568870353178825
Position 16747: 0.0017280092234870073
Position 499: 0.001392876755338133
Position 17030: 0.0007936541116380765
Position 278: 0.000784743274993232
Position 17477: 0.0006546983715169073
Position 880: 0.00043453983626255157
Position 893: 0.000385809843512776
Position 436: 0.00037325418271219715
Position 635: 0.00035589984761469167
Position 232: 0.00034509183935564684
Position 452: 0.0002643914330649537
Position 17467: 0.0002548624462447899
Position 648: 0.0002541697646010539
Position 758: 0.000247409776940727
Position 17053: 0.0002351308077557024
Position 15870: 0.00017336203039011033
Position 464: 0.00012461951469819804
Position 17447: 0.0001229300731897091
Position 493: 0.00011376248772245262
Position 17276: 0.00010570838322451626
Position 15935: 0.00010236351384470726
Position 17040: 7.804807984234714e-05
Position 17464: 2.5928377169709127e-05
Position 17296: 2.3886777735165936e-05
