Gene = Pino
index = 1382
Annotated 5SS: [  150   825 11510 12513]
Annotated 3SS: [  607 11436 12262 13009]
SMsplice 5SS: [  150   825 11510 12513]
SMsplice 3SS: [  648 11436 12262 13009]
top_k =  100
Partition function (log Z): -0.6880030269019486

Sorted 5' Splice Sites (High to Low Probability):
Position 12513: 0.9828500881182005
Position 11510: 0.9584591594252998
Position 825: 0.9264775161232581
Position 150: 0.8104870422177969
Position 405: 0.06093754033490596
Position 1788: 0.054177986793888966
Position 2101: 0.04613477859033592
Position 12045: 0.01903512167495506
Position 13390: 0.017633404991151076
Position 11884: 0.010550844133292877
Position 11680: 0.010431616433079547
Position 12499: 0.006741876916558051
Position 13557: 0.004642554813315682
Position 523: 0.003344901253045363
Position 2025: 0.0033201559586380153
Position 154: 0.0031398633680952584
Position 214: 0.0012477763186794716
Position 386: 0.001245618731652691
Position 176: 0.0010752152904800387
Position 13424: 0.000284479605855182
Position 555: 0.00018452296698362445
Position 13943: 0.00016325922946063999
Position 142: 0.0001315434722305545
Position 1105: 7.589064042659974e-05

Sorted 3' Splice Sites (High to Low Probability):
Position 13009: 0.9938251482190251
Position 11436: 0.9700560270963277
Position 12262: 0.897242611539849
Position 648: 0.46005943528840837
Position 645: 0.19088707578725378
Position 551: 0.10045052452473581
Position 11573: 0.09916066592762403
Position 880: 0.027760271723875407
Position 340: 0.01924853679256605
Position 12297: 0.01774877362583197
Position 675: 0.01700514797341127
Position 1219: 0.01624299879401151
Position 1890: 0.014687138282522025
Position 1401: 0.013741777574479945
Position 13445: 0.01274177490279373
Position 917: 0.01098001456732319
Position 607: 0.00963494194868899
Position 1928: 0.006347609551537665
Position 2096: 0.006202320162552827
Position 13621: 0.00609592053323244
Position 11717: 0.004626167913876118
Position 651: 0.004314842167228196
Position 1859: 0.0034366181869172332
Position 13023: 0.0027865487849969735
Position 13471: 0.002739906273326591
Position 318: 0.0023735986558060342
Position 242: 0.002368363638689318
Position 1347: 0.0019067660105452475
Position 12740: 0.0013923947055299753
Position 1822: 0.0013857601389397286
Position 566: 0.0012610128588528104
Position 11796: 0.0007403833603299667
Position 13873: 0.0006039366652836344
Position 13643: 0.0003789010356855277
Position 944: 0.0002419515250316566
Position 885: 0.0002364169753327037
Position 12573: 0.00023603669188074463
Position 974: 0.00022103398452525804
Position 1179: 0.00016541979477658415
Position 14235: 0.0001632592294606397
Position 13053: 0.00015955584571072508
Position 506: 0.00012709894666093174
Position 694: 0.00011074929751428126
Position 621: 0.00010255190441804648
Position 381: 9.921300625297818e-05
Position 12625: 9.439213950603778e-05
Position 1680: 8.098554009916626e-05
Position 923: 7.173002171592721e-05
Position 518: 5.656129058234917e-05
Position 691: 5.380046215129499e-05
Position 378: 4.931992302173904e-05
Position 251: 3.568568114846034e-05
Position 571: 2.4235208625197322e-05
Position 393: 4.482369436133059e-06
Position 419: 3.0673223577681593e-06
Position 221: 1.295029319140445e-06
