Gene = Wbp2
index = 1601
Annotated 5SS: [ 167  633  989 1558 2552]
Annotated 3SS: [ 332  749 1143 2450 2615]
SMsplice 5SS: [ 167  633  989 1558 2357 2552]
SMsplice 3SS: [ 332  749 1143 2066 2450 2615]
top_k =  100
Partition function (log Z): 13.931347531909362

Sorted 5' Splice Sites (High to Low Probability):
Position 1558: 0.9954467102874236
Position 2552: 0.9947190472699079
Position 633: 0.9926558012401221
Position 989: 0.989813692792263
Position 167: 0.9278581042510157
Position 2357: 0.4533053596543253
Position 2364: 0.17348577591765216
Position 2379: 0.1681152045201414
Position 2113: 0.06337742111969596
Position 1384: 0.04063545172236211
Position 1301: 0.026522273904221665
Position 1964: 0.026324149273348866
Position 2314: 0.02468995703129444
Position 2344: 0.020725301938796774
Position 2377: 0.019601185934614598
Position 1361: 0.013708046685392546
Position 407: 0.013401013665755652
Position 1917: 0.013277827027640915
Position 1340: 0.012109415581581361
Position 2173: 0.011891244827039996
Position 164: 0.00961772005173222
Position 25: 0.007729861933114718
Position 231: 0.007709813680800378
Position 1369: 0.007342048881871782
Position 1780: 0.006556088996996968
Position 1398: 0.004291031335373296
Position 1900: 0.0024772235527761952
Position 983: 0.001660037222580178
Position 2176: 0.0012671520847349225
Position 556: 0.001218757045173106
Position 49: 0.0009583794996422538
Position 637: 0.0007253665356093932
Position 685: 0.0005889047751153194
Position 171: 0.0005735574724009053
Position 1208: 0.0003804176118448388
Position 1877: 0.00034082639553465366
Position 1744: 0.00031061029497104055
Position 183: 0.0002730747642181258
Position 55: 0.00024271396256510673
Position 975: 0.00024248302897969277
Position 2783: 0.0002213037645730571
Position 2571: 0.00019999585282416053
Position 374: 0.00018991959744187452
Position 597: 0.00011790305267201252
Position 592: 0.00011134535721304267
Position 117: 0.00010857382569271936
Position 2709: 9.451429485944361e-05
Position 2776: 8.631146707630249e-05
Position 1898: 7.534091437557063e-05
Position 243: 6.238552003784324e-05
Position 222: 5.9136880551952864e-05
Position 583: 5.7881392186152e-05
Position 489: 5.1837221745636174e-05
Position 644: 4.558525097646842e-05
Position 2561: 4.136203510820408e-05
Position 1823: 3.97555936315636e-05
Position 277: 3.709148224745223e-05
Position 2754: 3.098862636911822e-05
Position 1562: 1.8279459608350397e-05
Position 29: 1.563639356971313e-05
Position 2900: 1.4231106884534314e-05
Position 949: 1.2340299143789274e-05
Position 22: 2.466579715916393e-06
Position 993: 8.033772806824368e-07
Position 52: 6.674018860922915e-07
Position 113: 2.4641342474371486e-07
Position 144: 1.0486458145777002e-07
Position 92: 4.840434324141208e-08
Position 245: 2.902911584165803e-08
Position 1004: 5.86008309032057e-09
Position 78: 1.5690024001643942e-16

Sorted 3' Splice Sites (High to Low Probability):
Position 2615: 0.9876226366888257
Position 2450: 0.9828971804175126
Position 749: 0.9657427535868092
Position 332: 0.8955523418526301
Position 2066: 0.795786227335892
Position 1143: 0.5561593428534617
Position 1640: 0.1810802322140537
Position 1221: 0.18096117930848624
Position 1461: 0.15913501982266684
Position 1430: 0.14708700667170613
Position 1164: 0.03727228759276579
Position 347: 0.023025604226799827
Position 701: 0.01937063764241817
Position 474: 0.014883624240948946
Position 449: 0.012783454763296356
Position 2200: 0.010623255119610797
Position 735: 0.009982814802045785
Position 1963: 0.007917112886626792
Position 92: 0.0073952769626657155
Position 1334: 0.006996513528946059
Position 2629: 0.006885205747263886
Position 1698: 0.00547489855588491
Position 1376: 0.003545819063434121
Position 283: 0.0033238397537532394
Position 396: 0.0019001791004262802
Position 522: 0.001765994054015512
Position 378: 0.001669484917906106
Position 1920: 0.0016019563031788966
Position 353: 0.0014712271471623852
Position 760: 0.0014483841141798835
Position 780: 0.0013204198844598192
Position 840: 0.0010436683218944158
Position 1175: 0.0007458678071929621
Position 1358: 0.000583203771372998
Position 271: 0.0003807762190526931
Position 2832: 0.00037068929111200175
Position 482: 0.00036247091982518243
Position 2691: 0.0002873197223783324
Position 2462: 0.000236142707218779
Position 453: 0.0001661507942906368
Position 2829: 0.0001590336145063015
Position 549: 0.00011913277942109499
Position 555: 0.00011888832759885399
Position 263: 9.038866750513845e-05
Position 406: 8.991026667688152e-05
Position 2307: 8.917559189162795e-05
Position 2040: 8.608768943460732e-05
Position 2100: 6.815389754346985e-05
Position 2666: 3.7889575914900644e-05
Position 294: 3.387484696235364e-05
Position 106: 3.2652472466160655e-05
Position 2663: 3.075102943741697e-05
Position 615: 1.4549255343910549e-05
Position 2957: 1.4231106884534314e-05
Position 685: 1.3217056622532994e-05
Position 108: 9.008193701551319e-06
Position 162: 3.766377697689924e-12
