Gene = CG3868
index = 642
Annotated 5SS: [ 157 1465]
Annotated 3SS: [ 636 1760]
SMsplice 5SS: [ 157 1465]
SMsplice 3SS: [ 636 1760]
top_k =  100
Partition function (log Z): 0.49981282363233215

Sorted 5' Splice Sites (High to Low Probability):
Position 1465: 0.9951202811892026
Position 157: 0.8338047735444439
Position 591: 0.14742533216815665
Position 69: 0.12458261478090432
Position 813: 0.04651670008499511
Position 338: 0.020214142848738605
Position 553: 0.018096881624487495
Position 546: 0.0027809288140101434
Position 186: 0.00162515948651284
Position 1469: 0.0013893496594018018
Position 397: 0.0012734641480433122
Position 806: 0.0010319805826291691
Position 277: 0.0009914105047810822
Position 389: 0.0007666329107848026
Position 1665: 0.0006223424421924158
Position 167: 0.0005304143480368956
Position 365: 0.0003558220294871689
Position 1488: 0.00014429153183418268
Position 76: 0.00013280186765004178
Position 1604: 6.278416031174004e-05
Position 1436: 3.708365012941326e-05
Position 1197: 2.965632186519934e-05
Position 427: 2.2778236321069292e-05
Position 742: 1.609202581805006e-05
Position 84: 2.7923130986970935e-06
Position 46: 6.063172710988867e-08
Position 173: 5.829708063052068e-08
Position 7: 3.6547287006626734e-08
Position 111: 9.515133972869776e-13

Sorted 3' Splice Sites (High to Low Probability):
Position 1760: 0.9948647847775584
Position 636: 0.9359896205626947
Position 149: 0.08949748685359413
Position 875: 0.04789891479251068
Position 668: 0.020544643020025316
Position 214: 0.02051859335836804
Position 394: 0.01125359151956181
Position 225: 0.010057201168596874
Position 389: 0.00882453303596655
Position 1311: 0.008617370663744536
Position 276: 0.008612655682995407
Position 312: 0.007870094909791297
Position 647: 0.007653593185803028
Position 324: 0.005225970769659896
Position 358: 0.005127656009969472
Position 650: 0.004414966396499536
Position 1771: 0.0033912687984588128
Position 1097: 0.001506509151906568
Position 551: 0.0011897409418315098
Position 239: 0.001118025367881267
Position 332: 0.0008880023444176873
Position 1552: 0.000687213996455501
Position 656: 0.0006763897837565948
Position 731: 0.0005653626306315983
Position 576: 0.00028382998460994683
Position 1541: 0.00020731298085420132
Position 1816: 3.452503686660248e-05
Position 1709: 3.318703156601863e-05
Position 1921: 2.3617317022986904e-05
Position 73: 3.816976253012088e-09
Position 103: 6.479603995456112e-10
Position 122: 2.1234640547767244e-10
