Gene = aos
index = 1610
Annotated 5SS: [  970 11830 12071]
Annotated 3SS: [11275 11898 12138]
SMsplice 5SS: [  970 11830 12071]
SMsplice 3SS: [11275 11898 12138]
top_k =  100
Partition function (log Z): 5.980460089236443

Sorted 5' Splice Sites (High to Low Probability):
Position 970: 0.9999943764799618
Position 12071: 0.9993194034069077
Position 11830: 0.9991985387284035
Position 11449: 0.16468178539261125
Position 12783: 0.15838839061844917
Position 12935: 0.05337445153265609
Position 12329: 0.04801390548040132
Position 14: 0.041843568573404356
Position 5512: 0.04038842597451577
Position 12759: 0.039764191766265916
Position 12634: 0.009145416746965021
Position 335: 0.00909768138129989
Position 228: 0.0037132895570187244
Position 785: 0.0036388926396844516
Position 13055: 0.0020786049994594986
Position 12280: 0.0020288071895825694
Position 178: 0.0015367789379434013
Position 361: 0.0014094868027987983
Position 169: 0.0008407680078969795
Position 12418: 0.0008362203793552001
Position 820: 0.0005973364096952082
Position 53: 0.000584442599743116
Position 790: 0.0005331005067481092
Position 12352: 0.00037974726135403254
Position 176: 0.00026348279138244953
Position 183: 0.00026052598996618
Position 12075: 0.00021010791128292115
Position 101: 0.00016006525163807911
Position 254: 5.0239935083335014e-05
Position 18: 5.009142128042174e-05
Position 12403: 4.417864115557032e-05
Position 12181: 4.413304600629966e-05
Position 91: 4.2127093164439764e-05
Position 12211: 2.2484171466936058e-05
Position 12479: 1.6280796124778193e-05
Position 12700: 1.0951566412346422e-05
Position 2985: 1.06965721122776e-05
Position 12469: 8.709705543821332e-06
Position 1794: 6.081369668656963e-06
Position 2122: 5.358140376196418e-06
Position 12049: 5.16742463483776e-06
Position 8170: 4.661809467724204e-06
Position 11990: 7.788731368110809e-07
Position 11970: 4.574720760688156e-08
Position 964: 2.9422536770505836e-08
Position 12030: 9.040886664491308e-09
Position 11948: 1.6933084948645348e-10
Position 11974: 3.5226476535507843e-12
Position 11963: 7.390547263811402e-13
Position 12108: 1.61194403739283e-14

Sorted 3' Splice Sites (High to Low Probability):
Position 11898: 0.9998881129381265
Position 11275: 0.999263060511565
Position 12138: 0.9942699718431284
Position 12837: 0.24164717818183787
Position 11515: 0.16462210016239218
Position 5259: 0.03727503225035497
Position 838: 0.02755083253246123
Position 12997: 0.026114843127864204
Position 85: 0.01870471582489459
Position 13006: 0.014729881760252986
Position 12392: 0.012052356642201648
Position 13031: 0.010798161257318774
Position 305: 0.00863077227371221
Position 12408: 0.006770462608172084
Position 5374: 0.003113393724160801
Position 894: 0.0029236638117933066
Position 13165: 0.0027698932615050032
Position 113: 0.002627897349988121
Position 466: 0.0018258597965580597
Position 12412: 0.0013146967455782105
Position 12555: 0.0010008373857848284
Position 13108: 0.000979907671614904
Position 697: 0.0008443181009253884
Position 228: 0.0008222728812589265
Position 543: 0.000685951229653449
Position 12153: 0.0006787032896589433
Position 12963: 0.0005032889359255179
Position 11933: 6.629334419340259e-05
Position 13238: 6.036945355970609e-05
Position 11936: 2.7417435208891554e-05
Position 11959: 1.3327004262622627e-05
Position 1604: 7.518290551252312e-06
Position 2760: 6.217668496861419e-06
Position 8032: 4.661809467724204e-06
Position 1500: 3.890830268347602e-06
Position 1520: 2.2422635318124275e-06
Position 1646: 1.6137460754602903e-06
Position 12159: 7.042632970138092e-07
Position 1988: 6.532832333969296e-07
Position 12234: 5.366915021897877e-07
Position 12244: 1.0863815217089633e-07
Position 12189: 9.744677490930341e-08
