Gene = Scox
index = 1476
Annotated 5SS: [504]
Annotated 3SS: [566]
SMsplice 5SS: [504]
SMsplice 3SS: [566]
top_k =  100
Partition function (log Z): -1.7696915344088895

Sorted 5' Splice Sites (High to Low Probability):
Position 504: 0.997396096072491
Position 105: 0.1717192789018612
Position 76: 0.016414344686989053
Position 134: 0.0032644187937280068
Position 653: 0.0020691884730214393
Position 500: 0.0012668432981709182
Position 508: 0.0011542294458264768
Position 638: 0.0005274342336029425
Position 280: 0.00042361175116895354
Position 321: 0.00026390619955759826
Position 973: 0.00017246220653509205
Position 10: 8.960748402812885e-05
Position 820: 7.476918743023153e-05
Position 624: 4.166575032441169e-05
Position 949: 3.476240525823337e-05
Position 990: 3.325127451987593e-05
Position 859: 2.964669398788438e-05
Position 957: 2.4896536172980946e-05
Position 144: 1.9644855287463083e-05
Position 147: 1.384571398153305e-05
Position 1003: 1.2126337846738926e-05
Position 213: 1.1583143352947894e-05
Position 284: 9.805941097990456e-06
Position 174: 8.042555656415762e-06
Position 357: 4.5541355475263704e-06
Position 491: 2.2814280815168062e-08
Position 695: 9.062360578194145e-09
Position 641: 5.7688837333033085e-09
Position 661: 5.698385031772492e-09
Position 368: 2.753149577946802e-09
Position 488: 2.3838062512002803e-09
Position 415: 1.4279954126287283e-09
Position 266: 9.772387839435207e-10
Position 112: 6.88120718685558e-10

Sorted 3' Splice Sites (High to Low Probability):
Position 566: 0.9987298180783851
Position 194: 0.183435682481845
Position 134: 0.004412732112707741
Position 741: 0.002392809704997851
Position 206: 0.0015304213121248534
Position 379: 0.0008091965087695927
Position 231: 0.0007789204471551197
Position 713: 0.0005238883407445559
Position 228: 0.00047707915889021483
Position 163: 0.0004407194404970486
Position 571: 0.00040688930407612524
Position 590: 0.00018895247835558547
Position 587: 0.00015046641161170463
Position 1053: 0.00013953059001584216
Position 729: 0.00011233098291770685
Position 1059: 0.00010795592287374936
Position 141: 8.486127668915985e-05
Position 887: 7.476918743023126e-05
Position 1012: 5.9658941431214314e-05
Position 410: 4.95002919574831e-05
Position 289: 4.1721504276677005e-05
Position 620: 3.8049847507330985e-05
Position 69: 2.647808259616067e-05
Position 211: 2.4196986272357865e-05
Position 66: 2.2635652796215283e-05
Position 344: 1.221748951652056e-05
Position 357: 6.345515900780007e-06
Position 473: 2.2269735318514026e-06
Position 81: 1.2625792104508419e-08
