Gene = CIAPIN1
index = 1043
Annotated 5SS: [ 222  808 2287]
Annotated 3SS: [ 310  875 2340]
SMsplice 5SS: [222 808]
SMsplice 3SS: [310 875]
top_k =  100
Partition function (log Z): -4.105878183401061

Sorted 5' Splice Sites (High to Low Probability):
Position 808: 0.9789167516681977
Position 222: 0.5722640466646328
Position 241: 0.214110221607347
Position 1766: 0.1866572671666114
Position 1005: 0.18608120653996504
Position 2287: 0.03960793980108486
Position 269: 0.029651206335079876
Position 245: 0.0278045745812573
Position 1466: 0.02643805064075879
Position 829: 0.017202545182789044
Position 1074: 0.015618970307140016
Position 1706: 0.015155102281608998
Position 943: 0.013918941131390514
Position 243: 0.007807867826928726
Position 236: 0.00590235782138983
Position 951: 0.0050430307245556295
Position 247: 0.0013206963134052493
Position 1033: 0.0010941356844390879
Position 226: 0.0006407279550839581
Position 249: 0.00031398219581688504
Position 231: 0.0003001142817113937
Position 203: 0.0001440620105844918
Position 47: 2.7908818668389852e-05
Position 792: 2.180909819782687e-05
Position 21: 1.919908313483632e-05
Position 552: 1.7627425640439074e-07
Position 800: 6.456998047690099e-08
Position 833: 5.7655205984009476e-08
Position 273: 4.503017770923815e-10
Position 254: 2.949691257298012e-12
Position 102: 1.8511795074063065e-12

Sorted 3' Splice Sites (High to Low Probability):
Position 875: 0.9881894030010562
Position 310: 0.8096075455019537
Position 1834: 0.17792759630641525
Position 1519: 0.1046754813687748
Position 2340: 0.08365687572612636
Position 1107: 0.050563925795240876
Position 329: 0.04312475466238739
Position 1129: 0.03596810032325474
Position 1882: 0.0105862433689983
Position 1672: 0.008498273082391683
Position 994: 0.007526647334914705
Position 1324: 0.0058483071595168395
Position 1397: 0.004793922786332282
Position 1193: 0.003912090090746516
Position 1368: 0.0025346346721861874
Position 522: 0.0012088858644020918
Position 360: 0.0011300269041844572
Position 1558: 0.0010648005487972699
Position 280: 0.001014349462366985
Position 446: 0.0009695933137149316
Position 265: 0.0009442693268799876
Position 502: 0.0005505109237327352
Position 570: 0.00036704816489701106
Position 371: 0.00035408215606131223
Position 291: 0.00017809650029728858
Position 597: 0.00015128444153185262
Position 765: 0.0001455744253223024
Position 567: 0.00014471103007889982
Position 456: 9.843124712639216e-05
Position 938: 8.413144236443131e-05
Position 547: 7.339771610678649e-05
Position 269: 5.394729188792701e-05
Position 351: 4.8121213674016884e-05
Position 459: 4.642157353290733e-05
Position 72: 1.919908313483632e-05
Position 950: 2.3308659336844822e-06
