Gene = Muc68D
index = 1292
Annotated 5SS: [26]
Annotated 3SS: [82]
SMsplice 5SS: [26]
SMsplice 3SS: [82]
top_k =  100
Partition function (log Z): -10.585733862683272

Sorted 5' Splice Sites (High to Low Probability):
Position 26: 0.9905129882544141
Position 797: 0.2967508453882897
Position 1313: 0.01675648479357627
Position 1295: 0.009629128354838408
Position 334: 0.00873785531090536
Position 989: 0.008532294630522415
Position 1280: 0.007191584082227635
Position 662: 0.0066408968106030294
Position 607: 0.006471344819737994
Position 22: 0.003411645984825
Position 209: 0.002529194716767446
Position 36: 0.0018868157276276983
Position 977: 0.0018234062764652657
Position 192: 0.0015609684358748796
Position 410: 0.0007584675161182343
Position 30: 0.0006472692072766238
Position 5: 0.0004548118113752069
Position 844: 0.0002217020497311015
Position 275: 8.860910340101097e-05
Position 277: 3.456773132713687e-05
Position 414: 3.1413713469952815e-05
Position 252: 2.942488026107699e-05
Position 49: 2.3878542283421157e-07
Position 69: 4.203714832627769e-08
Position 82: 1.5000619913871335e-08
Position 140: 1.7699637132508377e-09

Sorted 3' Splice Sites (High to Low Probability):
Position 82: 0.984970609099095
Position 1123: 0.06955443655872573
Position 1366: 0.05351894071313254
Position 3073: 0.019315642050771936
Position 2272: 0.015632854297036973
Position 2773: 0.015137018581157373
Position 3274: 0.014423522933777671
Position 862: 0.013677769313031371
Position 1468: 0.013652217351888063
Position 1060: 0.011777150092317747
Position 2074: 0.011313735551287056
Position 2569: 0.01105631152169364
Position 1570: 0.010962113650040269
Position 2971: 0.010614485601788078
Position 2371: 0.009605861539143928
Position 886: 0.008205141651701562
Position 1771: 0.008069969592209637
Position 2872: 0.00766500556114426
Position 1975: 0.007177055151552692
Position 1033: 0.0069115386982081155
Position 1162: 0.006784617941470213
Position 2470: 0.005792552123445811
Position 2173: 0.005419370870709704
Position 516: 0.005395531185997646
Position 865: 0.005212029539104663
Position 875: 0.005045238921948929
Position 410: 0.004827434370493579
Position 270: 0.003468041798927008
Position 1076: 0.003053664813379242
Position 961: 0.003044477714189505
Position 120: 0.002791473096142586
Position 934: 0.002592560277085125
Position 488: 0.0021443674702813767
Position 69: 0.0015796752222478295
Position 709: 0.0012382480969968847
Position 712: 0.0012242164457519917
Position 1135: 0.0010118074654275502
Position 1174: 0.0008337545892570954
Position 86: 1.3746480744566478e-06
Position 88: 1.8465138427458632e-07
Position 132: 1.6440770018152112e-08
