Gene = Elp3
index = 1153
Annotated 5SS: [ 101  405 1327]
Annotated 3SS: [ 162  460 1379]
SMsplice 5SS: [ 101  405 1327]
SMsplice 3SS: [ 162  460 1379]
top_k =  100
Partition function (log Z): 1.8408274711473227

Sorted 5' Splice Sites (High to Low Probability):
Position 405: 0.994713213927976
Position 101: 0.9097838270102491
Position 1327: 0.7974263163926781
Position 105: 0.08676729660667916
Position 717: 0.05414605717300427
Position 625: 0.044692904303487435
Position 1322: 0.028044262634843057
Position 1498: 0.027687275245633382
Position 1909: 0.0067608563698945325
Position 844: 0.006563323499242929
Position 992: 0.006020209787860958
Position 815: 0.003121874633435077
Position 252: 0.0030864016065151848
Position 1295: 0.0016190651405387402
Position 695: 0.0009348483952774916
Position 6: 0.0005105144522541024
Position 1001: 0.0005057651720257326
Position 96: 0.0004892148091716018
Position 707: 0.00031321063071237113
Position 400: 0.0002481135023668567
Position 409: 0.00011980402423331205
Position 279: 7.223255919740775e-05
Position 61: 4.956349322671976e-05
Position 192: 3.075025077058684e-05
Position 50: 2.2127254368881685e-05
Position 110: 1.4441827603180691e-05
Position 1288: 1.1119151546148567e-05
Position 32: 6.357770737895199e-06
Position 55: 5.633336352943551e-06
Position 10: 5.306798478027012e-06
Position 122: 5.212543974002005e-06
Position 304: 3.4618927804886486e-06
Position 318: 4.492390905563554e-07
Position 580: 2.620806136953415e-07
Position 336: 1.630487797376873e-07
Position 565: 3.681310768513074e-08
Position 577: 3.247845330246726e-08
Position 832: 1.2656880316594188e-08
Position 136: 6.410791120321641e-11
Position 165: 8.535493897683265e-13

Sorted 3' Splice Sites (High to Low Probability):
Position 162: 0.9970789771508114
Position 460: 0.9909039052208122
Position 1379: 0.8809797349801276
Position 912: 0.023804936264487202
Position 1576: 0.018531600944603363
Position 1247: 0.01136733517842344
Position 792: 0.008367290376000387
Position 1150: 0.008308199173268752
Position 1975: 0.006695452474541708
Position 1600: 0.004653106806959846
Position 1610: 0.003840626047720741
Position 795: 0.0037603598619287207
Position 1102: 0.003290698306274605
Position 959: 0.0030281716417266723
Position 304: 0.0023989995984423926
Position 863: 0.0017394347608514528
Position 643: 0.0015026040028205297
Position 684: 0.0014470420049922659
Position 344: 0.0007878787753749508
Position 1587: 0.0005451174533618611
Position 55: 0.00024254801041460845
Position 74: 0.00019721341005441047
Position 1978: 0.00018222788834042564
Position 577: 4.3541777828294445e-05
Position 587: 3.4606889878771284e-05
Position 191: 2.3402254073121778e-05
Position 371: 1.0945800229483542e-05
Position 218: 6.7444103309246315e-06
Position 664: 4.1028167723028916e-06
Position 182: 2.3838246913411013e-06
Position 396: 1.4888416363652168e-06
Position 487: 3.140287095007131e-07
Position 221: 2.791922664588171e-07
Position 84: 1.3609570076834163e-07
Position 96: 1.0179026464577108e-07
Position 93: 1.0524279147997244e-08
