Gene = Sgs1
index = 1496
Annotated 5SS: [60]
Annotated 3SS: [124]
SMsplice 5SS: [60]
SMsplice 3SS: [124]
top_k =  100
Partition function (log Z): -10.692596106722952

Sorted 5' Splice Sites (High to Low Probability):
Position 60: 0.9964982565464546
Position 479: 0.0136830712217947
Position 578: 0.0017494114529565399
Position 671: 0.0010789851238477953
Position 24: 0.0007187646965546509
Position 64: 0.000621313383452702
Position 67: 0.00040204547482449636
Position 124: 0.00031415792770655255
Position 326: 0.00017507599987057098
Position 145: 3.130165791650661e-06
Position 179: 7.605713848830856e-07
Position 95: 6.873668268297292e-07
Position 197: 6.447248832264727e-07
Position 260: 4.111038239970789e-07
Position 104: 3.185278428238719e-07
Position 38: 1.3837670568569068e-09
Position 110: 9.065040787068282e-10

Sorted 3' Splice Sites (High to Low Probability):
Position 124: 0.5029527761429088
Position 144: 0.2791019748585052
Position 3645: 0.038449437787652065
Position 3506: 0.03176161201353348
Position 359: 0.025894899243694904
Position 539: 0.017033285830088563
Position 179: 0.01600028882359542
Position 3750: 0.014035696951922394
Position 3657: 0.009786082364275311
Position 3362: 0.009037144849104388
Position 770: 0.0066066971392205725
Position 3122: 0.006223628167428233
Position 3170: 0.005943451449442647
Position 632: 0.003033311871310236
Position 1826: 0.0030065464925618807
Position 1346: 0.0026263715510399448
Position 646: 0.002605684832181282
Position 818: 0.002506429761730822
Position 244: 0.0024519423868639804
Position 1778: 0.0024173267743496387
Position 2018: 0.0023505445858273224
Position 457: 0.0022826139366150353
Position 1538: 0.0018492780651426042
Position 1250: 0.0016373658802230672
Position 1922: 0.0015203324297420255
Position 721: 0.0015035510272628162
Position 1874: 0.0014881573021351153
Position 1298: 0.0014854702643459436
Position 1202: 0.0013922902143935038
Position 1490: 0.001264080004907899
Position 386: 0.0012584309103223909
Position 559: 0.0011976190693733732
Position 794: 0.001080025868553613
Position 1682: 0.0010553901495923038
Position 1058: 0.000999751460281927
Position 110: 0.000962724746787896
Position 1634: 0.0008825740846455006
Position 1394: 0.0008362110564470827
Position 914: 0.0008289643933720086
Position 671: 0.0008260637422197793
Position 962: 0.0008253731868583855
Position 866: 0.0008233836755954629
Position 1586: 0.0007978356299364992
Position 1010: 0.0007617493231762289
Position 272: 0.0007554465611982356
Position 329: 0.0007295023977756757
Position 1154: 0.0007068802796610874
Position 1106: 0.0006628112727447437
Position 1082: 0.0004858594222470363
Position 160: 0.00036510981569216915
Position 104: 0.0001570565297981074
