Gene = SclB
index = 1475
Annotated 5SS: [  35 1384 2607 3454]
Annotated 3SS: [1240 2297 3372 3526]
SMsplice 5SS: [  35 1384 2607 3454]
SMsplice 3SS: [1240 2297 3372 3526]
top_k =  100
Partition function (log Z): 2.0554569380225445

Sorted 5' Splice Sites (High to Low Probability):
Position 3454: 0.994951661024135
Position 1384: 0.993018764734994
Position 2607: 0.7403480248302098
Position 35: 0.5355663586917153
Position 692: 0.5175439987438545
Position 2237: 0.17766376456761748
Position 1167: 0.16608218451761184
Position 476: 0.13088873758897707
Position 1550: 0.03715473867743918
Position 302: 0.016416936820397306
Position 429: 0.010978329881097081
Position 749: 0.010103456281011608
Position 1592: 0.009292126082385803
Position 2012: 0.009184138852034073
Position 701: 0.00628940112730304
Position 774: 0.006173680304541313
Position 3628: 0.0029464072796403463
Position 709: 0.002240436524804
Position 437: 0.0017387251152839811
Position 18: 0.0016934289289708083
Position 1666: 0.001526357955878465
Position 714: 0.0011751159416656198
Position 3633: 0.0010921366172447265
Position 3437: 0.0010908036747228065
Position 42: 0.001052355216203347
Position 554: 0.0010144804913520401
Position 616: 0.0008948116749751607
Position 298: 0.0006454989010057584
Position 578: 0.0004878107904686026
Position 550: 0.0004737185264500467
Position 232: 0.0003759944233990983
Position 622: 0.00030796451248659627
Position 3817: 0.00014063618179445357
Position 410: 0.00012104429470800193
Position 142: 7.096000942288311e-05
Position 56: 2.1790551652701814e-06
Position 3451: 3.663556365206209e-07
Position 178: 2.6846636486390554e-07
Position 211: 2.164538293315593e-07
Position 384: 1.1542775912577524e-07
Position 343: 1.1066526019384206e-07
Position 292: 2.6133800218134813e-08
Position 171: 4.660402373073571e-09

Sorted 3' Splice Sites (High to Low Probability):
Position 1240: 0.9959853207779564
Position 3526: 0.9877687281189294
Position 3372: 0.9616332392802277
Position 2297: 0.5970274094378245
Position 534: 0.32577176235176936
Position 1446: 0.20216911953530242
Position 1922: 0.10603222692184333
Position 879: 0.04321688252078707
Position 2473: 0.02955189485696271
Position 3268: 0.021912025481683223
Position 145: 0.016652500465708202
Position 2504: 0.012907604069826864
Position 569: 0.011745775622802225
Position 1659: 0.010119239183966105
Position 1890: 0.009683351618752532
Position 3691: 0.009000665590185714
Position 82: 0.006011409090116532
Position 316: 0.004198543431646567
Position 1633: 0.003419886704531773
Position 2752: 0.0031361256717076375
Position 496: 0.00313184613224159
Position 3555: 0.002783951883524394
Position 130: 0.0023448300019751965
Position 2304: 0.002111657557663728
Position 674: 0.0018406895848004183
Position 1517: 0.001822066726909917
Position 2850: 0.001620943538134138
Position 1996: 0.0014835011127044108
Position 2924: 0.0012561735387801856
Position 2810: 0.0009662209392131398
Position 2781: 0.0007068281944774272
Position 432: 0.0006713560708701863
Position 1055: 0.0004724422703354203
Position 1452: 0.0004152960079107116
Position 3564: 0.0003460162709915265
Position 907: 0.00021305215407240672
Position 3705: 0.00015927845310656234
Position 3772: 0.00013823639292843596
Position 3871: 0.00011749176388987866
Position 410: 8.19396952043539e-05
Position 3876: 7.255006822112932e-05
Position 3892: 1.757685635500959e-05
Position 1794: 1.2889290345104118e-05
Position 1930: 1.0330584346360717e-05
Position 1766: 7.4011824872553e-06
