Gene = Psn
index = 1391
Annotated 5SS: [ 240  539  843 1120 1394 1565 1877 2245]
Annotated 3SS: [ 298  603  909 1172 1465 1618 2079 2312]
SMsplice 5SS: [ 539  843 1120 1394 1565 1835 2245]
SMsplice 3SS: [ 603  909 1172 1465 1618 2079 2312]
top_k =  100
Partition function (log Z): 10.816427688204957

Sorted 5' Splice Sites (High to Low Probability):
Position 1394: 0.9998468963801929
Position 1565: 0.9896271382235414
Position 2245: 0.8758181099083139
Position 1835: 0.7637397074468008
Position 1120: 0.7507229003823855
Position 539: 0.7499558650282793
Position 843: 0.7385227414122445
Position 31: 0.36977853442450676
Position 1778: 0.19724647123143746
Position 848: 0.0806212058365202
Position 1877: 0.029837885912231545
Position 543: 0.027887164853972173
Position 240: 0.026883711412942803
Position 787: 0.01671586923473591
Position 1105: 0.006245719256007565
Position 1087: 0.003353897368202255
Position 1041: 0.0027260560808048105
Position 1030: 0.002278117373397118
Position 1819: 0.0020154322031115373
Position 2003: 0.001876833451960849
Position 756: 0.0016379293130994314
Position 175: 0.0009740699392075268
Position 75: 0.0007978821866168989
Position 81: 0.0005336910114833442
Position 835: 0.0003921242117448098
Position 692: 0.0003170068045243508
Position 793: 0.00030575281020890475
Position 1846: 0.00018127237468959788
Position 2570: 5.385786896125553e-05
Position 204: 5.122588705582849e-05
Position 61: 4.564816706141472e-05
Position 1398: 3.103476815796208e-05
Position 97: 2.9572178684286535e-05
Position 18: 2.8032552592843834e-05
Position 183: 2.7769112270258636e-05
Position 6: 2.6719503553655343e-05
Position 44: 1.6617302780837746e-05
Position 1369: 1.2257020630374279e-05
Position 748: 7.751459173898305e-06
Position 144: 6.051264370756015e-06
Position 35: 4.176448595149198e-06
Position 437: 1.5765453808299607e-06
Position 1510: 6.320014876792871e-07
Position 2270: 3.558373031109258e-08
Position 2192: 2.4479967369489093e-08
Position 2202: 2.2388475471606982e-08
Position 1004: 1.025320731345947e-08
Position 274: 1.3349785932747555e-12

Sorted 3' Splice Sites (High to Low Probability):
Position 1465: 0.9990120969775211
Position 2079: 0.9802799216462026
Position 1618: 0.9636029278962239
Position 909: 0.8717672878442284
Position 2312: 0.8650483625599735
Position 603: 0.7968972618770884
Position 1172: 0.7846396352001415
Position 144: 0.18801875770980814
Position 328: 0.037463962296469235
Position 394: 0.03159213871607374
Position 1659: 0.025920867402317808
Position 247: 0.024258652263545795
Position 298: 0.021899809136724926
Position 2360: 0.012053867964634804
Position 1984: 0.007004366945393362
Position 78: 0.005638214623958702
Position 662: 0.004542907883442663
Position 269: 0.003157028422555681
Position 2144: 0.002774340519996385
Position 2526: 0.0020495549174639116
Position 1272: 0.0018451781361021732
Position 81: 0.0018068735893775189
Position 1315: 0.0016336770764657908
Position 2042: 0.001505380427054261
Position 1158: 0.0014378251747643625
Position 214: 0.001063688792254675
Position 149: 0.0009665760604344136
Position 1668: 0.0009074902280209098
Position 204: 0.0005670566262904685
Position 846: 0.0005560476540673218
Position 175: 0.0004441833486787571
Position 200: 0.00027814971126794634
Position 444: 0.00017878875351739037
Position 448: 9.77704741606496e-05
Position 262: 8.448548245951681e-05
Position 1490: 7.815143374941108e-05
Position 1697: 5.576029014653858e-05
Position 2674: 5.385786896125554e-05
Position 1797: 9.692909891509259e-08
