Gene = Tfb4
index = 1555
Annotated 5SS: [  61  299  547 1027]
Annotated 3SS: [ 117  350  607 1090]
SMsplice 5SS: [  61  299  547 1027]
SMsplice 3SS: [ 117  350  607 1090]
top_k =  100
Partition function (log Z): 5.309555022580204

Sorted 5' Splice Sites (High to Low Probability):
Position 299: 0.989412172981647
Position 547: 0.9526423126612953
Position 61: 0.9443560154530756
Position 1027: 0.9145501564513633
Position 818: 0.0263949356759367
Position 494: 0.024811914383758744
Position 276: 0.007235438307655884
Position 1160: 0.004169390687512625
Position 808: 0.003864122030553466
Position 688: 0.0035290099597821973
Position 531: 0.002281480085638629
Position 853: 0.0012235526109008292
Position 977: 0.0010607300262331818
Position 676: 0.0009807062924995444
Position 219: 0.0008955001228190614
Position 303: 0.0006141100788109742
Position 771: 0.0004663357437326332
Position 273: 0.00042225427759255447
Position 1031: 0.00034711901326585495
Position 789: 0.0002767967268249331
Position 945: 0.00026724466536982025
Position 439: 0.0002388238346473822
Position 989: 0.0002153538460190581
Position 321: 0.00013739258159802705
Position 408: 0.0001340953631796464
Position 1172: 0.00010615197477691364
Position 500: 4.573756088608628e-05
Position 67: 3.5992705299829096e-05
Position 141: 1.1402224619404486e-06
Position 519: 1.0322515019486426e-06
Position 177: 9.806388035161124e-07
Position 427: 5.514057573660999e-07
Position 397: 4.852993012188204e-07
Position 417: 8.937532352290183e-09
Position 147: 4.4703475222888535e-09
Position 382: 1.1296100095739834e-09
Position 697: 3.0916639477756064e-10

Sorted 3' Splice Sites (High to Low Probability):
Position 350: 0.9896579488500313
Position 607: 0.9688865163220233
Position 117: 0.9409001943331557
Position 1090: 0.9073882497088805
Position 877: 0.039423073794241315
Position 374: 0.007060624141767077
Position 613: 0.005402215599779672
Position 1103: 0.004832697775994697
Position 1229: 0.004413333399458242
Position 1127: 0.002782390663645827
Position 377: 0.0021039165571828974
Position 808: 0.0017965910215278396
Position 170: 0.0014653432955462307
Position 914: 0.00109724952145826
Position 1069: 0.001010212127402937
Position 194: 0.0009882568465001374
Position 724: 0.00035216679403817733
Position 1056: 0.00020569032866214084
Position 185: 0.0001905739258133214
Position 665: 0.0001892019283291598
Position 688: 0.00014338890164979762
Position 637: 0.00010868786327168952
Position 1217: 8.377403816736569e-05
Position 1005: 4.952347184105803e-05
Position 1169: 4.7936924782190695e-05
Position 414: 3.646911487958568e-05
Position 435: 2.891887921084724e-05
Position 1172: 2.8832164803847582e-05
Position 215: 2.812920834458207e-05
Position 251: 1.104528942838506e-05
Position 254: 5.799327866612408e-06
Position 260: 9.864747388911658e-08
