Gene = Tudor-SN
index = 1577
Annotated 5SS: [ 263 2403 4070]
Annotated 3SS: [1561 2633 4466]
SMsplice 5SS: [ 263 2403 2786 4070]
SMsplice 3SS: [1017 2633 2835 4466]
top_k =  100
Partition function (log Z): 0.02347571804145754

Sorted 5' Splice Sites (High to Low Probability):
Position 263: 0.975703407018644
Position 4070: 0.9300688579493535
Position 2786: 0.8802114672583348
Position 2403: 0.8236724680019324
Position 2952: 0.4282979398619227
Position 4650: 0.28084147655123626
Position 4282: 0.22013528141903943
Position 3779: 0.02882125911000338
Position 1330: 0.020935117699884896
Position 1376: 0.017775835676930727
Position 1018: 0.015312701974942706
Position 3066: 0.013152561546180875
Position 1754: 0.011224133106497874
Position 3099: 0.007405688246937008
Position 2096: 0.0058814942502955336
Position 1073: 0.005774207500584517
Position 2460: 0.005126940551349359
Position 1991: 0.004372188822545062
Position 1187: 0.0034107636869155386
Position 2753: 0.0032307985772109054
Position 2762: 0.0031623859519519827
Position 1815: 0.002645514774097325
Position 2756: 0.002615265481520762
Position 553: 0.0024548069568921566
Position 1235: 0.002413999031369074
Position 453: 0.00203594310029837
Position 433: 0.0020356270453914865
Position 5095: 0.0019288364015304926
Position 3089: 0.001885860494338584
Position 507: 0.0018469449614158197
Position 767: 0.0013079396315089028
Position 254: 0.001010106498076757
Position 357: 0.000998006748661286
Position 1746: 0.0005597495378419119
Position 1580: 0.0004642168877431218
Position 771: 0.0003247856669740826
Position 339: 4.324729902164357e-05
Position 696: 3.6376839295950114e-05
Position 427: 3.574772811315458e-05
Position 596: 5.478424667110839e-06
Position 919: 4.082618452109658e-06
Position 457: 1.8496155752433878e-06
Position 267: 1.4490938191328691e-08

Sorted 3' Splice Sites (High to Low Probability):
Position 2633: 0.9940559926325754
Position 4466: 0.9691784515253012
Position 2835: 0.8927974954942131
Position 1017: 0.4471607092542005
Position 4715: 0.24671064235819656
Position 3916: 0.14580331007102593
Position 3127: 0.13679498655698355
Position 1279: 0.13198249377959895
Position 4134: 0.09362653422571571
Position 4171: 0.07554130196692227
Position 2339: 0.07372767715011538
Position 1235: 0.06434225740881618
Position 1561: 0.05637552549192785
Position 3178: 0.04242629125835248
Position 1452: 0.04147134545913285
Position 4115: 0.03741739835102084
Position 3367: 0.02874749609114501
Position 4194: 0.026596648945262633
Position 1511: 0.022049100779318258
Position 3428: 0.019132472434128352
Position 4712: 0.01891373749023082
Position 1210: 0.014992983231222728
Position 5300: 0.011471864743023006
Position 3667: 0.01122541041334922
Position 841: 0.01094866351939323
Position 1469: 0.010843668838958048
Position 3492: 0.010365941019785831
Position 4748: 0.00861918083993228
Position 4491: 0.007528675258592087
Position 1819: 0.007441184706283729
Position 3272: 0.007187969413788874
Position 1134: 0.006916144409306979
Position 1131: 0.00683644696699937
Position 3070: 0.006429603315665564
Position 1394: 0.004657054377498239
Position 3295: 0.004409921135399172
Position 1654: 0.0037956673665513656
Position 3323: 0.003706731210333331
Position 315: 0.002010546634956146
Position 3336: 0.0017631596084304287
Position 3098: 0.0013064624901881206
Position 322: 0.0007930912559080025
Position 884: 0.00025817291406639607
Position 335: 0.00025809616348229197
Position 580: 0.00017032658255472117
Position 638: 0.00011273001283639984
Position 339: 0.0001127285061772396
Position 845: 7.853878871949245e-05
Position 354: 6.093068355318391e-05
Position 406: 1.7611865278636947e-05
