Gene = Kr-h1
index = 1245
Annotated 5SS: [ 9642 11105 12551]
Annotated 3SS: [10391 11189 12634]
SMsplice 5SS: [ 1138 11105 12551]
SMsplice 3SS: [10391 11189 12634]
top_k =  100
Partition function (log Z): -0.7435213597669812

Sorted 5' Splice Sites (High to Low Probability):
Position 11105: 0.9947819008043002
Position 12551: 0.9903500642159675
Position 1138: 0.9835965278211276
Position 1661: 0.5563189050785566
Position 12157: 0.015826254003122216
Position 310: 0.014939429013560589
Position 12909: 0.0034998891653681133
Position 11535: 0.0033121186457463476
Position 13271: 0.0022910662309174844
Position 12822: 0.0014312771072536716
Position 444: 0.0009880222407795088
Position 1510: 0.0007468697243446648
Position 13126: 0.000628601679753186
Position 11277: 0.00043313487357028393
Position 356: 0.0003486431576139859
Position 12411: 0.00033440964238794143
Position 11509: 0.00028824540472591843
Position 12303: 0.0002540912437134435
Position 11315: 0.00023911395249743417
Position 2043: 0.00023371139684939183
Position 706: 1.1976341083403244e-05
Position 317: 1.0918241552525955e-06
Position 11305: 8.831410055898477e-07
Position 2095: 8.653584225755883e-07
Position 226: 7.220551382856418e-07
Position 158: 5.218392501874535e-07
Position 390: 4.053514141534754e-07
Position 147: 3.509620535308986e-07
Position 174: 3.2637325913820104e-07
Position 172: 2.3428317844944375e-07
Position 193: 2.0412818120606219e-07
Position 338: 1.687298048161916e-07
Position 180: 1.397387853889852e-07
Position 11322: 3.1513896761081305e-08
Position 11730: 2.9759999567775157e-08

Sorted 3' Splice Sites (High to Low Probability):
Position 11189: 0.9996591513105398
Position 10391: 0.9947819008043002
Position 12634: 0.9932642890990224
Position 1487: 0.42590632523037736
Position 1585: 0.07306443266831318
Position 1440: 0.04665310844904711
Position 12218: 0.015548558690640542
Position 1208: 0.007297771023891431
Position 13255: 0.0036376714548449164
Position 1464: 0.00344756942276815
Position 13580: 0.0024254215617610406
Position 11925: 0.0013417999448674658
Position 13317: 0.0007193109401420366
Position 11633: 0.0005922938022683027
Position 13340: 0.0005799827591055875
Position 12697: 0.0005176522012641573
Position 365: 0.0002856985818525019
Position 13346: 0.0002582134837239359
Position 13274: 0.00023023398371494616
Position 1736: 0.00013813236339951093
Position 12599: 0.00011463022130412911
Position 743: 7.316273700875793e-05
Position 781: 4.949404110832687e-05
Position 1719: 4.486359756861866e-05
Position 628: 4.2117689001726715e-05
Position 448: 3.7163779085052185e-05
Position 1889: 2.7295782852142566e-05
Position 426: 2.555712101243155e-05
Position 1971: 2.4285292040016385e-05
Position 926: 8.313218631143771e-06
Position 384: 7.981087165729375e-06
Position 855: 6.8228297607116395e-06
Position 459: 6.545619403835689e-06
Position 801: 6.48877894537583e-06
Position 406: 5.896475681028613e-06
Position 389: 5.060069961635172e-06
Position 516: 5.033185737280974e-06
Position 1343: 3.9261531783469955e-06
Position 1018: 3.3683013880160855e-06
Position 635: 3.052828257317386e-06
Position 474: 2.0102088887576514e-06
Position 242: 1.7773247079010439e-06
Position 456: 1.6535426502752316e-06
Position 898: 1.18976310660895e-06
Position 864: 1.0596273397309695e-06
Position 706: 5.025941430541215e-07
Position 552: 3.451751902421415e-07
Position 1125: 3.142656172152467e-07
Position 661: 2.821049340843419e-07
Position 1499: 2.493718005057906e-07
Position 1565: 1.7362634020514533e-07
Position 1332: 7.62585086535845e-08
Position 1625: 1.5635823666122183e-08
Position 2848: 7.177966034156596e-10
