Gene = Usp32
index = 1588
Annotated 5SS: [ 316 2857 3201 3631 4554 5752 6128 6492 8341 8564 8816 9058 9587]
Annotated 3SS: [2621 2923 3401 3693 4619 5824 6183 7693 8396 8627 8871 9118 9649]
SMsplice 5SS: [ 316 2857 3201 3631 4554 5752 6128 6435 8341 8564 8816 9058 9587]
SMsplice 3SS: [2621 2923 3401 3693 4619 5824 6183 6583 8396 8627 8871 9118 9649]
top_k =  100
Partition function (log Z): 46.168279095569254

Sorted 5' Splice Sites (High to Low Probability):
Position 9058: 0.9996420569706624
Position 2857: 0.9994659055042318
Position 3631: 0.9980913893412635
Position 4554: 0.9968179747333188
Position 3201: 0.9941992653766025
Position 6128: 0.9917918639372758
Position 316: 0.9896748834260065
Position 9587: 0.9881300818446461
Position 8341: 0.9880403647807365
Position 5752: 0.9872882641990449
Position 8816: 0.9576468186124403
Position 8564: 0.9418439670471774
Position 6435: 0.5209204025674129
Position 6492: 0.47114415492918776
Position 9994: 0.35119146229746406
Position 6312: 0.31700954246836693
Position 3886: 0.22575871739964556
Position 2495: 0.09539744564434569
Position 4875: 0.07964724332732673
Position 2357: 0.0668458400041938
Position 9342: 0.044888381022110374
Position 65: 0.038096066159797715
Position 2321: 0.028245014498407765
Position 4884: 0.024790362116531142
Position 1497: 0.021192924346606575
Position 5160: 0.011008949708961031
Position 9350: 0.007836489426868005
Position 8279: 0.006903005470889294
Position 5756: 0.005597445781461781
Position 6027: 0.005464123473292748
Position 4752: 0.005094759276291884
Position 2515: 0.004471998832685378
Position 2281: 0.003809660800289978
Position 6053: 0.003257065140041908
Position 2399: 0.0029509275268117235
Position 3234: 0.0025488387843591123
Position 4523: 0.0024735758321004103
Position 9591: 0.002317977922671303
Position 429: 0.0022954927749881887
Position 9881: 0.002085921719432765
Position 10546: 0.0018583235866553405
Position 67: 0.0018583222611155
Position 8814: 0.0017280898224546078
Position 4806: 0.0016585318996024366
Position 3588: 0.0016459705803661435
Position 5721: 0.0010630981916474884
Position 6363: 0.0008585196375177932
Position 8820: 0.0007872451314974941
Position 52: 0.0005753253232746022
Position 6334: 0.000533688305545315
Position 9675: 0.0002934758179044914
Position 6: 0.00028624749694034526
Position 2835: 0.00021546503872346538
Position 9161: 0.00021380894037262117
Position 677: 0.0001869591487844366
Position 5649: 0.00015327050545343868
Position 6101: 0.00013673779672344303
Position 5745: 0.00013239702814037745
Position 3042: 0.00011173535236113776
Position 9581: 0.00010980468256381796
Position 3015: 0.00010959089044453645
Position 9308: 0.00010716805714718576
Position 9584: 0.00010281799866883372
Position 9715: 0.00010144669448755074
Position 5980: 0.00010025584308765113
Position 3158: 8.956662042318283e-05
Position 2982: 8.049060242318037e-05
Position 3635: 4.695480503856846e-05
Position 3180: 3.617241176320607e-05
Position 3126: 3.320634269182701e-05
Position 3113: 2.831624586926546e-05
Position 2991: 2.6202004407656837e-05
Position 3613: 2.5606811056832845e-05
Position 3294: 2.144108529705011e-05
Position 3523: 1.5391383402942033e-05
Position 3056: 7.3521278192820456e-06
Position 371: 6.415850092993283e-06
Position 334: 4.857176105448803e-06
Position 3765: 4.1477079787535765e-06
Position 4106: 3.273785274056423e-06
Position 3777: 3.183323981882961e-06
Position 3831: 9.625633062377139e-07
Position 8982: 9.115605229113991e-07
Position 9176: 7.988708773154016e-07
Position 5679: 5.305774303329688e-07
Position 5229: 4.94226018291565e-07
Position 95: 4.2993533899747624e-07
Position 9166: 2.4470363464731975e-07
Position 4735: 2.356267354291023e-07
Position 9553: 5.913122843305518e-08
Position 98: 4.90823702152367e-08
Position 3124: 3.9444937740693906e-08
Position 3305: 2.8489076476164146e-08
Position 3359: 2.5949380935555396e-08
