Gene = Galt
index = 1180
Annotated 5SS: [363 673 948]
Annotated 3SS: [ 502  741 1024]
SMsplice 5SS: [363 673 948]
SMsplice 3SS: [ 502  741 1024]
top_k =  100
Partition function (log Z): 0.16888740411381725

Sorted 5' Splice Sites (High to Low Probability):
Position 948: 0.9920011516943155
Position 363: 0.9633267113515102
Position 673: 0.93930878515285
Position 1283: 0.013034273247319974
Position 99: 0.008160864107147031
Position 264: 0.003973271108598607
Position 454: 0.0025448864169789753
Position 367: 0.0017546255692475648
Position 966: 0.0016328521659808868
Position 1064: 0.001570415245549966
Position 1578: 0.0011180047856503234
Position 1695: 0.0009487922345815221
Position 246: 0.0007741534780125927
Position 349: 0.0007203925261183948
Position 1237: 0.0006321654240815628
Position 136: 0.0004483034370932289
Position 952: 0.0003623425582116593
Position 1058: 0.0003276231315304644
Position 1421: 0.0003095884902102509
Position 360: 0.00029170826119162915
Position 378: 0.00028476024741637716
Position 440: 0.0002665058718181528
Position 418: 0.0002606122888973539
Position 295: 0.00021106311405747922
Position 1293: 0.00014916354957742213
Position 459: 0.0001481683190858521
Position 284: 0.0001105030586118037
Position 652: 0.00010128181049415089
Position 315: 8.281042086530872e-05
Position 402: 6.961328078291348e-05
Position 16: 6.339778757701396e-05
Position 1640: 6.111754142573263e-05
Position 584: 2.280092293057824e-05
Position 1679: 2.2773853538024558e-05
Position 425: 2.1448619361073854e-05
Position 331: 1.0409610957001207e-05
Position 934: 3.2056155480724906e-07
Position 1571: 2.5834079642177317e-07
Position 1068: 2.1327894980204296e-07
Position 931: 1.7877069319066122e-07
Position 871: 1.6030464348784527e-07
Position 876: 1.388429501771057e-07
Position 917: 9.714528721405323e-08
Position 298: 1.528510462608401e-08
Position 802: 5.065936086991296e-09
Position 805: 2.5231081911399835e-09
Position 837: 2.0497084166792552e-09
Position 937: 1.969782337902049e-09
Position 66: 4.2094749753247024e-11

Sorted 3' Splice Sites (High to Low Probability):
Position 1024: 0.9930821964182212
Position 502: 0.9648708162545888
Position 741: 0.9185309055562686
Position 843: 0.012631376032938027
Position 440: 0.012592507036140788
Position 1374: 0.008906607954655518
Position 777: 0.004821292132595724
Position 1130: 0.004343841250170842
Position 1439: 0.0036558743451023798
Position 172: 0.0028231612506076846
Position 1628: 0.0017350832061277443
Position 550: 0.0010215455490925687
Position 1757: 0.0010115530096268728
Position 847: 0.0010097673697871247
Position 1352: 0.0008396612641491365
Position 1073: 0.000554304177864492
Position 1406: 0.0004892631606604731
Position 263: 0.00038452381898071555
Position 1507: 0.00035204377051838934
Position 1033: 0.00031103607496196827
Position 231: 0.00016853257844796343
Position 193: 0.00014313076178177318
Position 1379: 0.00013244870571272143
Position 759: 0.00010955409129839693
Position 196: 0.0001070383524635819
Position 162: 8.08394042236418e-05
Position 234: 7.307805840872087e-05
Position 1704: 6.111754142573263e-05
Position 709: 5.123928262318188e-05
Position 588: 4.4000435197671126e-05
Position 298: 3.442818944357343e-05
Position 591: 2.0586328927425315e-05
Position 97: 1.99348685674264e-05
Position 202: 1.8348513969092575e-05
Position 917: 1.6247356419957962e-05
Position 504: 1.4007001524931724e-05
Position 922: 1.3790709753591325e-05
Position 240: 1.3420409902672469e-05
Position 349: 1.2473674143648488e-05
Position 402: 8.382487255734206e-06
Position 325: 4.812981035831568e-06
Position 295: 4.04928534687932e-06
Position 594: 3.602451809249983e-06
Position 205: 2.469674656744183e-06
Position 148: 2.001266300123151e-06
Position 331: 1.0144557716451496e-06
Position 1051: 8.20756967454343e-07
Position 145: 5.607748951020372e-09
