Gene = kin17
index = 1739
Annotated 5SS: [1062]
Annotated 3SS: [1133]
SMsplice 5SS: [1062]
SMsplice 3SS: [1133]
top_k =  100
Partition function (log Z): -5.017719553389387

Sorted 5' Splice Sites (High to Low Probability):
Position 1062: 0.9927754475332525
Position 105: 0.009574870411589836
Position 21: 0.007804435514656811
Position 925: 0.003688878153457932
Position 471: 0.0022239964068032033
Position 500: 0.002096287419318209
Position 167: 0.0007823693612490288
Position 1395: 0.0007635700897269946
Position 1053: 0.0005619162675029066
Position 1362: 0.0002759347548741004
Position 996: 0.0002237021150698685
Position 109: 0.0001811161774352118
Position 1365: 0.00012001315859956587
Position 845: 0.00010675693877537148
Position 444: 0.00010460375008342419
Position 179: 9.268856806605339e-05
Position 1287: 7.164016894487478e-05
Position 215: 5.2920208046251255e-05
Position 1245: 5.1629610536952175e-05
Position 1349: 4.5025697738969666e-05
Position 1267: 3.1288085762448707e-05
Position 930: 2.861545105506275e-05
Position 668: 2.429810089618707e-05
Position 933: 2.387913689526389e-05
Position 380: 2.33868655882962e-05
Position 338: 2.1257806110817817e-05
Position 148: 1.9097405893147825e-05
Position 965: 1.3891788628791144e-05
Position 1025: 1.347748987443176e-05
Position 1296: 1.2991734487200711e-05
Position 8: 6.668820793991505e-06
Position 449: 2.2066272078406886e-08
Position 233: 1.6112914421816537e-08
Position 731: 1.0717222060443754e-08
Position 801: 9.769994381515895e-09
Position 434: 9.360515016265504e-09
Position 984: 7.094000167451978e-09
Position 1107: 5.564955803964382e-09
Position 60: 1.7641696886604544e-09
Position 248: 6.181595191917419e-10
Position 747: 1.3745594314066315e-10

Sorted 3' Splice Sites (High to Low Probability):
Position 1133: 0.9985838206930233
Position 81: 0.007110865788406194
Position 155: 0.0034654013475727084
Position 523: 0.00253229450559777
Position 158: 0.001829296853136851
Position 981: 0.0017661361370706371
Position 835: 0.0008895694756281417
Position 289: 0.0008412411878049045
Position 768: 0.0007628866712510394
Position 1443: 0.0006872680144214042
Position 1106: 0.0006450588847459807
Position 1427: 0.0005834968607476754
Position 1006: 0.00051580117249198
Position 789: 0.0004171802697245156
Position 1145: 0.0004137966344319463
Position 528: 0.0002676352781923884
Position 1169: 0.00022403628202101583
Position 295: 8.607899317442744e-05
Position 551: 7.818565451865349e-05
Position 1492: 7.630207530559087e-05
Position 1362: 3.392020203123439e-05
Position 1399: 6.3776034098700635e-06
Position 176: 4.9825627347755077e-08
Position 563: 3.77870373492214e-08
