Gene = Smg5
index = 1507
Annotated 5SS: [ 455  881 2587 4030 4519]
Annotated 3SS: [ 729  943 2679 4359 4597]
SMsplice 5SS: [ 636  881 2587 4030 4519]
SMsplice 3SS: [ 729  943 2679 4359 4597]
top_k =  100
Partition function (log Z): 10.170477797829632

Sorted 5' Splice Sites (High to Low Probability):
Position 2587: 0.9993210202492325
Position 4519: 0.9986099332824033
Position 4030: 0.9713151024527765
Position 881: 0.9210898606761828
Position 636: 0.3622175733969865
Position 264: 0.26586871720927363
Position 282: 0.20909524594120482
Position 3201: 0.07129037997356782
Position 1101: 0.06321670329179223
Position 864: 0.039964503678245056
Position 894: 0.036953034890517884
Position 2969: 0.0300818792465124
Position 2173: 0.029772184790717658
Position 649: 0.02149383313670456
Position 557: 0.019386793819522262
Position 679: 0.018888661060581288
Position 2862: 0.013852289918369854
Position 512: 0.012088811992769281
Position 457: 0.007103429144509438
Position 212: 0.006667369307685034
Position 453: 0.00627856454676084
Position 4227: 0.00580059430734208
Position 2163: 0.005616524637052535
Position 660: 0.005583821753380467
Position 1089: 0.005273073668677285
Position 455: 0.0049857585322270045
Position 4050: 0.0048974280885605995
Position 999: 0.004775843397654327
Position 3165: 0.004387477165912701
Position 670: 0.0039329212298962295
Position 4783: 0.0038699573572190662
Position 4924: 0.0034240815778508156
Position 3231: 0.002840427003011631
Position 1110: 0.002553959049015287
Position 3990: 0.0024761023147213635
Position 640: 0.0021470306329050446
Position 4864: 0.00213072872232878
Position 604: 0.00199480591853686
Position 886: 0.001725194660877108
Position 5618: 0.0016265307694975678
Position 5432: 0.0015553750150269705
Position 1256: 0.001475052501417071
Position 333: 0.0012583942433882513
Position 4073: 0.0012464639389771033
Position 447: 0.0012232284504912554
Position 2955: 0.0008274284183161806
Position 185: 0.0008213733423049499
Position 1295: 0.0006610038740696573
Position 2802: 0.0006384742178088743
Position 5232: 0.0004320841101290372
Position 5625: 0.00043166961555241354
Position 506: 0.00041993045174242103
Position 161: 0.000354638217515358
Position 371: 0.0003422190830501748
Position 4523: 0.00032256564284249064
Position 1085: 0.0002584045427403849
Position 289: 0.00021157151234215194
Position 169: 0.00017098859502393457
Position 188: 0.0001601142592616106
Position 1585: 5.387647019887159e-06
Position 510: 2.1710608725732924e-06
Position 712: 1.5242224919328985e-06
Position 4480: 1.2835195683762384e-06
Position 888: 1.1299988455303772e-06
Position 2302: 5.852242045411913e-07
Position 4564: 3.1471528994446795e-07
Position 92: 1.633249782174981e-08
Position 299: 8.560673998306965e-09
Position 68: 1.5637988782398352e-09
Position 907: 4.858336242455243e-10

Sorted 3' Splice Sites (High to Low Probability):
Position 4359: 0.9897842795594947
Position 943: 0.9803953962526462
Position 729: 0.9366944945595814
Position 4597: 0.9281894294718164
Position 2679: 0.7639558230713156
Position 2689: 0.2285805382462414
Position 3290: 0.06185807838701072
Position 1321: 0.05544312434470571
Position 4632: 0.05236418010853214
Position 2227: 0.039994631013113145
Position 3028: 0.03032280686239519
Position 2530: 0.024472409997965537
Position 5329: 0.009226208694953993
Position 3272: 0.007808098442377008
Position 5550: 0.007277398977271027
Position 1476: 0.006706975509580608
Position 3407: 0.006311559503126867
Position 5525: 0.005656087035418915
Position 4612: 0.005479503190604816
Position 351: 0.004801390707318485
Position 4274: 0.004616595555220418
Position 690: 0.0038768098460562565
Position 4101: 0.0036113775609781587
Position 3160: 0.0031971747756596777
Position 1157: 0.0021154260053682697
Position 281: 0.0019985791505329944
Position 5665: 0.001981238395743278
Position 3424: 0.0016595478941023316
Position 4087: 0.0015340807630529387
Position 3404: 0.0015289952156279938
Position 660: 0.001330658635701382
Position 4318: 0.0012503420933982286
Position 757: 0.001225197440908609
Position 2937: 0.0010686122078354737
Position 1808: 0.0010403154501355738
Position 4295: 0.0008797166127733093
Position 5721: 0.0007847800326646495
Position 4176: 0.0007792757864583471
Position 1492: 0.000624247245670819
Position 784: 0.0005114248278143175
Position 965: 0.0005043248365620742
Position 906: 0.0004927884015591272
Position 557: 0.000489520175807573
Position 5339: 0.0004640198901257767
Position 4824: 0.0004520334945231982
Position 356: 0.00043513300075963875
Position 1154: 0.0004087898178311932
Position 5152: 0.0004018635778569545
Position 593: 0.000384245824062201
Position 4385: 0.00035429134524923704
Position 1052: 0.00034950032224744643
Position 263: 0.0003474555440204532
Position 4321: 0.00031384082972417404
Position 590: 0.00029571578031694533
Position 523: 0.000295395830290429
Position 4676: 0.0002818597658595803
Position 1047: 0.00011694367739078614
Position 4144: 8.275123139379321e-05
Position 746: 5.4336725213431635e-06
Position 636: 3.2190165534867062e-06
Position 788: 2.655586186515431e-06
Position 2699: 2.1827947863450037e-06
Position 224: 7.823092776095614e-07
