Gene = ect
index = 1691
Annotated 5SS: [  435  5630  6019  6395  6941 10265 11176]
Annotated 3SS: [ 5393  5841  6127  6841 10029 10559 11244]
SMsplice 5SS: [  180  5630  6019  6395  6941 10265 11176]
SMsplice 3SS: [ 5393  5865  6127  6841 10029 10559 11244]
top_k =  100
Partition function (log Z): 12.883984636358084

Sorted 5' Splice Sites (High to Low Probability):
Position 6019: 0.9994405011434626
Position 5630: 0.9965205880157986
Position 11176: 0.9957948542373334
Position 10265: 0.9703541562654558
Position 6941: 0.9424532612863076
Position 6395: 0.5663684316507818
Position 180: 0.48969841541513837
Position 435: 0.2606206537242624
Position 227: 0.1134130774460039
Position 193: 0.0718128665538822
Position 6439: 0.04087710081415276
Position 1114: 0.033140479246463884
Position 6701: 0.02545776377107738
Position 1029: 0.02396997466108952
Position 6244: 0.015846762637614333
Position 15: 0.013721204563658052
Position 355: 0.009332996880775631
Position 897: 0.009141437613542622
Position 388: 0.007757923575017901
Position 10245: 0.007240242289243772
Position 6430: 0.0072127408711805336
Position 2643: 0.00611745880898558
Position 6254: 0.005527506931781759
Position 6437: 0.004528902187281159
Position 6455: 0.0037142850871282745
Position 491: 0.002561223736908303
Position 415: 0.0025000872279959357
Position 5764: 0.0020573203856606207
Position 11323: 0.001978004689084873
Position 5634: 0.0015066440452107968
Position 2669: 0.0014173492485706012
Position 366: 0.0011694569281375494
Position 697: 0.0011645754074433327
Position 11409: 0.0011279621440662892
Position 6406: 0.0009507877952548442
Position 6333: 0.0009447965116070903
Position 564: 0.0009019181464954218
Position 1091: 0.0008488763959251248
Position 11158: 0.0006284646524393577
Position 6662: 0.0005847673844550757
Position 6049: 0.00032337618944909693
Position 11290: 0.0002361243922028276
Position 5539: 0.00015761841265885811
Position 846: 0.00011361062449764745
Position 239: 0.00010285823026176492
Position 6078: 9.286730008910701e-05
Position 6044: 7.676662720228985e-05
Position 5527: 4.630600754684212e-05
Position 6025: 3.685825529970403e-05
Position 6023: 1.2788729568381647e-05
Position 6051: 7.176660236907102e-06
Position 5999: 4.207222837113142e-06
Position 205: 3.871303040917026e-06
Position 5920: 3.0128040818057867e-06
Position 6220: 1.938342129528065e-06
Position 32: 1.8516201642624085e-06
Position 6028: 4.903992324531071e-07

Sorted 3' Splice Sites (High to Low Probability):
Position 5393: 0.9990160132543189
Position 5865: 0.9974541812735072
Position 11244: 0.9685476694514062
Position 6127: 0.9651505254621976
Position 10559: 0.878458753122491
Position 10029: 0.8320558422963085
Position 6841: 0.44401492837211004
Position 6492: 0.14331990330918273
Position 9578: 0.1334204679908671
Position 11370: 0.030939701214433082
Position 10366: 0.029824155195922814
Position 6579: 0.026731240116998727
Position 10338: 0.020953837953944097
Position 10653: 0.018668309939315942
Position 302: 0.01509332800457911
Position 10602: 0.013267107204672215
Position 6558: 0.012448486054271289
Position 926: 0.011722998492896814
Position 6508: 0.011395779746624793
Position 10472: 0.011130090182111408
Position 8835: 0.007784683452431527
Position 10440: 0.0072806381712231
Position 1004: 0.006383582262401465
Position 8793: 0.005290932788901578
Position 6700: 0.005249532958035567
Position 299: 0.004135767056454087
Position 2410: 0.0038243591400158703
Position 10355: 0.0035757819573119473
Position 10495: 0.0034322341628432113
Position 8503: 0.003422053016815215
Position 2310: 0.0029794395544105643
Position 5841: 0.0023469511744010716
Position 253: 0.0022754598875030026
Position 6522: 0.001945780288170248
Position 10315: 0.001685864808988274
Position 265: 0.0016502623412663528
Position 8676: 0.001621176812909602
Position 8998: 0.0015251825279007259
Position 6651: 0.001401485568929313
Position 1094: 0.0010880357687547229
Position 10499: 0.0010441129366702024
Position 11455: 0.0009934880435617513
Position 5511: 0.0009659493089361574
Position 10375: 0.0008064348191094545
Position 6691: 0.0007519721811011338
Position 10304: 0.0007191896367496381
Position 6525: 0.0006999228295872286
Position 8085: 0.0006239449309178026
Position 6303: 0.0004585637276654022
Position 6082: 0.0003734461430229401
Position 305: 0.00035893484998301376
Position 6180: 0.0003490511887250649
Position 5681: 0.00022977576454104984
Position 6177: 0.00015795493742788388
Position 11212: 0.00015221548919992209
Position 5686: 0.00013526463278491543
Position 11461: 0.00013447410050453952
Position 5876: 8.195897324430806e-05
Position 5879: 3.24884708381536e-05
Position 5924: 1.824977041282211e-05
Position 6136: 1.439751672678478e-05
Position 6094: 7.541332289527435e-06
Position 5918: 3.982065788682429e-06
Position 5995: 1.707509559523835e-06
