Gene = TyrRS
index = 1578
Annotated 5SS: [ 699 1128 1514]
Annotated 3SS: [ 760 1189 1572]
SMsplice 5SS: [ 699 1128 1514]
SMsplice 3SS: [ 760 1189 1572]
top_k =  100
Partition function (log Z): 5.522345869262051

Sorted 5' Splice Sites (High to Low Probability):
Position 699: 0.998936706280265
Position 1514: 0.9896445061351212
Position 1128: 0.9297651458390763
Position 1132: 0.04484988043668717
Position 866: 0.03639125244160934
Position 1071: 0.017143153132804227
Position 509: 0.013192203612484677
Position 1849: 0.0027219850990994935
Position 403: 0.0022730428657087524
Position 521: 0.0022259719660285716
Position 955: 0.0014294856556036858
Position 590: 0.001061248683988282
Position 340: 0.0007371235180240769
Position 1017: 0.0006588543928900279
Position 1302: 0.000604096292336565
Position 1046: 0.0004247405084260106
Position 353: 0.00038265881535698085
Position 14: 0.00036246856478379624
Position 838: 0.00034952188654847205
Position 260: 0.000309047910482182
Position 512: 0.0003073914120426273
Position 1311: 0.00022273306994950262
Position 452: 0.00022172389351911192
Position 1293: 0.0001333856907150972
Position 62: 0.00012316815269391952
Position 646: 0.00011278955777281254
Position 439: 8.654684130500808e-05
Position 367: 8.078018069879773e-05
Position 1497: 7.52878021022527e-05
Position 1063: 5.797694800505241e-05
Position 1691: 5.796841966551022e-05
Position 1403: 4.4736980671932786e-05
Position 470: 4.223284905149536e-05
Position 907: 4.0362198827699263e-05
Position 313: 3.0408967034302774e-05
Position 580: 3.0179765448617217e-05
Position 1873: 2.9557266697096995e-05
Position 703: 2.8347107947860918e-05
Position 1305: 2.6121245067564667e-05
Position 543: 2.4681456831289197e-05
Position 1398: 1.9514188351457444e-05
Position 1518: 1.9158282372799647e-05
Position 658: 1.0734113803977822e-05
Position 558: 9.00304146890625e-06
Position 526: 4.383298803981695e-06
Position 606: 3.436841989391435e-06
Position 1847: 1.7883074915686001e-06
Position 611: 3.109285736738188e-08
Position 223: 1.1145507270954239e-08
Position 1502: 7.906903284998449e-09
Position 1443: 5.7981700363360116e-09
Position 916: 1.067946715609448e-09
Position 1175: 7.660392951870269e-10
Position 1484: 1.1861876050104148e-10
Position 1227: 1.079524436806536e-10
Position 930: 6.765538079863078e-11
Position 316: 1.2642510522092892e-11
Position 900: 4.656085205479111e-17

Sorted 3' Splice Sites (High to Low Probability):
Position 760: 0.9986417434308336
Position 1189: 0.9966281544952829
Position 1572: 0.9885578384469825
Position 936: 0.033830084227493236
Position 565: 0.018506923555305296
Position 1921: 0.002193648231621904
Position 641: 0.001436508667888532
Position 1942: 0.000839205095122534
Position 460: 0.0005502166142061741
Position 1226: 0.00051949499289769
Position 1356: 0.00046381695537594505
Position 1653: 0.0004066135138622984
Position 80: 0.00032905680884553107
Position 1720: 0.00032663698557250425
Position 1352: 0.00030793006230141705
Position 912: 0.0002770437804024972
Position 1390: 0.00012857700372355356
Position 1687: 0.00012846242797042706
Position 465: 0.00012428675883879048
Position 112: 0.00011762111400928936
Position 783: 0.00010149404030899833
Position 1120: 9.833132292596959e-05
Position 1460: 7.881223739028965e-05
Position 1005: 7.535619248343704e-05
Position 940: 6.744802327043637e-05
Position 1090: 6.203989812957408e-05
Position 1610: 5.019717720699351e-05
Position 1629: 4.8767850313378075e-05
Position 352: 4.793295075528544e-05
Position 427: 4.778398352028932e-05
Position 1017: 4.129551553862146e-05
Position 115: 3.4602641017902426e-05
Position 1378: 3.1886398992121405e-05
Position 646: 3.0359055863302565e-05
Position 307: 2.402563184693579e-05
Position 723: 2.084490761103858e-05
Position 412: 2.0233131929036632e-05
Position 580: 1.9910085768008653e-05
Position 328: 1.958587185415461e-05
Position 619: 1.4481795935518987e-05
Position 1690: 1.3868683360224122e-05
Position 1684: 1.0976684650686567e-05
Position 1672: 9.336403576726064e-06
Position 493: 8.768426978035326e-06
Position 496: 6.701685149559734e-06
Position 85: 4.356057363643247e-06
Position 1885: 4.2901796718436944e-06
