Gene = Fie
index = 1168
Annotated 5SS: [ 416 1341 1541]
Annotated 3SS: [ 958 1403 1594]
SMsplice 5SS: [ 416 1341 1541]
SMsplice 3SS: [ 958 1403 1594]
top_k =  100
Partition function (log Z): 7.198212769018362

Sorted 5' Splice Sites (High to Low Probability):
Position 1341: 0.9986130358473506
Position 1541: 0.9976540087319462
Position 416: 0.9888401053278147
Position 889: 0.008499278434688763
Position 1689: 0.006341920015206148
Position 31: 0.005469708973230296
Position 1727: 0.0047663066542419094
Position 868: 0.0033655492973659984
Position 192: 0.0028133796460849325
Position 1789: 0.0018382678918192209
Position 412: 0.001173506833971748
Position 1680: 0.0011605306930032404
Position 1758: 0.001105148499930583
Position 247: 0.0010015567618085162
Position 1678: 0.0006665791676097824
Position 705: 0.0006538794820849691
Position 1545: 0.0006441363151861986
Position 865: 0.0005775184098778679
Position 1549: 0.0005120361985824198
Position 1345: 0.00043942903511069904
Position 717: 0.0004350431983831952
Position 152: 0.00041878417777776604
Position 852: 0.0003344957465120524
Position 122: 0.00028936482645151553
Position 1167: 0.0002648414381319918
Position 922: 0.00023490623681114036
Position 1773: 0.00020593329391570793
Position 1890: 0.0001753075850900998
Position 197: 0.00016967610093575336
Position 1850: 0.00016423151817347305
Position 722: 0.0001366196507111365
Position 1775: 0.00013347728947480777
Position 160: 0.00011622461296464604
Position 820: 0.00010639278212270266
Position 362: 9.909819884684136e-05
Position 2104: 8.643933438337597e-05
Position 434: 7.675576566378038e-05
Position 1331: 7.350935331306064e-05
Position 287: 4.7661545854024846e-05
Position 34: 4.333983473037908e-05
Position 2142: 4.178869775740163e-05
Position 1158: 3.5212954057363955e-05
Position 48: 2.3020397695459426e-05
Position 1323: 2.071889422174074e-05
Position 2109: 1.786502843760366e-05
Position 1148: 1.4065596689463947e-05
Position 1984: 1.3916458188656353e-05
Position 267: 1.0834722700921451e-05
Position 1326: 9.154015995304416e-06
Position 111: 7.986485505865572e-06
Position 1062: 5.372825709052419e-06
Position 1373: 3.851056954833205e-06
Position 1244: 2.623307887858437e-06
Position 1447: 1.9887373764888208e-06
Position 1025: 1.619806854627203e-06
Position 1269: 1.1715207134528414e-06
Position 420: 3.3445109507196856e-07
Position 1473: 6.973253731722013e-08
Position 1575: 2.9007535432490514e-08
Position 734: 1.4715460715328285e-08
Position 541: 1.3356745087009064e-08
Position 810: 1.1503173441561021e-08
Position 1524: 5.828478857540131e-09
Position 617: 1.2059534856050943e-09
Position 1511: 9.777281498524756e-10
Position 1444: 1.6039197619441247e-10
Position 1205: 1.6219480871456287e-12
Position 1018: 1.1356729430594888e-12

Sorted 3' Splice Sites (High to Low Probability):
Position 1403: 0.9994037399808263
Position 1594: 0.9818532152274282
Position 958: 0.8985304147911584
Position 482: 0.05741611076797164
Position 1015: 0.040466090863021865
Position 2004: 0.01696228117680013
Position 1771: 0.006649005614236854
Position 93: 0.005454032137739807
Position 508: 0.003034095516103355
Position 1726: 0.0024310932781473242
Position 493: 0.0021741307347417243
Position 1893: 0.002113482681405715
Position 267: 0.0019197357422489538
Position 2224: 0.001904468554812751
Position 308: 0.0014705645399739511
Position 937: 0.0013052356868628176
Position 1635: 0.0011174841256433063
Position 1810: 0.0007887545667291946
Position 847: 0.0007446199297711977
Position 1792: 0.0007367973402293263
Position 247: 0.000503164812351198
Position 212: 0.00040754105253562454
Position 1899: 0.0003327622458064602
Position 1461: 0.00030748495715336846
Position 339: 0.00028181151385514136
Position 1983: 0.00028172186993775537
Position 546: 0.0002551507668031271
Position 1471: 0.00017091329005738772
Position 2202: 0.00016315351956304507
Position 663: 0.0001395560810848242
Position 459: 0.00011459750328048103
Position 922: 0.00010936924178585307
Position 1678: 8.11989305073234e-05
Position 2112: 6.923229159760846e-05
Position 181: 5.265525888122952e-05
Position 468: 4.1856862095441184e-05
Position 614: 3.8010627758649056e-05
Position 2191: 2.8320520721284546e-05
Position 611: 2.6658602193885013e-05
Position 291: 2.4650241214800656e-05
Position 588: 2.2859095959357935e-05
Position 2243: 1.521350511525408e-05
Position 1444: 1.4178080726872744e-05
Position 1529: 1.5121490849171532e-06
Position 1492: 2.9240449409607407e-07
Position 74: 2.8699417344962897e-07
Position 1535: 9.933326860081811e-08
Position 111: 3.0003245003837856e-08
Position 100: 2.1144659795778542e-08
