Gene = Eaf6
index = 1146
Annotated 5SS: [214 495 749]
Annotated 3SS: [280 616 834]
SMsplice 5SS: [214 495 749]
SMsplice 3SS: [280 616 834]
top_k =  100
Partition function (log Z): 6.064048139734529

Sorted 5' Splice Sites (High to Low Probability):
Position 749: 0.998407619004443
Position 495: 0.9933911763336286
Position 214: 0.9668324211952558
Position 499: 0.0011920702167233228
Position 1033: 0.0011457053397850403
Position 565: 0.000722442243440425
Position 1070: 0.0004943693104009681
Position 533: 0.0003218356956526555
Position 563: 0.00010067731601531583
Position 463: 9.145825097779235e-05
Position 433: 5.5281976553834144e-05
Position 597: 3.407063090728881e-05
Position 967: 2.0400421266828043e-05
Position 1031: 6.671071600767596e-06
Position 83: 5.997412990850186e-06
Position 518: 5.763925112016828e-06
Position 898: 5.170637957189234e-06
Position 520: 4.757093637201675e-06
Position 177: 2.703541665182807e-06
Position 531: 1.8959108230692533e-06
Position 349: 1.513952546736137e-06
Position 988: 1.2454034152065485e-06
Position 346: 1.200320234369255e-06
Position 91: 5.124541842883386e-07
Position 10: 3.958812809192257e-07
Position 123: 3.0260774259693154e-07
Position 40: 1.821877169215136e-07
Position 18: 1.6899992996955753e-07
Position 801: 7.892570672867757e-10
Position 265: 1.1861075190609417e-15

Sorted 3' Splice Sites (High to Low Probability):
Position 834: 0.9991859943731443
Position 280: 0.9603479971408632
Position 616: 0.8596991149093399
Position 583: 0.1032639159281915
Position 561: 0.015508627619414631
Position 545: 0.010698153138872055
Position 655: 0.00373584663579088
Position 307: 0.0030950196606770682
Position 558: 0.00183528116498814
Position 1125: 0.0012345869623136346
Position 687: 0.001074670621127208
Position 397: 0.0006031499282608636
Position 672: 0.0005782126392406739
Position 662: 0.00042360024441687275
Position 1102: 0.0003867097750386434
Position 335: 0.00038224289668902244
Position 346: 0.00019439068596299397
Position 796: 0.00015114848489918988
Position 898: 0.00012577982477408523
Position 1111: 8.120577685844567e-05
Position 967: 6.77877084377587e-05
Position 862: 5.0822884516735384e-05
Position 301: 3.9974672213163206e-05
Position 867: 2.350775639622065e-05
Position 629: 2.323168509360131e-05
Position 412: 1.4061943673193712e-05
Position 801: 8.1501272026377e-06
Position 151: 4.794593203464782e-06
Position 621: 3.5345720708773264e-06
Position 857: 2.565223793838667e-06
Position 421: 1.291138058630553e-06
Position 468: 7.776896148046386e-07
Position 463: 6.526416449583421e-07
Position 247: 4.3908171969072697e-07
Position 95: 3.1519502877377977e-07
Position 433: 2.640081137068311e-07
Position 114: 7.576977779243779e-08
Position 123: 2.6402212566719118e-08
Position 439: 2.3107558008530752e-08
Position 83: 2.028578028517913e-08
Position 376: 1.4636500856171166e-08
Position 322: 1.0571356997849941e-08
Position 137: 9.595804283156064e-09
Position 120: 5.243621116620966e-09
Position 442: 1.107577926771347e-09
Position 337: 1.0625015342281817e-09
Position 52: 8.920803388458568e-10
Position 71: 8.624712842716975e-10
Position 177: 8.313746386126559e-10
Position 448: 1.3326593002102374e-10
Position 368: 1.0555143646233965e-10
Position 195: 7.541534655995524e-11
Position 726: 4.532040022110653e-11
Position 198: 3.7477838523494895e-11
Position 201: 2.785002512058338e-11
