Gene = aust
index = 1617
Annotated 5SS: [290]
Annotated 3SS: [355]
SMsplice 5SS: [290]
SMsplice 3SS: [355]
top_k =  100
Partition function (log Z): -0.9188008361626963

Sorted 5' Splice Sites (High to Low Probability):
Position 290: 0.9974178054814031
Position 747: 0.007630787731437383
Position 679: 0.007092887940893644
Position 203: 0.005148524083060793
Position 193: 0.0005472692066048211
Position 801: 0.0001261403192912823
Position 643: 5.903098754669602e-05
Position 200: 5.055910373465905e-05
Position 258: 3.461559930339852e-05
Position 175: 3.413786318104516e-05
Position 607: 2.3315683365926735e-05
Position 783: 2.3288257817170507e-05
Position 631: 2.3276494528395426e-05
Position 487: 8.183425378223854e-06
Position 100: 6.406860524178723e-06
Position 323: 6.129140970403155e-06
Position 514: 5.254056474507881e-06
Position 598: 4.998780127204661e-06
Position 924: 3.805033771034189e-06
Position 4: 1.2443811702454227e-06
Position 921: 8.822850731785579e-07
Position 25: 2.2088258287500152e-07
Position 308: 1.6747089145176652e-08
Position 62: 6.704418302566025e-09
Position 554: 6.188128989649085e-09
Position 574: 5.923806829887514e-09
Position 451: 2.819675718038521e-09
Position 108: 2.614423847778572e-09
Position 329: 2.984526525544096e-11

Sorted 3' Splice Sites (High to Low Probability):
Position 355: 0.9981795719821163
Position 817: 0.0069610201907091005
Position 854: 0.004187007860378343
Position 757: 0.003341787731092748
Position 264: 0.002541886263241212
Position 392: 0.000811711285363469
Position 282: 0.0007006045523755376
Position 380: 0.0004633712307870053
Position 417: 0.0003465735071979228
Position 991: 0.00030624892764317805
Position 363: 0.00018611647597420323
Position 766: 0.00013813100879878586
Position 678: 5.286836458518256e-05
Position 549: 8.126549899566994e-06
Position 869: 7.566782592074932e-06
Position 777: 6.41476677916816e-06
Position 590: 5.342803464639281e-06
Position 206: 1.7206486283547104e-06
Position 55: 9.403456128742386e-07
Position 241: 5.306491288762362e-07
Position 192: 3.459705382648923e-07
Position 66: 2.433439422572139e-07
Position 234: 1.9793050172346208e-07
Position 284: 1.7271741181648238e-07
Position 81: 1.0718126661840868e-07
Position 48: 5.815454797940521e-08
Position 168: 4.5013959777946166e-08
Position 100: 1.8469693573490004e-08
Position 141: 1.7379149913594557e-08
Position 219: 1.694803652392751e-08
Position 72: 1.4632246935209366e-08
Position 94: 7.517033845250429e-09
Position 174: 6.24361760843856e-09
Position 78: 6.099084359744038e-09
Position 159: 5.098228556628339e-09
