Gene = trbl
index = 1918
Annotated 5SS: [1184]
Annotated 3SS: [4133]
SMsplice 5SS: [1184]
SMsplice 3SS: [4133]
top_k =  100
Partition function (log Z): -6.420850705426897

Sorted 5' Splice Sites (High to Low Probability):
Position 1184: 0.9886226384864505
Position 2025: 0.4873538925892541
Position 4031: 0.20072515098900937
Position 4045: 0.13372034466922228
Position 4315: 0.041529794262329896
Position 2893: 0.014464302640546059
Position 260: 0.011110780232214672
Position 2021: 0.007208001806706351
Position 2074: 0.006452662499149592
Position 2990: 0.006046518266281347
Position 133: 0.005391478044032701
Position 1201: 0.005232321528871938
Position 4941: 0.0050501408474307235
Position 58: 0.004912097936809124
Position 2903: 0.004652504093982137
Position 1544: 0.003323790313557487
Position 1548: 0.0032523754139645797
Position 2701: 0.0031241776220459734
Position 2559: 0.003035712694390371
Position 3213: 0.0029685998014041025
Position 1564: 0.002539986134355531
Position 4319: 0.002305984193047132
Position 3406: 0.0020586457747825727
Position 338: 0.0020325731234747567
Position 1572: 0.001977145893110383
Position 3410: 0.0016120970115470327
Position 97: 0.0008973363909745566
Position 227: 0.000604364900402162
Position 325: 0.0005019622462065757
Position 136: 0.0004707706173096546
Position 513: 0.0003545383737311905
Position 161: 0.0002910596407570112
Position 1113: 0.00010328076573843009
Position 2656: 7.026936897086568e-05
Position 364: 6.920799403663312e-05
Position 139: 5.769168848239442e-05
Position 299: 4.453352318085918e-05
Position 2192: 3.7411546684888336e-05
Position 35: 3.73647309346328e-05
Position 2603: 2.714568489014748e-05

Sorted 3' Splice Sites (High to Low Probability):
Position 4133: 0.9430871647368859
Position 1805: 0.5992236674140439
Position 3230: 0.29469760306445464
Position 4528: 0.03333832198038125
Position 1778: 0.031149202547993887
Position 860: 0.013463851441959227
Position 4386: 0.010497456474995762
Position 5008: 0.0050501408474307235
Position 1499: 0.004049002786789684
Position 432: 0.0033502731769656396
Position 4146: 0.00306550369000598
Position 222: 0.002950143188399606
Position 1284: 0.001463335473897231
Position 539: 0.001445933133181572
Position 839: 0.0013859136371585409
Position 1397: 0.001209470150759791
Position 1476: 0.0008984558465397498
Position 2209: 0.0007933417348542585
Position 481: 0.0007559997123569632
Position 986: 0.0006987151325153931
Position 478: 0.0004872597714238975
Position 1734: 0.00039954769778240845
Position 2423: 0.0003146821155035733
Position 2160: 0.00016803401267342455
Position 1726: 0.00010489483813968769
Position 379: 5.570207453267972e-05
Position 642: 5.339058608849094e-05
Position 330: 3.978212349276835e-05
Position 441: 3.805522835242285e-05
Position 396: 1.9087393457895322e-05
Position 101: 1.641349204833865e-05
Position 1947: 3.0883520326242523e-07
