Gene = ppk27
index = 1845
Annotated 5SS: [1079 1322]
Annotated 3SS: [1138 1389]
SMsplice 5SS: [1079 1322]
SMsplice 3SS: [1138 1389]
top_k =  100
Partition function (log Z): -6.668068105500327

Sorted 5' Splice Sites (High to Low Probability):
Position 1079: 0.9465113108182533
Position 1322: 0.75850979572034
Position 614: 0.12941402611687833
Position 1241: 0.07614487244304273
Position 192: 0.0069879746677383985
Position 1072: 0.006251974344740854
Position 1308: 0.004825501406256286
Position 1326: 0.004028525549030668
Position 938: 0.002997988467143372
Position 1281: 0.001655445182257723
Position 814: 0.0013075453917890314
Position 231: 0.000734901135847897
Position 1111: 0.0006839335242651371
Position 145: 0.0005558755093929632
Position 1035: 0.0003315301191470171
Position 1068: 0.0002828667890182261
Position 377: 1.860757920635865e-05
Position 809: 1.2886339662926605e-05
Position 430: 1.2400663518555666e-05
Position 337: 6.110412552680669e-06
Position 508: 5.543862281151847e-06
Position 79: 3.5370460873737615e-06
Position 266: 2.637697459742442e-06
Position 237: 2.1923364312134886e-06
Position 504: 1.5599348783997576e-06
Position 383: 1.4000560858502646e-06
Position 124: 1.3279568513153712e-06
Position 523: 2.6433753908902117e-07
Position 101: 2.1626567095649084e-07
Position 408: 1.9579835350441971e-07
Position 593: 1.9544701242436065e-07
Position 390: 1.8850931398675625e-07

Sorted 3' Splice Sites (High to Low Probability):
Position 1138: 0.9208784264535705
Position 1389: 0.8493624191485737
Position 664: 0.04181998391253295
Position 1199: 0.033956466607413985
Position 695: 0.033500605757154474
Position 1110: 0.009485304300008811
Position 785: 0.00797553830227793
Position 701: 0.007194224964382268
Position 245: 0.006520421326274091
Position 901: 0.0064156626573302
Position 800: 0.00630132104638746
Position 993: 0.00489686935982573
Position 715: 0.003354577301072825
Position 1019: 0.002370972661793178
Position 1438: 0.0017771563986322565
Position 1153: 0.0010819450890337129
Position 302: 0.0009197757498454906
Position 928: 0.0006802655785166298
Position 807: 0.0005776429574693441
Position 1496: 0.0005596667654874019
Position 266: 0.0004677955559773255
Position 841: 0.00041081266365477207
Position 319: 0.0003630428689212889
Position 870: 0.0003587449921132422
Position 555: 1.5466792270687448e-05
Position 430: 1.2605449280075796e-05
Position 434: 8.144156015284917e-06
Position 517: 7.159755042486317e-06
Position 274: 5.601745861667386e-06
Position 130: 3.422951366731144e-06
Position 401: 2.436671247779183e-06
Position 514: 2.1673173977851596e-06
Position 203: 1.993254416436495e-06
Position 212: 1.9233510800052386e-06
Position 390: 1.2787943490948134e-06
Position 589: 1.015721635205468e-06
Position 395: 4.7304983517816496e-07
