Gene = ScpX
index = 1477
Annotated 5SS: [ 158  818 1068 2016]
Annotated 3SS: [ 493  876 1131 2075]
SMsplice 5SS: [ 158  818 1068 2016]
SMsplice 3SS: [ 493  876 1131 2075]
top_k =  100
Partition function (log Z): 2.963686303583365

Sorted 5' Splice Sites (High to Low Probability):
Position 818: 0.9975738265783655
Position 1068: 0.9889183552026921
Position 2016: 0.9281096861143894
Position 158: 0.5125427640128178
Position 2321: 0.06801739634647304
Position 2297: 0.03519063452572319
Position 130: 0.024356130008745116
Position 236: 0.019311764073272765
Position 2311: 0.013922741509173244
Position 1967: 0.01235696316352825
Position 306: 0.010439723903165667
Position 1422: 0.006943052081141149
Position 1907: 0.004260162538441075
Position 999: 0.003169548889588277
Position 659: 0.003035343853107526
Position 1310: 0.002395999906171492
Position 1074: 0.0022454129514361517
Position 160: 0.0017060054025413692
Position 1271: 0.00131320707785385
Position 1570: 0.0008430225944385157
Position 1688: 0.0006965772176220841
Position 141: 0.0006213420803482952
Position 76: 0.0006056844322126109
Position 49: 0.0005355270031802496
Position 440: 0.00038216635277863294
Position 2279: 0.00033864831298997296
Position 126: 0.0003379976013444087
Position 459: 0.0002613859072272126
Position 137: 0.00015358122801771129
Position 134: 7.78922632888845e-05
Position 583: 6.0589057313039763e-05
Position 798: 5.017493409684559e-05
Position 1841: 4.4367565912407095e-05
Position 1931: 2.584922750122694e-05
Position 724: 8.221669442375176e-06
Position 923: 8.11317807796348e-06
Position 1448: 4.344046626227884e-06
Position 1426: 4.1188208834126845e-06
Position 1057: 6.695012737120116e-07
Position 70: 2.1608764170241554e-07
Position 143: 1.9171992835161272e-07
Position 164: 6.732777221414873e-09
Position 162: 2.029049207824032e-09
Position 102: 1.1650800004780418e-09
Position 73: 8.114806629954336e-10

Sorted 3' Splice Sites (High to Low Probability):
Position 876: 0.998991131286977
Position 2075: 0.9385601060503276
Position 1131: 0.9292599109073398
Position 493: 0.5174597236336976
Position 2377: 0.12036803643464485
Position 1141: 0.06429532263430915
Position 379: 0.016715413960659738
Position 250: 0.01287722584638915
Position 2103: 0.008753505177261771
Position 543: 0.004330103419001507
Position 210: 0.004028558177419623
Position 1772: 0.0037657709648976157
Position 499: 0.0034355084660628267
Position 2132: 0.0024049216770941403
Position 717: 0.0022137664634355346
Position 385: 0.002128478467676857
Position 568: 0.0019402231966689442
Position 230: 0.0019161287350700853
Position 273: 0.0017249342566407516
Position 2164: 0.0013898402109071189
Position 739: 0.0010820458059084836
Position 216: 0.0010524544449654228
Position 903: 0.0006036156095636132
Position 502: 0.0004485801051890428
Position 105: 0.0004223833926852455
Position 414: 0.0002733629683388773
Position 560: 0.00014319370982983305
Position 225: 0.0001416393176617313
Position 736: 0.00012396134580383285
Position 984: 7.239103561687094e-06
Position 963: 7.148717444663895e-06
Position 1168: 4.844086116538808e-06
Position 177: 3.3110560841309586e-07
