Gene = TORIP
index = 1540
Annotated 5SS: [604 793]
Annotated 3SS: [670 847]
SMsplice 5SS: [604 766]
SMsplice 3SS: [670 847]
top_k =  100
Partition function (log Z): -1.247600816483527

Sorted 5' Splice Sites (High to Low Probability):
Position 604: 0.9867164486072733
Position 766: 0.8950222175283894
Position 202: 0.05970185518939199
Position 778: 0.031817404764245785
Position 722: 0.024206237205563922
Position 793: 0.02079804469238128
Position 331: 0.006029829483383602
Position 1267: 0.005889693491887326
Position 42: 0.004439196707223176
Position 1061: 0.004256978762552183
Position 383: 0.002043578308578154
Position 153: 0.0012063555697107943
Position 82: 0.0005005473799706057
Position 462: 0.0004432197909003427
Position 1049: 0.00042285349888723583
Position 55: 0.0003515853455200561
Position 596: 0.00028286732745284746
Position 364: 0.00025289455067087466
Position 223: 0.00020110044125783798
Position 1248: 0.00011041958253323675
Position 991: 0.00010202646215956489
Position 1238: 9.294109229459772e-05
Position 1255: 5.2153241594950744e-05
Position 259: 1.2287927871758347e-05
Position 525: 9.44842670489429e-06
Position 33: 2.990424553848216e-07
Position 120: 1.294113024476104e-10
Position 107: 5.92499459984833e-11

Sorted 3' Splice Sites (High to Low Probability):
Position 847: 0.9883835061717682
Position 670: 0.9678209681036881
Position 274: 0.05531034484165995
Position 1330: 0.005782870820419183
Position 107: 0.004391502175957005
Position 833: 0.003839151846793256
Position 433: 0.0032925868732819924
Position 425: 0.0027112527590566734
Position 1112: 0.0017911380518746871
Position 394: 0.001747931474009875
Position 245: 0.001190724329664826
Position 402: 0.0009127082457629917
Position 1290: 0.0007862433691603791
Position 545: 0.0006948349863734073
Position 1121: 0.0006041326971222362
Position 1133: 0.0005934477885459965
Position 1185: 0.0005829849575860908
Position 509: 0.0004626055882150298
Position 413: 0.0004162831137733751
Position 113: 0.0003991112848394552
Position 452: 0.0003949784236458876
Position 449: 0.0003073442640850541
Position 897: 0.0003042042487029249
Position 145: 0.00029699374085724025
Position 684: 0.00027610715228318817
Position 699: 0.00021255083211704103
Position 1191: 0.00020229994996293456
Position 1168: 0.00019564916781152672
Position 1135: 0.0001602871744690414
Position 455: 0.00014957530467081667
Position 149: 0.00014725724931008929
Position 1315: 0.00013027004313125558
Position 250: 0.00012990764401878284
Position 1304: 9.549631502453628e-05
Position 223: 9.496497822695222e-05
Position 253: 7.214874157131508e-05
Position 702: 2.8625236500087185e-05
Position 259: 2.7506959967112255e-05
Position 286: 1.952434001919661e-05
Position 1176: 2.245796801219201e-06
Position 128: 2.0933345465287152e-07
Position 160: 7.331976240376244e-09
Position 198: 9.013558223639503e-10
