Gene = Pdk1
index = 1364
Annotated 5SS: [  439  6393  6886 13430 13768]
Annotated 3SS: [ 6007  6516 12319 13492 14064]
SMsplice 5SS: [  439  6393  6886 12242 13430 13768]
SMsplice 3SS: [ 6007  6516 12113 12319 13492 14064]
top_k =  100
Partition function (log Z): 3.4554294345992096

Sorted 5' Splice Sites (High to Low Probability):
Position 13430: 0.9964033682034359
Position 6393: 0.9817542599747425
Position 6886: 0.9795855158166507
Position 439: 0.8470481099351722
Position 12242: 0.824114556586131
Position 13768: 0.7876889123483346
Position 15066: 0.6777901820415204
Position 14477: 0.29257939983924947
Position 116: 0.17520864080366172
Position 14004: 0.17282814435569657
Position 14850: 0.1524898507249989
Position 11991: 0.1351301566724457
Position 7901: 0.07257174733617952
Position 8223: 0.05565314367500689
Position 3081: 0.05198586931843211
Position 16334: 0.050248675659808034
Position 13616: 0.043058752017984
Position 459: 0.036843486684119554
Position 13596: 0.02930088481906681
Position 14596: 0.02669842545195108
Position 14459: 0.01914937722183456
Position 14620: 0.015796377945040962
Position 6423: 0.015331431443171931
Position 380: 0.01219812662265172
Position 13279: 0.01109522748103424
Position 14846: 0.01067909509926372
Position 1537: 0.009165966415981117
Position 252: 0.008888475546271653
Position 1633: 0.008874921301905151
Position 4628: 0.008856485732403744
Position 8776: 0.008143955459181902
Position 202: 0.005986765355632222
Position 4632: 0.005700193921112964
Position 1749: 0.0046132858042447645
Position 8245: 0.0046101085045794025
Position 7290: 0.004547259428087175
Position 9242: 0.003987472986693713
Position 9730: 0.0032656202397055543
Position 13785: 0.002702828507787868
Position 13906: 0.0026922604473745386
Position 12388: 0.002658268253805689
Position 14367: 0.0017950232764332298
Position 6379: 0.0017677405157676886
Position 13865: 0.001701939193589191
Position 6788: 0.0010888831006908254
Position 7872: 0.0009037908441185226
Position 3486: 0.0008636849826608346
Position 12924: 0.0007654424534852233
Position 8539: 0.0005776457864949652
Position 6083: 0.0004242496541329333
Position 6314: 0.000326084902390281
Position 6907: 0.00028748404797799605
Position 585: 0.00012917619867671603
Position 13734: 0.0001173423514435534
Position 13834: 0.00010628182386480202
Position 12421: 0.00010555181006608178
Position 1403: 7.88785629089796e-05
Position 14361: 7.174736444627156e-05
Position 14198: 6.808373844421777e-05
Position 429: 2.1386685130240455e-05
Position 25: 2.09058501934987e-05
Position 78: 9.905601751048571e-06
Position 1316: 8.323206729093086e-06
Position 464: 7.928353880354613e-06
Position 30: 4.398271911567649e-06
Position 61: 3.3769054937489844e-06
Position 33: 2.8547929784691304e-06
Position 220: 2.439100103273823e-07
Position 168: 1.9489189009506629e-07
Position 596: 1.3065928858158078e-07
Position 860: 1.2306867233261978e-07
Position 950: 1.0910069293261321e-07
Position 1021: 8.622316319689536e-08
Position 190: 1.4757226943838862e-08
Position 13579: 1.3590602726392613e-08
Position 141: 5.443976029757828e-09
Position 12514: 1.2162481623615776e-12

Sorted 3' Splice Sites (High to Low Probability):
Position 12319: 1.0000000000000002
Position 13492: 0.9979000895441681
Position 6007: 0.993145796391646
Position 6516: 0.9924063657149764
Position 14064: 0.9897335244434399
Position 12113: 0.824114556586131
Position 16051: 0.2554853676522171
Position 14925: 0.24088502756228491
Position 11869: 0.1351301566724457
Position 15238: 0.130517088036914
Position 16270: 0.1255161162151503
Position 14691: 0.10495859492382668
Position 14660: 0.0974637510298948
Position 167: 0.08637306888318681
Position 15215: 0.08222255648578544
Position 16434: 0.08031887186344007
Position 7684: 0.0728469580240396
Position 14940: 0.06946363015242202
Position 13686: 0.043947449882678596
Position 16408: 0.03496631220669818
Position 1458: 0.02968434643169564
Position 7671: 0.017767814273542563
Position 7663: 0.016611783031556037
Position 1858: 0.01594326516824657
Position 8629: 0.01539704868558117
Position 16122: 0.015248110930269556
Position 4374: 0.01455667965351671
Position 2915: 0.013597935963955162
Position 7731: 0.011137704431302003
Position 15451: 0.010003245603368016
Position 13353: 0.009515734962553767
Position 1135: 0.00855118234494797
Position 13858: 0.006623443046358483
Position 6041: 0.006521592431751718
Position 7220: 0.005285023221114458
Position 2630: 0.003827119846568242
Position 12444: 0.0025479140820606747
Position 2133: 0.002188223390627221
Position 8156: 0.001966189715406523
Position 7728: 0.0013951852542646232
Position 14176: 0.0009570616975289327
Position 1717: 0.0009200329472962297
Position 3330: 0.0004092589144887949
Position 3359: 0.0002861776267617231
Position 6586: 0.0002566378595925771
Position 14418: 0.0002494819622754183
Position 3126: 0.0001682484414103166
Position 14267: 6.808373844421792e-05
Position 6604: 5.003779817260024e-05
Position 7057: 2.7020542790002752e-05
Position 6668: 1.123633983444909e-05
Position 1396: 1.0032817605580639e-05
Position 1081: 5.105699258601217e-06
Position 286: 4.801803673838746e-07
Position 281: 4.757591504100189e-07
Position 220: 4.208397415791419e-07
