Gene = Sur
index = 1533
Annotated 5SS: [  670  2126  2356  3248  3908  4246  4750  4967  5900  7510  9501  9842
 10096 10770 10961 12628 13211 13476 14526 14878 15668 16110]
Annotated 3SS: [ 1859  2179  3031  3315  4132  4611  4803  5034  7247  9362  9704  9902
 10158 10856 11995 13052 13279 13756 14749 15372 15912 16186]
SMsplice 5SS: [ 2126  2356  3248  3908  4246  4750  4967  7510  9501  9842 10096 10770
 10961 13211 13476 14526 14878 15668 16110]
SMsplice 3SS: [ 2179  3031  3315  4132  4611  4803  7247  9362  9704  9902 10158 10856
 13052 13279 13756 14749 15372 15912 16186]
top_k =  100
Partition function (log Z): 57.798698744773176

Sorted 5' Splice Sites (High to Low Probability):
Position 13211: 0.9992267682701688
Position 10770: 0.9992195802193916
Position 9501: 0.9964281485986209
Position 4750: 0.9962819054327503
Position 10961: 0.9942211617578389
Position 4246: 0.9940547379451747
Position 2126: 0.9930692429168517
Position 13476: 0.9920695380139586
Position 16110: 0.9915600713532192
Position 14878: 0.9884850237867723
Position 15668: 0.9863391989304179
Position 4967: 0.9619243715829866
Position 2356: 0.9194741102954386
Position 3908: 0.9165430295789151
Position 3248: 0.9050084386459972
Position 9842: 0.867275871146647
Position 14526: 0.8666676566515648
Position 7510: 0.7867558277014155
Position 670: 0.6784241195077269
Position 13937: 0.5801015156392131
Position 10096: 0.5687438000919606
Position 5900: 0.4820899527813117
Position 10102: 0.38185723569443897
Position 12628: 0.33793573251251857
Position 390: 0.2874408299733298
Position 3595: 0.14862770600478606
Position 11333: 0.0950312105892755
Position 7879: 0.08956482161832281
Position 16330: 0.08554913830557355
Position 8762: 0.05685074707340396
Position 987: 0.03349559289784345
Position 10089: 0.0310226057960168
Position 12177: 0.026542792719229793
Position 14144: 0.019674964365233746
Position 1581: 0.017891166683172748
Position 4971: 0.01606271504342793
Position 3205: 0.014773229473876501
Position 1338: 0.014174253518027213
Position 9923: 0.013375420680138042
Position 3226: 0.011421928553445189
Position 205: 0.010120226996381057
Position 3916: 0.008570273546734241
Position 77: 0.008427068939707051
Position 2346: 0.008197104673854103
Position 16128: 0.0069868324834826846
Position 3407: 0.006292301306844926
Position 4003: 0.005891277395386981
Position 218: 0.0057154928923891955
Position 10093: 0.005552374687857149
Position 238: 0.005038489339931559
Position 3912: 0.003850500780382137
Position 4741: 0.0035614513148963705
Position 7861: 0.0030262132814591995
Position 16376: 0.0028177993043992625
Position 2746: 0.001740565942097952
Position 9908: 0.0017179325699523541
Position 909: 0.0015799840714516614
Position 4250: 0.0014573566880035325
Position 101: 0.0012155915629426868
Position 2415: 0.001189501744139322
Position 776: 0.001011871589543636
Position 15662: 0.0008420604761646671
Position 33: 0.0007236889187990841
Position 13480: 0.0006012064174916601
Position 16368: 0.0005495084308556608
Position 13199: 0.0005236422576235072
Position 13682: 0.0004291754913849762
Position 4271: 0.0004228273409738828
Position 202: 0.0003918931943587162
Position 11654: 0.0003214934014497963
Position 10715: 0.0002170810835381066
Position 646: 0.00012055802022233969
Position 10242: 0.00011031151812611014
Position 23: 0.00010762326305033531
