Gene = Gart
index = 1181
Annotated 5SS: [ 370 4764 5468 5750 6354 7462]
Annotated 3SS: [4515 4817 5523 5931 6411 7523]
SMsplice 5SS: [ 370 4764 5468 5750 6354 7462]
SMsplice 3SS: [4515 4817 5523 5931 6411 7523]
top_k =  100
Partition function (log Z): 4.1155177219393595

Sorted 5' Splice Sites (High to Low Probability):
Position 5468: 0.9985710419605729
Position 7462: 0.9943453953295949
Position 370: 0.9660140274635616
Position 4764: 0.9468480516452369
Position 6354: 0.8940062779345171
Position 5750: 0.6522564290908854
Position 1624: 0.38752782728152835
Position 5839: 0.07231073161829142
Position 6350: 0.059467736027176823
Position 99: 0.03150277526134608
Position 6532: 0.031359630373130956
Position 374: 0.031071377021739708
Position 1619: 0.022084345919621745
Position 6340: 0.02114842537407055
Position 5760: 0.017170630749674034
Position 2590: 0.016510509305950032
Position 652: 0.009011890996242907
Position 7905: 0.008390725368120076
Position 1163: 0.006377028031655631
Position 103: 0.003624091463794601
Position 5395: 0.0011506405637963524
Position 5714: 0.000762005025566046
Position 1002: 0.0007046968254645659
Position 440: 0.0006601836328002776
Position 550: 0.0005046137812876285
Position 721: 0.0004174592696195141
Position 118: 0.00041709203972922857
Position 142: 0.0002999909827421578
Position 716: 0.0002899055407642751
Position 455: 0.0002223022122221071
Position 7014: 0.00019860286052342222
Position 126: 0.00015796378283041841
Position 5299: 0.00015074242624609578
Position 32: 8.559066511673405e-05
Position 113: 3.7091838826124095e-05
Position 120: 3.660079318194078e-05
Position 442: 3.461952089960737e-05
Position 5787: 1.031138127478415e-05
Position 418: 1.0169051007863827e-05
Position 6175: 7.05477456910153e-06
Position 81: 6.003579916001195e-06
Position 19: 5.6821208174893765e-06
Position 462: 3.899393775135251e-06
Position 150: 2.151631528323171e-06
Position 409: 1.589781871368453e-06
Position 171: 1.2267269349873087e-06
Position 211: 1.1358797686746868e-06
Position 446: 8.978939888596189e-07
Position 271: 7.49542018509872e-07
Position 404: 7.287106175180468e-07
Position 159: 6.677953392078792e-07
Position 296: 5.872544726066395e-07
Position 432: 1.1814210495141753e-08
Position 227: 1.0308256627691823e-08
Position 252: 6.613453729093054e-09
Position 5741: 4.5861712695791125e-09

Sorted 3' Splice Sites (High to Low Probability):
Position 7523: 0.9777034118695006
Position 4515: 0.9743845110475213
Position 6411: 0.9660255468897374
Position 5523: 0.9552241983983449
Position 5931: 0.6769949819588977
Position 4817: 0.6314952349636451
Position 4831: 0.3408407305846856
Position 1478: 0.1677493901677207
Position 1266: 0.1577509318213977
Position 1492: 0.038427517328852245
Position 5566: 0.03535568468995266
Position 6599: 0.03268800817810287
Position 1131: 0.02515780152114558
Position 5838: 0.0248629033002183
Position 185: 0.024753879886055815
Position 5894: 0.02227273257895064
Position 5824: 0.020177858268598678
Position 516: 0.017930414672390184
Position 2433: 0.013938019275060599
Position 7533: 0.01134703883014429
Position 7973: 0.008390725368120069
Position 1338: 0.008197991490811383
Position 6527: 0.008127013153007978
Position 159: 0.00744919722231292
Position 5937: 0.006745524386968041
Position 7564: 0.004805649369682612
Position 1304: 0.0035014310330145474
Position 2449: 0.0025724900308894266
Position 1439: 0.00228744943524603
Position 168: 0.0018431508843475687
Position 1539: 0.0014728264602265118
Position 1214: 0.0008818549612613968
Position 221: 0.0008049156742815142
Position 150: 0.0007836789898830587
Position 1396: 0.0007234136170518218
Position 1035: 0.0005668881301973367
Position 9148: 0.00045599567280948564
Position 998: 0.00043301696041675057
Position 7601: 0.00023190244798013254
Position 677: 0.000167175798361889
Position 418: 9.108724808991137e-05
Position 834: 7.279003932790764e-05
Position 270: 3.615494217247757e-05
Position 1561: 3.080733161036166e-05
Position 5591: 2.1348095219056746e-05
Position 5492: 3.437037330104117e-06
Position 458: 1.2412699121283585e-06
Position 554: 1.1687901213703628e-06
Position 299: 8.167467424690265e-07
