Gene = Nuf2
index = 1334
Annotated 5SS: [373 806]
Annotated 3SS: [432 862]
SMsplice 5SS: [373 806]
SMsplice 3SS: [432 862]
top_k =  100
Partition function (log Z): -0.2634820497798932

Sorted 5' Splice Sites (High to Low Probability):
Position 373: 0.9943864971296327
Position 806: 0.989559391792699
Position 561: 0.010877480268273027
Position 1017: 0.0018203867711959814
Position 99: 0.0009884655910975897
Position 1151: 0.000722242755415875
Position 618: 0.0007089819636070327
Position 789: 0.0004621946278663989
Position 574: 0.0002612161264196941
Position 733: 0.00022460838443836206
Position 344: 0.00014486417029137519
Position 1194: 0.00013912120389957452
Position 28: 0.00010712270845367852
Position 507: 0.00010463647537086723
Position 1221: 6.060427811356315e-05
Position 927: 2.757079348845818e-05
Position 306: 1.4319040989917489e-05
Position 519: 1.354998327426165e-05
Position 388: 1.2628838633059015e-05
Position 192: 8.88554342912482e-06
Position 256: 2.5797676674749424e-06
Position 84: 1.7448167693037547e-06
Position 263: 1.158607985895589e-06
Position 77: 6.920800929784232e-07
Position 294: 1.2885241854499037e-07
Position 208: 9.310809073696459e-08
Position 279: 4.358698722586669e-08
Position 810: 2.2116238370362206e-08
Position 774: 1.9663763709499202e-08
Position 784: 1.4563724720566953e-08
Position 771: 8.662580833317654e-09
Position 318: 8.227775101588492e-09
Position 296: 3.552419909561263e-09
Position 435: 2.5733314250307785e-10
Position 815: 3.169969621914317e-11

Sorted 3' Splice Sites (High to Low Probability):
Position 862: 0.9890881503812373
Position 432: 0.9820484082857832
Position 491: 0.007610252764944295
Position 725: 0.006486731147714616
Position 680: 0.0037358279122194564
Position 683: 0.0033413663327122685
Position 650: 0.0022371751664496324
Position 1097: 0.0008779563796012118
Position 1094: 0.0007985458250127674
Position 148: 0.0007793142906349172
Position 872: 0.0005434715717976144
Position 1214: 0.0004750254430815209
Position 1106: 0.00042840655448676894
Position 731: 0.00031004705156822883
Position 1281: 0.0002845850273877565
Position 1220: 0.0002815199296329153
Position 728: 0.00017874822905569512
Position 926: 0.00016550407369538806
Position 691: 0.00010801880623142183
Position 185: 0.00010590664926001783
Position 1083: 9.418386869024744e-05
Position 506: 7.741674103807062e-05
Position 972: 7.323794279617121e-05
Position 638: 7.311873962272595e-05
Position 170: 7.012096998490454e-05
Position 503: 6.439894240739095e-05
Position 84: 5.4878067628316764e-05
Position 97: 4.708340188832659e-05
Position 1046: 3.849635769661924e-05
Position 1016: 3.510709109841418e-05
Position 1361: 2.876391306882904e-05
Position 961: 2.833772160364498e-05
Position 989: 2.7570793488458186e-05
Position 642: 1.8912749149165372e-05
Position 522: 9.629500368807817e-06
Position 323: 8.655258140061684e-06
Position 239: 7.757507228484431e-06
Position 227: 2.9154829485527714e-06
Position 306: 2.3106379142728366e-06
Position 110: 1.9485723188353714e-06
Position 208: 7.981233870299354e-07
Position 341: 4.1497461936599345e-07
Position 328: 1.6665897658713886e-07
Position 294: 1.0033650907914321e-07
Position 372: 1.6705546471784712e-10
