Gene = Uggt
index = 1583
Annotated 5SS: [432]
Annotated 3SS: [614]
SMsplice 5SS: [432 800]
SMsplice 3SS: [ 614 4828]
top_k =  100
Partition function (log Z): -9.337783775696273

Sorted 5' Splice Sites (High to Low Probability):
Position 432: 0.7369532620249717
Position 800: 0.6734556774528911
Position 665: 0.1653482076009878
Position 515: 0.09832435276202355
Position 109: 0.037217129266184416
Position 166: 0.03587048253026358
Position 490: 0.03332895292781926
Position 561: 0.01529694538699312
Position 521: 0.01093449906966665
Position 398: 0.010867658651626347
Position 416: 0.007997742215546125
Position 102: 0.007869472092523425
Position 161: 0.0036660097163916205
Position 406: 0.003508934879637657
Position 225: 0.002502671724221263
Position 223: 0.0020307832108334
Position 1466: 0.001962428365124836
Position 229: 0.0009023750937730156
Position 446: 0.0008251427326272984
Position 436: 0.0004280937437106366
Position 173: 0.000313034599085759
Position 155: 0.0002609916303493224
Position 349: 0.00023644578877345527
Position 4: 0.00022701756259987653
Position 31: 0.00019564294671910764
Position 170: 0.00016525107233961736
Position 276: 0.00013509117297487748
Position 194: 0.00012822931917892154
Position 438: 8.909274128741549e-05
Position 579: 6.757621052761428e-05
Position 184: 1.901925848921044e-05
Position 205: 1.2669973673379397e-05
Position 138: 8.215414981028802e-06
Position 233: 7.643930509605894e-06

Sorted 3' Splice Sites (High to Low Probability):
Position 614: 0.980471051965815
Position 4828: 0.519721587853563
Position 3406: 0.15338488412985232
Position 5152: 0.08278426783066023
Position 3954: 0.020115670378370275
Position 577: 0.01898922200738029
Position 1985: 0.01358456275900969
Position 3411: 0.007263169570058186
Position 3268: 0.0069952931471703814
Position 3438: 0.006924521270876938
Position 897: 0.00678749921261411
Position 245: 0.006160861018288509
Position 921: 0.005106647615712279
Position 799: 0.0036531987385991557
Position 155: 0.0028444186463986065
Position 1517: 0.002830695515762742
Position 714: 0.0021773829407444392
Position 745: 0.00142592295912281
Position 1759: 0.0012543547667737173
Position 1422: 0.0011280839562299318
Position 276: 0.0011193114330884746
Position 1925: 0.000898532204002201
Position 1003: 0.0008725234860884005
Position 1213: 0.0008620435577465271
Position 1198: 0.0007662459304931047
Position 1724: 0.0007154363268787907
Position 733: 0.0006474050023211763
Position 693: 0.0005161726539555725
Position 865: 0.0004720222312239841
Position 1007: 0.00039436203512894174
Position 280: 0.0001845306720435145
Position 194: 6.381146723367222e-05
Position 322: 2.3991747986102145e-05
Position 551: 9.434714517854878e-06
Position 631: 6.900984965878016e-06
Position 515: 7.223386271545383e-07
